,Multiple Lines,Monthly Charge,Online Security,Phone Service,Age,Contract,Internet Type,Senior Citizen,Avg Monthly Long Distance Charges,Total Refunds,Paperless Billing,Unlimited Data,Latitude,Premium Tech Support,Referred a Friend,Streaming TV,Zip Code,Avg Monthly GB Download,Device Protection Plan,Number of Dependents,Total Long Distance Charges,Under 30,Tenure in Months,Gender,Population,Internet Service,Total Charges,Payment Method,Online Backup,Dependents,Offer,Longitude,Streaming Movies,Streaming Music,City,Married,Total Extra Data Charges,Total Revenue,Number of Referrals,Satisfaction Score,Churn Category
10,1.0,94.55,0.0,1.0,75.0,0.0,2.0,1.0,26.98659225756022,0.0,1.0,1.0,36.057458000000004,0.11502322673383525,1.0,1.0,93208.0,10.0,0.0,0.0,716.3525141383576,0.0,20.0,0.5,191.0,1.0,1899.65,0.0,0.0,0.0,0.0,-118.591951,1.0,0.3458363368825063,142.0,1.0,0.0,2005.85,7.0,1.0,1
11,1.0,94.5,0.0,0.999999988054018,72.0,0.0,2.3463432935002264,1.0,27.78,0.0,1.0,1.0,33.30951916666667,0.0,1.0,0.14381862284294103,92129.0,8.0,0.0,0.0,448.0137272312137,0.0,33.0,1.0,47224.0,1.0,776.9179268659645,0.0,0.0,0.0,0.0,-117.13491699999999,0.23505194018118522,0.0,849.0,1.0,0.0,4022.29,1.0,3.0,5
12,1.0,98.55,0.0,1.0,54.0,0.0,2.0,0.16666666666666666,44.44,0.0,1.0,0.0,32.961064,0.0,0.0,1.0,92129.0,13.0,1.0,0.0,1374.817881442324,0.0,20.0,1.0,47224.0,0.8182431382324333,1842.8,0.0,0.0,0.0,0.0,-119.82692066666667,1.0,0.0,618.5,0.0,120.0,2851.6,0.0,3.0,1
13,1.0,110.0,1.0,1.0,65.0,1.0,0.3587336790555136,1.0,2.37,0.0,1.0,1.0,36.798882,0.0,0.0,1.0,93606.0,20.0,0.20419461800969738,0.0,109.02,0.16666666666666666,9.007374314209432,0.0,807.0,1.0,4874.8,0.0,1.0,0.0,0.0,-120.01951100000001,1.0,0.008427291972176933,87.0,0.0,0.0,4983.8200000000015,3.111853654274041,1.0,1
14,1.0,95.6,0.0,1.0,74.0,0.0,0.0,1.0,21.91,0.0,1.0,1.0,36.545322,0.23973786660239843,0.3791369398810783,1.0,93662.0,11.0,0.0,0.0,153.37,0.0,7.0,1.0,26213.0,1.0,644.35,0.0,0.2497964982391996,0.0,0.0,-119.64228100000001,1.0,0.0,902.0,1.0,0.31044434524442177,797.72,1.0,,1
15,0.0,78.85,0.0,1.0,65.0,0.0,2.0,1.0,36.93,0.0,1.0,1.0,36.719141,0.0,0.0,1.0,93675.0,18.155725386387456,0.0,0.0,147.72,0.0,4.0,0.0,3146.0,1.0,292.8,0.802947831064698,0.0,0.0,0.0,-119.20267700000001,0.0,0.0,944.0,0.0,0.0,440.52,0.0,3.0,5
16,1.0,99.05,0.0,1.0,71.0,0.0,2.0,1.0,20.83,0.0,1.0,0.0,38.140719,0.0,0.0,1.0,94512.0,19.0,1.0,0.0,846.6211355913797,0.0,35.0,1.0,138.0,1.0,3395.8,0.52845059953959,0.0,0.0,0.0,-121.838298,1.0,0.0,88.0,0.0,0.0,5382.02044349912,0.0,,5
17,0.0,44.95,0.0,1.0,80.0,0.40606787727842647,1.0,1.0,26.62,0.0,0.0,1.0,37.83323,0.0,0.0,0.0,94514.0,11.0,0.0,0.0,53.24,0.0,2.0,1.0,10153.0,1.0,85.15,1.0,0.0,0.0,5.0,-121.60146100000001,0.0,0.0,127.0,0.0,0.0,138.39,0.0,2.0,5
18,0.0,30.35,0.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.571748,0.0,1.0,0.0,94550.0,28.0,0.0,0.0,0.0,0.0,44.0,1.0,75929.0,1.0000000755948573,1359.7,0.0,1.0,0.0,0.0,-121.65956200000001,0.0,0.0,537.3333333333334,1.0,0.0,1359.7,2.0,1.0,1
19,1.0,65.28671188727834,0.0,1.0,65.0,0.0,2.0,1.0,49.5,0.0,1.0,1.0,37.766556,0.10627113448936361,0.0,0.0,94583.0,23.0,0.0,0.0,198.0,0.0,4.0,0.5,44078.0,0.9416710376182568,424.45,0.0,0.0590562967268249,0.0,1.213956828734602,-121.97678400000001,1.0,1.0,874.0,0.3333333333333333,0.0,622.45,1.36283813287746,2.0,1
20,1.0,75.5,0.0,1.0,75.0,0.0,2.0,1.0,10.6,0.0,1.0,1.0,37.685052,0.0,1.0,0.0,94588.0,23.0,0.0,0.0,286.2,0.0,27.0,1.0,28568.0,1.0,1893.95,0.0,0.0,0.0,0.0,-121.91206100000001,0.0,0.0,769.0,0.5,0.0,2180.15,1.0,1.0,1
21,0.0,92.1,0.0,1.0,71.0,0.0,2.0,1.0,42.93,0.0,1.0,0.8129143229666594,37.872902,0.0,0.0,1.0,94710.0,9.0,1.0,0.0,343.44,0.0,8.0,0.0,8157.0,1.0,729.95,0.0,0.0,0.0,5.0,-122.30370800000001,1.0,0.0,74.0,0.0,0.0,5178.954439602291,0.0,1.0,1
22,0.0,43.65,0.0,0.0,77.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0000000408730565,38.010092,1.0,0.20591359848588175,0.0,94933.0,10.0,1.0,0.0,0.0,0.0,12.0,1.0,1025.0,1.0,1151.5045137246466,0.0,0.0,0.0,0.0,-122.68944199999999,1.0,0.0,333.0,0.0,0.0,526.95,0.0,1.0,1
23,0.0,89.7,0.0,1.0,68.0,0.0,2.0,1.0,3.96,0.0,0.0,0.9999999092560113,37.03889,0.0,0.0,1.0,95020.0,27.0,0.8965337408138448,0.0,584.9083160306153,0.0,32.62024111742814,0.6666666666666666,49968.0,1.0,1047.7,0.0,0.0,0.0,0.0,-121.52895500000001,1.0,0.0,363.0,0.0,0.0,1091.26,0.0,,3
24,0.16137897671444953,80.4,0.0,0.4941396242364303,74.0,0.0,2.0,1.0,3.29,0.0,0.7178844127265952,1.0,36.62381083333333,0.0,1.0,1.0,95232.0,9.0,0.0,0.0,9.87,0.0,3.0,0.0,21.0,1.0,224.05,0.0,0.0,0.0,5.0,-120.57930400000001,0.0,0.0,365.0,1.0,0.0,129.44180819045548,1.0,2.0,3
25,0.0,60.05,0.0,1.0,61.5,0.0,1.0,1.0,34.62,0.0,1.0,1.0,38.085839,0.0,0.0,1.0,95310.0,14.0,1.0,0.0,727.02,0.0,21.0,1.0,2144.0,1.0,1236.15,0.0,0.0,0.0,0.0,-120.37855,0.0,0.0,209.0,0.0,0.0,2193.0072581508657,0.0,1.0,1
26,0.0,79.33265238128226,0.0,1.0,73.0,1.0,2.0,1.0,6.13,0.0,0.0,1.0,33.840524,0.0,0.43472531255653424,1.0,90712.0,30.0,0.0,0.0,281.98,0.0,46.0,0.0,30173.0,1.0,3615.975802447095,0.23388394253111336,1.0,0.0,0.0,-118.148403,1.0,0.0,508.0,0.0,0.0,4706.18,0.0,2.0,1
27,1.0,86.6,0.0,1.0,76.0,0.1885165764888964,2.0,0.5,19.18,0.0,1.0,1.0,34.9648895,0.12681012935013197,0.0,1.0,92800.16666666667,22.0,0.0,0.0,896.5831513415878,0.0,16.0,1.0,24270.833333333332,1.0,1281.0,0.0,0.0,0.0,0.0,-124.049485,0.0,0.0,63.0,0.0,0.0,1587.88,0.0,3.0,2
28,1.0,82.77535522616445,0.0,1.0,65.0,0.0,2.0,1.0,40.18,0.0,1.0,0.0,40.171312,0.0,0.0,1.0,95923.0,8.0,0.05076769477399003,0.0,883.96,0.16666666666666666,22.0,0.6666666666666666,86.0,1.0,2082.95,0.0,0.0,0.0,4.0,-121.120605,1.0,1.0,151.0,0.0,100.0,3066.91,0.02309589413852403,,1
29,1.0,75.65,0.0,1.0,70.0,0.0,0.7599569268820683,1.0,22.73642285229992,0.0,0.0,1.0,40.077028000000006,0.0,0.09546967688057363,0.0,95942.0,19.0,0.0,0.0,695.7,0.0,15.0,1.0,1351.0,1.0,1146.65,0.0,0.0,0.0,4.0,-118.9556535,0.0,0.0,334.0,0.0,0.0,1842.35,0.0,3.0,3
30,0.0737730078789815,45.0,0.0,1.0,76.0,0.0,1.0,1.0,30.14,0.0,0.0,0.0,33.362575,0.0,0.0,0.0,92028.0,6.0,0.0,0.0,90.42,0.0,3.0,0.0,42239.0,1.0,127.1,0.7634765402715656,0.0,0.0,0.0,-117.299644,0.0,0.0,314.0,0.0,0.0,227.52,0.0,3.0,1
31,0.0,80.45,0.0,1.0,77.0,0.0,2.0,1.0,6.97,0.0,1.0,1.0,40.704293,0.0,1.0,0.0,96052.0,19.0,0.0,0.0,83.64,0.0,12.0,1.0,1845.0,1.0,950.2,0.0,0.0,0.0,4.0,-119.89523766666667,1.0,0.0,524.0,1.0,0.0,1033.84,0.0,2.0,1
32,0.0,89.05,0.0,1.0,76.0,0.0,2.0,1.0,1.47,0.0,1.0,1.0,32.957195,0.47602783174728464,1.0,0.0,94319.0,5.0,0.0,0.0,19.11,0.0,13.0,1.0,51922.5,1.0,1169.35,0.6610555820140239,0.574911127894545,0.0,4.0,-120.61619766666666,1.0,0.0,849.0,1.0,0.0,1188.4599999999996,0.0,,1
33,0.0,94.75,0.0,1.0,77.0,0.0,2.0,1.0,31.17,0.0,1.0,1.0,34.5257815,0.0,0.0,1.0,92130.0,21.43678089149956,0.0,0.0,716.9100000000002,0.0,23.0,0.0,28201.0,1.0,2293.6,0.17165646734099826,0.22798109796631927,0.0,4.0,-117.202542,1.0,0.0,849.0,0.0,0.0,5393.159645579625,0.18703777888689047,2.0,1
34,1.0,85.35,0.07713788158145246,1.0,80.0,0.0,2.3540105987454725,1.0,36.82,0.0,1.0,1.0,34.5257815,0.0,0.12513380377576983,0.0,92130.0,6.0,1.0,0.0,625.94,0.0,17.0,0.0,28201.0,1.0,1463.45,0.0,0.0,0.0,3.329703907840036,-117.202542,0.0965488810087687,0.0,849.0,0.5,0.0,2089.390000000001,1.0,1.0,1
35,0.0,79.1,0.0,1.000000015845286,65.0,0.0,2.0,1.0,23.10342216618062,0.0,1.0,1.0,32.957195,0.0,0.0,1.0,93307.33333333333,16.0,0.0,0.0,275.75947926705845,0.0,1.0,1.0,17319.5,1.0,79.1,0.0,0.0,0.0,0.4388887624312024,-117.202542,0.6258223196342513,0.0,849.0,0.0,0.0,121.4,0.42731856509194754,3.0,1
36,0.0,50.15,0.0,1.0,68.0,0.0,0.0,0.0,39.78,0.0,1.0,1.0,32.898613,0.0,0.0,0.0,93538.0,12.0,1.0,0.0,39.78,0.0,1.0,1.0,15734.0,1.0,50.15,2.0,0.0,0.0,5.0,-117.202937,0.0,0.0,849.0,0.0,0.0,89.93,0.0,2.0,1
37,0.0,73.1947146994482,0.0,1.0,72.0,0.0,1.6703170857202954,1.0,34.51,0.0,0.5843137886107269,1.0,33.865320000000004,0.0,0.0,0.0,90254.0,15.0,0.0,0.0,34.51,0.0,1.0,0.0,18693.0,1.0,69.6,0.0,0.0,0.0,5.0,-118.396336,0.0,0.0,416.0,0.0,0.0,104.11,0.0,1.0,1
38,1.0,85.3,0.0,1.0,76.0,0.980492185050936,2.0,1.0,26.85742955585977,0.0,0.0,1.0,34.110444,0.0,1.0,0.0,91030.0,10.0,0.0,0.0,1587.2,0.0,32.0,1.0,23984.0,0.692329660826818,2661.1,0.0,0.6613757314975904,0.0,0.0,-118.156957,1.0,1.0,939.0,1.0,0.0,4248.3,1.0,,1
39,0.13507673219570465,44.85,0.0,0.0,70.0,0.0,0.0,1.0,0.0,12.07,0.8458958774344043,1.0,34.167926,0.0,1.0,1.0,91202.0,3.0,0.0,0.0,292.0511812388424,0.0,14.880386641699001,0.8333333333333334,21990.0,1.0,2572.95,0.0,0.0,0.16666666666666666,0.0,-118.26753899999999,1.0,1.0,366.0,1.0,0.0,2560.88,1.0,2.0,3
40,0.0,45.1,0.0,0.9999999588607935,71.0,0.0,0.9998845628556213,1.0,15.28,0.0,0.0,1.0,34.136306,0.0,0.0,0.0,93747.16666666667,14.0,0.0,0.0,15.28,0.0,1.0,1.0,4460.833333333333,1.0,45.1,0.0,0.0,0.0,5.0,-118.26036,0.0,0.0,366.0,0.6666666666666666,0.0,60.33875904862676,0.0,2.0,3
41,0.0,43.3,0.0,0.0,75.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,34.200175,0.0,0.0,0.0,94767.16666666667,26.0,1.0,0.0,0.0,0.0,1.0,1.0,25137.5,1.0,43.3,0.0,1.0,0.0,5.0,-121.2946395,0.5006719989043918,0.0,811.0,0.0,0.0,43.3,0.0,3.0,5
42,0.1921397717181336,57.15,1.0,1.0,67.0,0.0,1.0,1.0,26.1,0.0,1.0,1.0,34.321621,0.0,0.0,0.0,91342.0,27.0,0.0,0.0,991.8,0.0,38.0,0.0,81986.0,1.0,2250.65,1.0,1.0,0.0,0.0,-118.399841,0.0,0.0,972.0,0.0,0.0,3242.4500000000007,0.0,1.0,3
43,1.0,100.5,1.0,1.0,65.0,0.0,1.9090163304967973,1.0,15.98,0.0,1.0,1.0,34.177267,1.0,0.8714634308890932,1.0,91502.0,22.0,0.0,0.0,559.3000000000002,0.0,35.0,0.0,11517.0,0.9528397132276081,3653.35,0.0,1.0,0.0,0.0,-118.31003,0.1787192245824191,0.0,294.8333333333333,0.3333333333333333,0.0,4212.65,2.779143025374351,1.0,3
44,0.0,45.1,0.0,1.0,80.0,0.0,1.0,1.0,15.24,0.0,0.0,1.0,34.600066,0.0,0.0,0.0,91606.0,14.0,0.0,0.0,15.24,0.0,1.0,0.0,45358.0,1.0,45.1,0.0020285448807331134,0.0,0.0,5.0,-118.387125,0.0,0.0,672.0,0.0,0.0,60.34,0.0,1.0,1
45,0.0,50.4,0.0,1.0,71.0,0.0,1.0,0.3333333333333333,4.65,0.0,1.0,1.0,33.990646000000005,0.0,1.0,0.0,91710.0,29.0,0.0,0.0,386.15570503520985,0.0,30.0,1.0,75319.0,1.0,1527.5,0.0,1.0,0.0,0.0,-117.663025,0.0,0.0,186.0,1.0,0.0,1092.512523511213,1.0,3.0,3
46,0.0,78.95,0.0,1.0,70.0,0.0,2.0,1.0,12.27,0.0,0.0,1.0,34.127621000000005,0.0,0.5337843792664055,0.0,91711.0,20.0,0.0,0.0,61.35,0.0,5.0,0.0,34716.0,1.0,335.0555909443671,0.0,0.0,0.0,5.0,-117.717863,1.0,0.0,192.0,0.0,0.0,439.75,0.0,3.0,3
47,1.0,108.85,1.0,0.9999999646919187,78.0,1.8287505679893357,2.0,1.0,49.38,0.0,1.0,1.0,32.825086,0.0,0.9131270785867502,0.6004922370239977,92117.0,19.0,1.0,0.0,2864.04,0.0,58.0,1.0,51213.0,1.0,6287.25,0.0,1.0,0.0,0.9074736883156135,-117.199424,1.0,0.0,849.0,0.6666666666666666,0.0,9151.29,1.0,,1
48,1.0,81.0,0.0,1.0,68.0,0.0,2.0,1.0,47.28,40.64,1.0,0.0,32.85723,0.0,1.0,0.0,92122.0,11.0,0.0,0.0,236.4,0.0,5.0,0.0,34902.0,1.0,371.65,0.0,1.0,0.0,2.408794594782123,-117.209774,0.0,0.0,849.0,1.0,10.0,577.41,1.0,,1
49,0.0,70.55,0.0,0.9999999471932896,72.0,0.0,2.0,1.0,18.2,0.0,1.0,1.0,34.358321000000004,0.0,0.0,0.0,92397.0,13.0,0.0,0.0,18.2,0.0,1.0,0.0,4253.0,1.0,70.55,0.0,0.09912137414122167,0.0,5.0,-117.61826299999998,0.0,0.0,1091.0,0.0,0.0,88.75,0.0,3.0,3
50,1.0,74.4,0.0,1.0,72.0,0.0,2.0,1.0,13.278978762038111,32.46,1.0,1.0,33.827690000000004,0.088864486998205,1.0,0.11234425474741855,92567.0,17.0,0.0,0.0,62.44,0.0,7.0,1.0,7344.0,1.0,527.9,1.0,0.0,0.0,0.0,-117.102244,0.0,0.0,610.3333333333334,1.0,0.0,557.88,1.0,3.0,3
51,1.0,88.55,0.0,1.0,68.0,0.0,2.0,1.0,36.57036077067627,0.0,1.0,1.0,35.80587216666667,0.0,0.0,0.0,92606.0,28.0,1.0,0.0,420.7142716528375,0.0,2.0,0.0,17621.0,1.0,179.25,0.0,0.0,0.0,0.0,-117.82417199999999,1.0,1.0,448.0,0.0,0.0,222.39,0.0,1.0,1
52,0.0,91.3,0.0,1.0,68.0,0.0,2.0,1.0,43.61,0.0,1.0,1.0,33.600986999999996,0.13015398723019775,0.0,1.0,93899.5,2.0,0.0,0.0,43.61,0.0,1.0,0.0,3466.8333333333335,1.0,91.3,0.6579464880144341,0.0,0.0,0.0,-117.862734,1.0,1.0,219.0,0.0,0.0,134.91,0.0,3.0,3
53,0.0,70.1,0.0,1.0,75.0,0.0,2.0,0.16666666666666666,16.05,20.23,1.0,1.0,33.744439,0.0,1.0,0.0,92655.0,22.0,0.22967960895779985,0.0,42.830809443226826,0.16666666666666666,7.0,0.5,8660.0,1.0,232.2648269000722,1.0,0.0,0.0,0.0,-117.98588000000001,0.0,0.0,605.0,1.0,0.0,559.67,1.0,,3
54,1.0,95.25,0.0,1.0,74.0,0.0,2.0,1.0,49.91,12.59,1.0,1.0,33.601309,0.0,0.5867473040698677,0.0,92661.0,21.0,1.0,0.0,2844.87,0.0,57.0,1.0,4242.0,1.0,5427.05,0.0,1.0,0.0,0.0,-117.902304,1.0,0.0,660.0,1.0,0.0,8259.33,1.0,2.0,3
55,1.0,100.8,0.0,1.0,78.0,0.0,2.0,1.0,17.35,0.0,1.0,1.0,33.62251,0.0,1.0,1.0,93704.33333333333,23.0,1.0,0.0,17.35,0.0,7.8429056875694805,0.0,7893.166666666667,1.0000000282928747,100.8,0.0,0.0,0.0,0.0,-117.927024,1.0,0.0,660.0,1.0,0.0,118.15,4.0,1.0,3
56,1.0000000268768487,95.01059899847999,0.0,1.0,79.0,0.0,2.0,1.0,28.86,0.0,1.0,1.0,34.419203,0.9475065215098258,1.0,1.0,93101.0,25.0,0.9643858793253601,0.0,1904.76,0.0,66.0,1.0,31727.0,1.0,6822.15,1.0,0.0,0.0,1.0,-119.710008,1.0,0.02813719955794895,879.0,0.3333333333333333,0.0,8726.91,4.981284421643296,1.0,1
57,1.0,108.4,0.5591273685484718,1.0,69.0,2.0,2.0,1.0,17.646747538591736,0.0,1.0,1.0,34.437945,1.0,1.0,1.0,93110.0,4.0,1.0,0.0,3372.7200000000007,0.0,69.0,1.0,15757.0,1.0,7318.2,0.0,1.0,0.0,1.2429095139622446,-119.8208975,1.0,0.0,879.0,1.0,0.0,10690.92,1.0,3.0,3
58,0.0,24.45,0.0,0.0,66.0,0.0,1.0,1.0,0.0,0.0,0.35701676226357604,1.0,34.598221,0.0,0.0,0.05210833974611571,93591.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,6787.0,1.0,47.5,1.0,0.0,0.0,0.0,-117.79593,0.0,0.0,720.0,0.0,0.0,47.5,0.0,3.0,1
59,1.0,84.8,0.0,1.0,70.0,0.0,0.6475109286109545,1.0,39.51,0.0,1.0,0.7111195337389153,36.814539,0.0,0.0,0.029887818032383877,93612.0,13.0,0.0,0.0,276.57,0.0,7.0,1.0,33856.0,1.0,546.95,0.0,0.07221119480272574,0.0,0.0,-118.569516,0.0,0.0,201.0,0.0,0.0,823.52,0.0,3.0,1
60,1.0,99.95,0.0,1.0,74.0,0.0,2.0,1.0,39.36,0.0,1.0,0.4321406741497965,36.497895,0.0,0.0,1.0,93615.0,4.0,0.0,0.0,1220.16,0.0,31.0,0.0,5519.0,1.0,3186.65,0.0,0.64133501017668,0.0,0.0,-119.28548400000001,1.0,0.0,237.0,0.0,0.0,4406.81,0.0,3.0,1
61,0.0,64.37305926979428,0.0,1.0,75.0,0.0,2.0,1.0,41.2,0.0,1.0,0.0,36.12123916666667,0.0,0.0,0.0,93933.0,15.0,0.0,0.0,41.2,0.0,1.0,1.0,21759.0,1.0,69.5,0.0,0.0,0.0,0.0,-121.758398,0.0,0.0,818.3333333333334,0.0,80.0,190.7,0.0,2.0,4
62,1.0,85.25,0.0,1.0,65.0,0.0,2.0,1.0,24.54,0.0,1.0,0.9999999239262087,36.125529,0.0,1.0,0.15387383727428455,93945.0,5.0,0.0,0.0,753.7228483983831,0.0,36.0,1.0,8420.0,1.0,3132.75,1.0,0.8478013996581714,0.0,0.0,-120.864443,1.0,1.0,863.0,1.0,0.0,4016.19,1.0,2.0,2
63,1.0,95.65,0.0,1.0,79.0,0.0,2.0,1.0,41.93,0.0,1.0,0.0,37.800253999999995,0.0,0.0,1.0,94123.0,23.0,0.0,0.0,1902.9657290230966,0.0,39.0,1.0,22920.0,1.0,3759.05,0.0,0.0,0.0,3.0,-122.436975,1.0,0.28525260736699976,852.0,0.0,150.0,5544.32,0.0,1.0,5
64,1.0,76.05,0.0,1.0,71.0,0.0,2.0,1.0,30.25,0.0,1.0,1.0,37.556634,0.0,0.0,0.0,94402.0,19.27892010339091,0.0,0.0,90.75,0.0,3.0,1.0,23393.0,1.0,231.8,0.0,0.0,0.0,0.0,-122.317723,0.13095612224872993,0.0,868.0,0.0,0.0,322.55,0.0,,1
65,0.0,69.75,0.0,1.0,69.0,0.0,2.0,1.0,33.84,0.0,1.0,1.0,38.013825,0.0,0.0,0.0,94520.0,5.0,0.0,0.0,33.84,0.0,1.0,1.0,36186.0,1.0,69.75,0.0,0.0,0.0,0.0,-122.039144,0.0,0.2996980969532865,409.9334382017108,0.0,0.0,103.59,0.25350681706884726,1.0,1
66,0.0,79.25,0.0,1.0,75.0,0.1265783917698013,2.0,0.0,7.51,0.0,1.0,1.0,37.4037635,0.0,0.0,0.0,94970.0,18.0,0.0,0.0,75.1,0.0,10.0,0.6666666666666666,781.0,1.0,793.55,0.0,0.0,0.0,4.0,-122.65756200000001,0.20208550563132827,0.0,950.0,0.0,0.0,868.65,0.0,1.0,1
67,1.0,86.05,0.0,1.0,66.0,0.0,2.0,1.0,38.78,0.0,1.0,1.0,36.863303,0.0,0.0,1.0,95039.0,23.0,0.0,0.0,38.78,0.0,1.0,0.8333333333333334,899.0,1.0,86.05,0.0,0.0,0.0,3.6756634269331867,-121.781632,0.0,0.0,637.0,1.0,0.0,124.83,0.0,1.0,1
68,0.0,74.3,0.0,1.0,67.33333333333333,0.10790957488274007,2.0,1.0,26.12,0.0,1.0,1.0,36.891094833333334,0.0,1.0,0.0,95127.0,8.0,0.0,0.0,417.92,0.0,16.0,0.5,60620.0,0.8915752795659392,1178.25,1.0,1.0,0.0,4.0,-121.79586699999999,0.0,0.0,858.0,1.0,1.1284319758179207,1123.9326245795103,1.0,1.0,1
69,0.0,69.7,0.0,1.0,80.0,0.22009315332989554,2.0,1.0,14.89,0.0,1.0,1.0,37.4695,0.0,0.0,0.0,95303.0,20.0,0.0,0.0,119.12,0.0,8.0,1.0,809.0,1.0,560.85,0.0,0.0,0.0,0.0,-120.672724,0.0,0.048519059055321334,58.0,0.0,0.0,679.97,0.0,1.0,2
70,1.0,99.8,0.2988679379542231,1.0,78.0,0.0,2.0,1.0,22.56,8.88,0.8505511561567021,1.0,39.724433000000005,0.31489370514543574,0.0,0.8326186260155155,95488.0,15.0,1.0,0.0,924.96,0.0,41.0,1.0,309.0,1.0,4259.3,0.0,0.0,0.0,0.5629775709335286,-123.767578,1.0,0.0,1062.0,1.0,0.0,5838.275108186355,0.0,1.0,2
