,Number of Dependents,Latitude,Under 30,Longitude,Gender,Age,City,Married,Population,Senior Citizen,Zip Code,Dependents,Satisfaction Score,Churn Category
25,0.0,37.766556,0.0,-121.97678400000001,0.5,65.0,874.0,0.3333333333333333,44078.0,1.0,94583.0,0.0,2.0,1
26,0.0,37.685052,0.0,-121.91206100000001,1.0,75.0,769.0,0.5,28568.0,1.0,94588.0,0.0,1.0,1
27,0.0,37.897753,0.0,-119.95303316666667,0.0,68.0,74.0,1.0,11889.0,1.0,94707.0,0.0,1.0,3
28,0.0,37.872902,0.0,-122.30370800000001,0.0,71.0,74.0,0.0,8157.0,1.0,94710.0,0.0,1.0,1
29,0.0,38.010092,0.0,-122.68944199999999,1.0,77.0,333.0,0.0,1025.0,1.0,94933.0,0.0,1.0,1
30,0.0,37.03889,0.0,-121.52895500000001,0.6666666666666666,68.0,363.0,0.0,49968.0,1.0,95020.0,0.0,,3
31,0.0,37.28682,0.0,-121.723877,0.0,73.0,858.0,1.0,15798.0,1.0,95135.0,0.0,,1
32,0.0,36.62381083333333,0.0,-120.57930400000001,0.0,74.0,365.0,1.0,21.0,1.0,95232.0,0.0,2.0,3
33,0.0,38.085839,0.0,-120.37855,1.0,61.5,209.0,0.0,2144.0,1.0,95310.0,0.0,1.0,1
34,0.0,33.840524,0.0,-118.148403,0.0,73.0,508.0,0.0,30173.0,1.0,90712.0,0.0,2.0,1
35,0.0,34.9648895,0.0,-124.049485,1.0,76.0,63.0,0.0,24270.833333333332,0.5,92800.16666666667,0.0,3.0,2
36,0.0,40.665952000000004,0.0,-120.906379,0.0,75.0,539.0,0.6666666666666666,1447.0,1.0,95551.0,0.0,2.0,3
37,0.0,38.544002,0.0,-121.68555900000001,0.0,73.0,245.0,0.0,648.0,1.0,95618.0,0.0,1.0,1
38,0.0,40.171312,0.16666666666666666,-121.120605,0.6666666666666666,65.0,151.0,0.0,86.0,1.0,95923.0,0.0,,1
39,0.0,40.077028000000006,0.0,-118.9556535,1.0,70.0,334.0,0.0,1351.0,1.0,95942.0,0.0,3.0,3
40,0.0,33.362575,0.0,-117.299644,0.0,76.0,314.0,0.0,42239.0,1.0,92028.0,0.0,3.0,1
41,0.0,40.704293,0.0,-119.89523766666667,1.0,77.0,524.0,1.0,1845.0,1.0,96052.0,0.0,2.0,1
42,0.0,32.957195,0.0,-120.61619766666666,1.0,76.0,849.0,1.0,51922.5,1.0,94319.0,0.0,,1
43,0.0,34.5257815,0.0,-117.202542,0.0,77.0,849.0,0.0,28201.0,1.0,92130.0,0.0,2.0,1
44,0.0,34.5257815,0.0,-117.202542,0.0,80.0,849.0,0.5,28201.0,1.0,92130.0,0.0,1.0,1
45,0.0,32.957195,0.0,-117.202542,1.0,65.0,849.0,0.0,17319.5,1.0,93307.33333333333,0.0,3.0,1
46,0.0,32.898613,0.0,-117.202937,1.0,68.0,849.0,0.0,15734.0,0.0,93538.0,0.0,2.0,1
47,0.0,33.865320000000004,0.0,-118.396336,0.0,72.0,416.0,0.0,18693.0,1.0,90254.0,0.0,1.0,1
48,0.0,34.110444,0.0,-118.156957,1.0,76.0,939.0,1.0,23984.0,1.0,91030.0,0.0,,1
49,0.0,34.167926,0.0,-118.26753899999999,0.8333333333333334,70.0,366.0,1.0,21990.0,1.0,91202.0,0.16666666666666666,2.0,3
50,0.0,34.136306,0.0,-118.26036,1.0,71.0,366.0,0.6666666666666666,4460.833333333333,1.0,93747.16666666667,0.0,2.0,3
51,0.0,34.200175,0.0,-121.2946395,1.0,75.0,811.0,0.0,25137.5,0.3333333333333333,94767.16666666667,0.0,3.0,5
52,0.0,34.321621,0.0,-118.399841,0.0,67.0,972.0,0.0,81986.0,1.0,91342.0,0.0,1.0,3
53,0.0,34.177267,0.0,-118.31003,0.0,65.0,294.8333333333333,0.3333333333333333,11517.0,1.0,91502.0,0.0,1.0,3
54,0.0,34.600066,0.0,-118.387125,0.0,80.0,672.0,0.0,45358.0,1.0,91606.0,0.0,1.0,1
55,0.0,33.990646000000005,0.0,-117.663025,1.0,71.0,186.0,1.0,75319.0,0.3333333333333333,91710.0,0.0,3.0,3
56,0.0,34.127621000000005,0.0,-117.717863,0.0,70.0,192.0,0.0,34716.0,1.0,91711.0,0.0,3.0,3
57,0.0,32.825086,0.0,-117.199424,1.0,78.0,849.0,0.6666666666666666,51213.0,1.0,92117.0,0.0,,1
58,0.0,32.825086,0.0,-117.199424,0.0,73.0,849.0,0.0,26229.666666666668,1.0,92869.83333333333,0.0,2.0,1
59,0.0,32.85723,0.0,-117.209774,0.0,68.0,849.0,1.0,34902.0,1.0,92122.0,0.0,,1
60,0.0,34.20850016666666,0.0,-118.482315,0.0,69.0,314.0,1.0,42239.0,1.0,92028.0,0.0,3.0,1
61,0.0,34.358321000000004,0.0,-117.61826299999998,0.0,72.0,1091.0,0.0,4253.0,1.0,92397.0,0.0,3.0,3
62,0.0,33.827690000000004,0.0,-117.102244,1.0,72.0,610.3333333333334,1.0,7344.0,1.0,92567.0,0.0,3.0,3
63,0.0,35.80587216666667,0.0,-117.82417199999999,0.0,68.0,448.0,0.0,17621.0,1.0,92606.0,0.0,1.0,1
64,0.0,33.600986999999996,0.0,-117.862734,0.0,68.0,219.0,0.0,3466.8333333333335,1.0,93899.5,0.0,3.0,3
65,0.0,33.744439,0.16666666666666666,-117.98588000000001,0.5,75.0,605.0,1.0,8660.0,0.16666666666666666,92655.0,0.0,,3
66,0.0,33.601309,0.0,-117.902304,1.0,74.0,660.0,1.0,4242.0,1.0,92661.0,0.0,2.0,3
67,0.0,33.62251,0.0,-117.927024,0.0,78.0,660.0,1.0,7893.166666666667,1.0,93704.33333333333,0.0,1.0,3
68,0.0,34.419203,0.0,-119.710008,1.0,79.0,879.0,0.3333333333333333,31727.0,1.0,93101.0,0.0,1.0,1
69,0.0,34.437945,0.0,-119.8208975,1.0,69.0,879.0,1.0,15757.0,1.0,93110.0,0.0,3.0,3
70,0.0,33.507255,0.0,-117.029473,0.0,65.0,982.0,1.0,46171.0,1.0,92592.0,0.0,3.0,1
71,0.0,34.598221,0.0,-117.79593,1.0,66.0,720.0,0.0,6787.0,1.0,93591.0,0.0,3.0,1
72,0.0,36.814539,0.0,-118.569516,1.0,70.0,201.0,0.0,33856.0,1.0,93612.0,0.0,3.0,1
73,0.0,36.497895,0.0,-119.28548400000001,0.0,74.0,237.0,0.0,5519.0,1.0,93615.0,0.0,3.0,1
74,0.0,36.789213000000004,0.0,-119.14033799999999,0.0,80.0,273.0,0.0,506.0,1.0,93621.0,0.0,1.0,2
75,0.0,36.12123916666667,0.0,-121.758398,1.0,75.0,818.3333333333334,0.0,21759.0,1.0,93933.0,0.0,2.0,4
76,0.0,36.125529,0.0,-120.864443,1.0,65.0,863.0,1.0,8420.0,1.0,93945.0,0.0,2.0,2
77,0.0,37.800253999999995,0.0,-122.436975,1.0,79.0,852.0,0.0,22920.0,1.0,94123.0,0.0,1.0,5
78,0.0,37.556634,0.0,-122.317723,1.0,71.0,868.0,0.0,23393.0,1.0,94402.0,0.0,,1
79,0.0,38.013825,0.0,-122.039144,1.0,69.0,409.9334382017108,0.0,36186.0,1.0,94520.0,0.0,1.0,1
80,0.0,37.4037635,0.0,-122.65756200000001,0.6666666666666666,75.0,950.0,0.0,781.0,0.0,94970.0,0.0,1.0,1
81,0.0,36.863303,0.0,-121.781632,0.8333333333333334,66.0,637.0,1.0,899.0,1.0,95039.0,0.0,1.0,1
82,0.0,36.891094833333334,0.0,-121.79586699999999,0.5,67.33333333333333,858.0,1.0,60620.0,1.0,95127.0,0.0,1.0,1
83,0.0,37.4695,0.0,-120.672724,1.0,80.0,58.0,0.0,809.0,1.0,95303.0,0.0,1.0,2
84,0.0,37.605926000000004,0.0,-120.02905466666668,0.0,68.0,418.0,1.0,1055.0,1.0,95323.0,0.16666666666666666,1.0,2
85,0.0,39.724433000000005,0.0,-123.767578,1.0,78.0,1062.0,1.0,309.0,1.0,95488.0,0.0,1.0,2
86,0.0,38.69508,0.0,-121.271616,0.3333333333333333,70.0,191.0,0.0,43718.0,1.0,95610.0,0.0,,1
87,0.0,38.313447,0.0,-121.12388600000001,0.16666666666666666,69.0,413.0,1.0,1745.0,1.0,95638.0,0.0,3.0,5
88,0.0,38.983388,0.0,-120.98881399999999,0.0,78.0,33.0,0.0,1526.0,1.0,95703.0,0.0,3.0,2
89,0.0,38.646096,0.0,-121.44243300000001,0.0,75.0,835.0,0.0,34894.0,1.0,95838.0,0.0,,4
90,0.0,39.449794,0.0,-121.93637199999999,0.0,75.0,333.3333333333333,0.5,303.0,1.0,95920.0,0.0,1.0,2
91,0.0,36.85041416666667,0.0,-121.04116599999999,1.0,70.0,788.0,1.0,6189.0,1.0,95971.0,0.0,,1
92,0.0,40.022184,0.0,-121.06238400000001,0.0,69.0,1012.0,0.0,73.0,1.0,95984.0,0.0,1.0,1
93,0.6666666666666666,41.171578000000004,0.0,-120.91316100000002,0.0,70.0,3.0,1.0,615.0,1.0,96006.0,0.0,1.0,1
94,0.0,40.186772,0.0,-122.388361,0.0,77.0,801.0,0.0,26438.0,1.0,96080.0,0.0,,4
95,0.0,39.600599,0.0,-120.636358,1.0,70.0,915.0,0.6666666666666666,348.0,1.0,96125.0,0.0,2.0,5
96,0.0,39.241240000000005,0.0,-119.56292933333333,0.0,68.0,975.0,0.0,4762.833333333333,1.0,93389.83333333333,0.0,2.0,2
97,0.0,34.83466216666667,0.0,-118.28515,0.0,47.5,550.0,0.0,45025.0,0.0,90007.0,0.0,1.0,2
98,0.0,32.898613,0.0,-117.202937,0.8333333333333334,67.83333333333333,849.0,0.0,4258.0,1.0,92121.0,0.0,3.0,1
99,0.0,33.993990999999994,0.0,-118.39703999999999,0.0,77.0,302.8333333333333,0.0,31963.0,1.0,90230.0,0.0,3.0,4
100,0.0,34.015217,0.0,-118.10996200000001,1.0,80.0,625.0,1.0,62425.0,0.16666666666666666,90640.0,0.0,,2
101,0.0,33.847755,0.0,-118.112532,1.0,66.0,508.0,1.0,27563.0,1.0,90713.0,0.16666666666666666,3.0,4
102,0.0,34.128284,0.16666666666666666,-118.04773200000001,1.0,79.0,36.0,0.0,4706.0,1.0,93439.66666666667,0.0,1.0,2
103,0.0,34.224377000000004,0.0,-118.63265600000001,1.0,80.0,394.4060945389173,0.0,49242.0,1.0,91304.0,0.0,3.0,3
104,0.0,34.364153,0.0,-118.615583,0.0,78.0,744.8333333333334,0.0,9937.0,1.0,91381.0,0.0,2.0,4
105,0.0,34.207295,0.0,-118.40002199999999,1.0,75.0,672.0,0.0,13234.833333333334,1.0,93829.83333333333,0.0,1.0,5
106,0.0,32.605012,0.0,-116.97595,1.0,71.33333333333333,190.0,1.0,9278.0,1.0,91915.0,0.0,2.0,1
107,0.0,33.384345,0.0,-120.31183233333333,0.0,75.0,716.0,1.0,17632.166666666668,1.0,95031.33333333333,0.0,1.0,1
108,0.0,34.80448366666667,0.0,-117.200024,0.0,77.0,1037.0,0.0,44692.0,0.0,92084.0,0.0,,4
109,0.0,33.537646,0.0,-118.79814116666668,0.0,78.0,443.0,0.0,3873.0,1.0,92210.0,0.0,3.0,1
110,0.0,33.832799,0.0,-116.250973,0.0,69.0,255.0,0.0,5529.0,1.0,92241.0,0.0,1.0,3
111,0.0,34.186211,0.0,-117.07683,0.6666666666666666,71.0,834.0,0.5,5395.0,1.0,92382.0,0.0,1.0,1
112,0.0,34.084909,0.0,-117.25810700000001,0.6666666666666666,79.0,845.0,0.0,12149.0,1.0,92408.0,0.0,3.0,3
113,0.0,33.705836,0.0,-117.31820400000001,1.0,65.0,500.0,0.0,7831.5,1.0,93987.0,0.0,2.0,1
114,0.0,33.716136,0.0,-120.50462583333335,1.0,77.0,531.8333333333334,1.0,26419.0,1.0,92620.0,0.0,3.0,4
115,0.0,33.600986999999996,0.0,-117.862734,1.0,65.0,380.3333333333333,1.0,13422.0,1.0,92625.0,0.0,2.0,4
116,0.0,34.957029999999996,0.0,-117.73045,0.0,74.0,102.0,0.0,2241.0,1.0,93516.0,0.0,,5
117,0.0,34.613476,0.0,-118.256358,0.16666666666666666,65.33333333333333,630.8333333333334,1.0,34045.0,1.0,93551.0,0.0,1.0,1
118,0.0,36.520537,0.0,-120.118055,0.0,69.0,411.0,1.0,152.0,1.0,93627.0,0.0,2.0,4
119,0.0,37.45567,0.0,-120.83513166666667,0.0,76.0,399.0,0.3333333333333333,17929.0,1.0,94019.0,0.0,1.0,3
120,0.0,37.266388,0.0,-122.26308,1.0,78.0,541.0,1.0,148.0,0.3333333333333333,94021.0,0.0,2.0,1
121,0.0,37.21567,0.0,-122.012188,0.5,74.0,213.0,1.0,18650.0,1.0,94519.0,0.0,2.0,2
122,0.0,38.287136,0.0,-122.02711000000001,1.0,71.0,312.0,1.0,77683.0,1.0,94533.0,0.0,2.0,4
123,0.0,38.035707,0.0,-122.196821,0.0,70.0,776.0,0.0,173.0,1.0,94569.0,0.0,1.0,3
124,0.0,37.776523,0.0,-122.219268,1.0,70.0,686.0,0.0,54876.0,1.0,94601.0,0.0,3.0,3
125,0.0,37.980269,0.0,-122.34263500000002,1.0,78.0,870.0,0.0,18592.666666666668,1.0,94245.83333333333,0.0,2.0,3
126,0.0,38.018065,0.0,-122.546024,0.0,74.0,873.0,0.0,3767.1666666666665,1.0,94958.83333333333,0.0,3.0,1
127,0.0,37.924014,0.0,-122.51169399999999,0.5,78.0,221.0,1.0,11600.166666666666,1.0,93473.0,0.0,1.0,1
128,0.0,37.161544,0.0,-121.649371,0.6666666666666666,67.0,633.0,0.0,41707.0,1.0,95037.0,0.0,,1
129,0.0,37.34667,0.0,-121.91001899999999,0.0,80.0,858.0,0.0,18197.0,1.0,95110.0,0.0,1.0,2
130,0.0,37.40122,0.0,-120.514191,0.0,78.0,600.0,1.0,23100.0,1.0,95348.0,0.0,1.0,1
131,0.0,37.672906,0.0,-120.94659399999999,0.0,78.0,618.0,1.0,47613.0,1.0,95355.0,0.0,3.0,1
132,0.0,37.421299,0.0,-120.59958700000001,0.0,69.0,1081.0,0.5,11463.0,1.0,95388.0,0.0,1.0,2
133,0.0,38.838088,0.0,-122.73203000000001,0.0,74.0,205.0,0.0,1591.0,1.0,95426.0,0.0,,1
134,0.0,38.652065,0.0,-119.594945,0.0,75.0,701.3333333333334,0.0,40750.0,1.0,95628.0,0.0,1.0,4
135,0.0,38.636102,0.0,-120.522149,1.0,73.0,389.0,0.5,659.0,1.0,95636.0,0.0,,2
136,0.0,38.830739,0.0,-122.196202,0.0,72.0,396.0,0.0,228.0,0.0,95637.0,0.0,3.0,5
137,0.0,38.809175,0.0,-121.171375,0.0,68.0,547.0,1.0,11191.0,1.0,95650.0,0.0,1.0,3
138,0.0,36.00070233333334,0.0,-119.72852116666667,0.6666666666666666,71.0,756.0,1.0,5501.0,1.0,95666.0,0.0,,3
139,0.0,39.53222,0.0,-122.594879,1.0,76.0,295.0,0.0,587.0,1.0,95939.0,0.0,1.0,2
140,0.0,39.117537,0.0,-122.284654,1.0,78.0,1069.0,0.0,4579.0,1.0,95987.0,0.0,,3
141,0.0,35.12064316666667,0.0,-121.70606000000001,1.0,71.16666666666667,1097.0,0.0,19414.666666666668,1.0,93483.66666666667,0.0,1.0,2
142,0.3333333333333333,40.789799,0.16666666666666666,-121.474529,0.0,76.0,543.1378902153849,1.0,397.0,1.0,96040.0,0.0,1.0,1
143,0.0,40.497440999999995,0.0,-121.827524,0.0,75.0,913.0,0.0,4231.0,1.0,96088.0,0.0,1.0,1
144,0.0,35.8080545,0.0,-118.120993,1.0,77.0,266.0,1.0,24908.0,1.0,90240.0,0.0,1.0,3
145,0.0,34.037037,0.0,-118.76878516666666,0.0,80.0,571.0,0.0,11.0,1.0,90263.0,0.0,3.0,4
146,0.0,35.365032166666666,0.0,-119.10919966666667,1.0,68.0,712.0,0.0,22548.0,1.0,90272.0,0.0,1.0,4
147,0.0,33.823943,0.0,-118.11133500000001,0.5,65.0,543.3333333333334,0.0,37417.0,1.0,90808.0,0.0,3.0,5
148,0.0,34.2112,0.0,-118.230625,0.0,70.0,629.0,0.0,3466.8333333333335,1.0,93899.5,0.0,,1
149,0.0,34.159007,0.0,-118.08735300000001,0.8333333333333334,70.0,730.0,0.6666666666666666,32369.0,1.0,91107.0,0.0,,1
150,0.0,34.122671000000004,0.0,-118.11291100000001,1.0,75.0,866.0,0.0,13158.0,1.0,91108.0,0.0,1.0,1
151,0.0,34.506627,0.0,-118.699048,1.0,71.0,169.0,1.0,22177.0,1.0,91384.0,0.0,1.0,1
152,0.0,34.188339,0.16666666666666666,-118.30094199999999,0.0,79.0,120.0,0.8333333333333334,8747.166666666666,1.0,93966.16666666667,0.0,,2
153,0.0,34.079934,0.0,-118.046695,0.0,73.66666666666667,288.0,1.0,4112.833333333333,1.0,93615.5,0.0,1.0,2
154,0.0,34.083086,0.0,-117.737997,0.0,80.0,774.0,1.0,18808.833333333332,1.0,93282.66666666667,0.0,2.0,2
155,0.0,32.787836,0.0,-117.232376,1.0,73.0,849.0,0.5,9362.666666666666,1.0,94578.0,0.0,1.0,1
156,0.0,32.787836,0.0,-117.232376,0.0,79.0,849.0,0.0,46086.0,1.0,92109.0,0.0,3.0,1
157,0.0,32.886925,0.0,-117.152162,1.0,70.0,849.0,0.0,74232.0,1.0,92126.0,0.0,,1
158,0.0,32.886925,0.0,-117.152162,0.0,61.166666666666664,849.0,0.0,74232.0,1.0,92126.0,0.0,1.0,5
159,0.0,32.886925,0.0,-117.152162,0.0,77.0,849.0,1.0,74232.0,0.16666666666666666,92126.0,0.0,1.0,1
160,0.0,34.045970000000004,0.0,-117.011825,1.0,67.0,1098.0,0.0,41575.0,1.0,92399.0,0.0,,4
161,0.0,34.004379,0.0,-117.447864,0.3333333333333333,69.83333333333333,824.0,1.0,63999.0,1.0,92509.0,0.0,2.0,2
162,0.0,33.796568,0.0,-116.924723,0.6666666666666666,66.0,856.0,0.0,21349.0,1.0,92583.0,0.0,1.0,1
163,0.0,33.475493,0.0,-117.219551,1.0,80.0,982.0,0.0,3070.0,1.0,92590.0,0.0,,3
164,0.0,37.114002,0.0,-120.14533233333333,0.0,69.0,558.1666666666666,1.0,27730.0,1.0,92629.0,0.0,1.0,1
165,0.0,33.570023,0.0,-117.773669,1.0,68.0,495.0,1.0,25206.0,1.0,92651.0,0.0,3.0,1
166,0.0,35.907367,0.0,-118.85816899999999,0.8333333333333334,70.0,630.0,0.6666666666666666,32984.0,1.0,93021.0,0.0,1.0,2
167,0.0,36.301689,0.0,-119.01823300000001,0.0,72.0,309.0,0.0,13333.0,1.0,93221.0,0.0,1.0,3
168,0.0,35.233745,0.0,-120.626442,0.6666666666666666,70.0,864.0,0.0,27047.0,0.16666666666666666,93401.0,0.0,,3
169,0.0,35.165668,0.0,-120.65584199999999,0.6666666666666666,73.0,759.0,0.0,8564.0,1.0,93449.0,0.0,2.0,3
170,0.0,35.363339,0.0,-117.63764099999999,0.0,79.0,457.0,1.0,207.0,1.0,93528.0,0.0,1.0,1
171,0.0,33.362575,0.0,-117.299644,0.0,73.0,329.8333333333333,1.0,42239.0,1.0,92028.0,0.0,1.0,1
172,0.0,36.545322,0.0,-119.64228100000001,0.0,70.0,684.4767901702736,0.0,26213.0,1.0,93662.0,0.0,3.0,3
173,0.0,37.43561999999999,0.0,-119.001021,0.0,68.0,908.0,0.0,13022.5,1.0,94289.66666666667,0.0,1.0,1
174,0.0,36.739385,0.0,-119.04388600000001,0.0,76.0,349.0,0.0,47999.0,1.0,93702.0,0.0,1.0,3
175,0.0,36.596271,0.0,-121.442274,1.0,68.0,189.0,0.0,1140.0,1.0,93925.0,0.0,3.0,3
176,0.0,36.125529,0.0,-120.864443,1.0,80.0,863.0,1.0,521.0,1.0,93954.0,0.0,,1
177,0.0,37.369709,0.0,-119.6580785,1.0,79.0,781.0,0.0,6601.0,1.0,94028.0,0.0,2.0,3
178,0.0,37.461251000000004,0.0,-122.23541399999999,1.0,78.0,636.0994464993325,0.5,35737.0,1.0,94061.0,0.0,2.0,3
179,0.0,35.257261666666665,0.0,-118.570045,0.5,76.0,807.0,1.0,32368.0,1.0,94063.0,0.0,2.0,3
180,0.0,38.014457,0.0,-122.11543200000001,1.0,78.0,583.0,1.0,16095.666666666666,1.0,94064.16666666667,0.0,1.0,2
181,0.0,37.69842066666667,0.0,-122.27011,0.0,73.0,649.0,0.6666666666666666,63947.0,1.0,94558.0,0.0,2.0,2
182,0.0,37.165096166666665,0.0,-122.383941,1.0,70.0,813.0,1.0,28450.0,1.0,94801.0,0.0,1.0,1
183,0.0,37.937082000000004,0.0,-122.53236899999999,1.0,63.0,512.0,1.0,6773.0,1.0,94939.0,0.0,1.0,1
184,0.0,37.171727000000004,0.0,-122.14296100000001,1.0,65.5,104.0,0.6666666666666666,10520.0,1.0,95006.0,0.0,,1
185,0.0,37.279689000000005,0.0,-118.23314166666667,1.0,66.0,143.0,1.0,44976.0,1.0,95008.0,0.0,1.0,1
186,0.0,37.114335,0.0,-119.0130615,1.0,68.0,244.0,1.0,857.0,1.0,95017.0,0.0,1.0,2
187,0.0,37.270938,0.0,-121.851046,0.0,77.0,858.0,1.0,36944.0,1.0,95136.0,0.0,2.0,5
188,0.0,38.169605,0.0,-121.31096399999998,0.0,78.0,1086.0,0.0,16371.0,1.0,93891.16666666667,0.0,2.0,1
189,0.0,37.422961,0.0,-120.76549299999999,1.0,69.0,251.0,1.0,10159.0,1.0,95315.0,0.0,,1
190,0.0,38.965804,0.0,-122.63177900000001,1.0,77.0,402.95356607007824,0.5,13485.0,1.0,95422.0,0.0,1.0,3
191,0.0,33.840524,0.16666666666666666,-118.148403,0.0,79.0,524.8333333333334,0.0,30173.0,1.0,90712.0,0.0,3.0,3
192,0.0,38.696659000000004,0.0,-123.43686100000001,0.5,72.0,987.0,0.0,752.0,1.0,95497.0,0.0,1.0,1
193,0.0,40.372532,0.16666666666666666,-120.71703583333333,0.5,75.0,112.0,0.0,695.0,1.0,95526.0,0.0,2.0,1
194,0.0,38.470423,0.0,-121.114897,1.0,70.0,920.0,0.0,6330.833333333333,1.0,93157.16666666667,0.0,1.0,5
195,0.0,38.486502,0.3333333333333333,-121.334051,0.0,69.0,835.0,1.0,11396.0,1.0,95829.0,0.0,1.0,1
196,0.0,41.962127,0.0,-122.52769599999999,1.0,79.0,429.0,0.0,1026.0,0.3333333333333333,96044.0,0.0,,1
197,0.0,39.241240000000005,0.0,-120.05476499999999,1.0,65.5,975.0,0.6666666666666666,678.0,1.0,96148.0,0.0,,3
198,0.0,32.898613,0.0,-117.202937,0.0,79.0,849.0,0.0,4258.0,1.0,92121.0,0.0,2.0,1
199,0.0,38.191402333333336,0.0,-118.249826,1.0,80.0,562.0,0.0,38128.0,1.0,90059.0,0.0,3.0,1
200,0.0,35.2208165,0.0,-118.140588,1.0,65.0,266.0,0.0,17245.333333333332,1.0,93858.66666666667,0.0,2.0,1
201,0.0,33.960891,0.0,-118.03222199999999,0.0,80.0,1067.0,0.0,38181.0,1.0,90605.0,0.0,1.0,4
202,0.0,33.887676,0.0,-118.12728899999999,0.0,65.0,68.0,0.16666666666666666,72893.0,1.0,90706.0,0.0,,4
203,0.0,36.23715983333334,0.0,-118.164432,0.0,71.0,721.1666666666666,0.0,55306.0,1.0,90723.0,0.0,2.0,2
204,0.0,34.234912,0.0,-118.153729,1.0,74.0,481.0,1.0,8078.0,1.0,93790.66666666667,0.0,1.0,1
205,0.0,34.255441999999995,0.0,-118.421314,1.0,76.0,714.0,1.0,97318.0,1.0,91331.0,0.0,2.0,1
206,0.0,34.457005,0.0,-118.19241383333333,1.0,73.0,1021.0,0.0,17846.0,1.0,91354.0,0.0,2.0,4
207,0.0,35.18056,0.0,-118.432138,1.0,76.0,911.0,1.0,29387.0,1.0,91423.0,0.0,,2
208,0.0,34.245289,0.0,-117.642503,0.0,69.0,793.0,0.0,23079.0,1.0,91737.0,0.0,,5
209,0.0,34.119363,0.0,-117.85505900000001,0.0,80.0,454.3333333333333,0.0,25135.0,1.0,91740.0,0.0,3.0,3
210,0.0,34.090925,0.0,-118.12816399999998,1.0,71.0,12.0,1.0,26371.666666666668,1.0,93404.16666666667,0.0,2.0,3
211,0.0,32.830852,0.0,-116.444601,1.0,73.0,640.0,1.0,81.0,1.0,91948.0,0.0,,1
