,Under 30,Gender,Senior Citizen,Dependents,Number of Dependents,Married,Count,Customer ID,Age,Satisfaction Score,Churn Category
66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6797-UCJHZ,70.0,3.0,3
67,0.0,1.0,1.0,0.0,0.0,0.6757363581461142,1.0,6979-TNDEU,78.0,,1
68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8241-JUIQO,73.0,2.0,1
69,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6754-WKSHP,68.0,,1
70,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9693-XMUOB,69.0,3.0,1
71,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2455-USLMV,72.0,3.0,3
72,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9824-QCJPK,75.0,3.0,3
73,0.0,1.0,1.0,0.2648549881070236,0.0,1.0,1.0,2075-PUEPR,72.0,3.0,3
74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4450-YOOHP,68.0,1.0,1
75,0.0,0.0,1.0,0.0,0.5040402475712342,0.0,1.0,3012-VFFMN,68.0,3.0,3
76,0.1327316525997865,0.7018480981454104,0.36372369388591,0.0,0.0,1.0,1.0,6077-BDPXA,75.0,,3
77,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4821-WQOYN,74.0,2.0,3
78,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9786-YWNHU,78.0,1.0,3
79,0.0,1.0,1.0,0.0,0.0,0.6866130203191332,1.4516219112476434,7609-YBPXG,79.0,1.0,1
80,0.0,1.0,1.0,0.0,0.0,1.0,1.27003369230517,0282-NVSJS,69.0,3.0,3
81,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1478-VPOAD,65.0,3.0,1
82,0.0,0.0,0.38583980842822835,0.0,0.0,0.0,1.0,6599-SFQVE,79.0,,1
83,0.0,0.6083126917471839,1.0,0.0,0.0,1.0,1.0,5117-IFGPS,65.0,1.0,1
84,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4816-LXZYW,66.0,3.0,1
85,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3411-WLRSQ,1.375483858184693,3.0,1
86,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1335-MXCSE,74.0,3.0,1
87,0.0,0.0,1.0,0.0,0.5909045098303086,0.0,1.0,8024-XNAFQ,80.0,1.0,2
88,0.0,1.0,1.0,0.0,0.0,1.0,1.3982564101798274,5419-KLXBN,76.0,1.0,2
89,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2777-PHDEI,75.0,2.0,4
90,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7921-BEPCI,65.0,2.0,2
91,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2115-BFTIW,79.0,1.0,2
92,0.0,1.0,1.0,0.0,0.5522719328462701,0.0,1.0,8199-ZLLSA,73.0,2.0,4
93,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3134-DSHVC,79.0,1.0,5
94,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0774-IFUVM,71.0,,1
95,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9948-YPTDG,69.0,1.0,1
96,0.0,0.6985318212731153,0.36569813809742363,0.0,0.0,0.0,1.0,7852-LECYP,75.0,1.0,1
97,0.0,0.6233581224568168,1.0,0.0,0.5248850125355004,1.0,1.0,6308-CQRBU,66.0,1.0,1
98,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1116-DXXDF,0.9820724461954811,,5
99,0.0,0.017812439615302954,1.0,0.0,0.049672698130166094,1.0,1.0,0594-UFTUL,1.3627378780221553,1.0,1
100,0.0,1.0,1.0,0.0,0.6029427524973969,0.0,1.0,8564-LDKFL,80.0,1.0,2
101,0.0,0.0,1.0,0.24687409197070356,0.0,1.0,1.0,5808-TOTXO,68.0,1.0,2
102,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2982-IHMFT,78.0,1.0,2
103,0.0,0.6522473584807196,1.0,0.0,0.0,0.0,1.2824911610266754,4226-KKDON,70.0,,1
104,0.0,0.6514613968743875,1.0,0.0,0.546939386847913,1.0,1.0,4124-MMETB,69.0,3.0,5
105,0.13350503364952773,0.0,1.0,0.0,0.0,0.0,1.0,1422-DGUBX,78.0,3.0,2
106,0.0,0.0,1.0,0.2808090403284175,0.565413045390302,0.0,1.0,9101-BWFSS,75.0,,4
107,0.0,0.0,1.0,0.0,0.0,0.646827136274539,1.0,2302-OUZXB,75.0,1.0,2
108,0.12414031023807222,1.0,1.0,0.0,0.0,1.0,1.0,9696-RMYBA,70.0,,1
109,0.0,1.0,1.0,0.24774081955791097,0.0,1.0,1.0,5176-OLSKT,67.0,1.0,1
110,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9626-VFRGG,69.0,1.0,1
111,0.0,0.0,1.0,0.0,0.5463357337016799,1.0,1.0,7883-ROJOC,70.0,1.0,1
112,0.13180959930123015,0.0,1.0,0.0,0.0,0.0,1.0,1016-DJTSV,77.0,,4
113,0.0,1.0,1.0,0.0,0.0,0.607082833071385,1.0,7270-BDIOA,70.0,2.0,5
114,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1047-NNCBF,68.0,2.0,2
115,0.0,0.0,0.002558735100368478,0.0,0.0,0.0,1.0,5062-CJJKH,0.7745897971152252,1.0,2
116,0.0,0.010629492121532054,1.0,0.0,0.0,0.0,1.0,6645-MXQJT,0.9855223767129564,3.0,1
117,0.0,1.0,1.0,0.2607090922045869,0.0,0.0,1.3400108442154204,4702-HDRKD,73.0,,4
118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0582-AVCLN,77.0,3.0,4
119,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8421-WZOOW,71.0,,4
120,0.0,1.0,0.38809234412382526,0.0,0.0,1.0,1.0,5884-FBCTL,80.0,,2
121,0.0,1.0,1.0,0.24431798584808836,0.0,1.0,1.0,8200-KLNYW,66.0,3.0,4
122,0.13647238341420817,1.0,1.0,0.0,0.0,0.0,1.0,6584-VQMYT,79.0,1.0,2
123,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5843-TTHGI,80.0,3.0,3
124,0.0,0.0,1.0,0.0,0.5764271327871295,0.0,1.0,3729-OWRVL,78.0,2.0,4
125,0.0,1.0,1.0,0.0,0.0,0.0,1.3748747340451155,1135-LMECX,75.0,1.0,5
126,0.00909402889716913,1.0,1.0,0.0,0.06442880072193051,1.0,1.0,6952-OMNWB,1.754748112898657,2.0,1
127,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7217-JYHOQ,75.0,1.0,1
128,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6086-ESGRL,70.0,3.0,4
129,0.0,0.0,0.3755385337879351,0.0,0.0,0.0,1.4099884437857664,8884-FEEWR,77.0,,4
130,0.0,0.0,1.0,0.2741469448388644,0.0,0.0,1.429401103479317,8755-OGKNA,78.0,3.0,1
131,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5501-TVMGM,69.0,1.0,3
132,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4138-NAXED,1.375483858184693,,4
133,0.0,0.662822881917759,1.0,0.0,0.0,0.6145976149886139,1.0,3211-AAPKX,71.0,1.0,1
134,0.0,0.7362082115079015,1.0,0.0,0.0,0.0,1.447541098259128,7439-DKZTW,79.0,3.0,3
135,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3778-FOAQW,65.0,2.0,1
136,0.0,1.0,1.0,0.0,0.0,1.0,1.4165739413047789,3976-NLDEZ,77.0,3.0,4
137,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3181-MIZBN,65.0,2.0,4
138,0.0,1.0,1.0,0.0,0.0,0.607082833071385,1.0,0396-UKGAI,70.0,3.0,5
139,0.0,0.0,1.0,0.0,0.5474723787007714,0.0,1.0,0621-CXBKL,74.0,,5
140,0.0,0.017245858537875,1.0,0.018807749126406217,0.0,1.0,1.0,4598-ZADCK,1.3517565633307702,1.0,1
141,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0214-JHPFW,69.0,2.0,4
142,0.0,0.0,1.0,0.0,0.0,0.6554088269088799,1.0,4090-KPJIP,76.0,1.0,3
143,0.0,1.0,0.37829323778996504,0.0,0.0,1.0,1.0,6609-MXJHJ,78.0,2.0,1
144,0.0,0.6918966715938358,1.0,0.0,0.0,1.0,1.0,1952-DVVSW,74.0,2.0,2
145,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2007-QVGAW,71.0,2.0,4
146,0.0,0.0,1.0,0.0,0.5185176246144133,0.0,1.0,2696-NARTR,70.0,1.0,3
147,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1897-RCFUM,1.375483858184693,3.0,3
148,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7321-ZNSLA,78.0,2.0,3
149,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8016-ZMGMO,74.0,3.0,1
150,0.0,0.7290451070812366,1.0,0.0,0.0,1.0,1.0,2869-ADAWR,78.0,1.0,1
151,0.0,0.6237410250437389,1.0,0.0,0.0,0.0,1.0,4816-OKWNX,67.0,,1
152,0.0,0.0,1.0,0.2780468613794029,0.0,0.0,1.0,0932-YIXYU,80.0,1.0,2
153,0.0,1.0,1.0,0.0,0.0,0.6432380240071631,1.3598146019883048,3363-DTIVD,74.0,1.0,1
154,0.0,0.0,1.0,0.0,0.6042452418743963,1.0,1.0,8865-TNMNX,78.0,1.0,1
155,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6214-EDAKZ,78.0,3.0,1
156,0.0,0.0,1.0,0.0,0.0,0.595336992468492,1.0,0402-CQAJN,69.0,1.0,2
157,0.0,0.0,1.0,0.2575098591204676,0.0,0.0,1.0,6048-QBXKL,74.0,,1
158,0.0,0.0,1.0,0.24280601493698942,0.0,0.5891442941584758,1.0,0983-TATYJ,68.0,,1
159,0.0,0.0,1.0,0.0,0.5040402475712342,0.0,1.0,0657-DOGUM,68.0,1.0,4
160,0.0,0.0,1.0,0.0,0.0,0.0,1.3725860501273095,4378-BZYFP,75.0,1.0,4
161,0.0,1.0,1.0,0.0,0.0,0.6328279049744086,1.0,2359-KMGLI,73.0,,2
162,0.0,0.0,0.3515429362597174,0.0,0.0,0.0,1.0,0795-GMVQO,72.0,3.0,5
163,0.0,0.0,1.0,0.0,0.0,1.0,1.249427477262412,9821-POOTN,68.0,1.0,3
164,0.12909219957612836,0.0,0.36004618027595103,0.0,0.0,0.6398296136326989,1.0,3736-BLEPA,74.0,3.0,3
165,0.0,0.6640353449782855,1.0,0.0,0.0,1.0,1.0,7682-AZNDK,71.0,,3
166,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1724-BQUHA,66.0,1.0,1
167,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1763-KUAAW,76.0,1.0,2
168,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6413-XKKPU,78.0,,3
169,0.0,1.0,1.0,0.0,0.03383546999144193,0.0,1.0,2386-OWURY,1.3844078970631755,1.0,2
170,0.12247777468698763,0.6610452705019164,1.0,0.0,0.0,0.0,1.0,4430-YHXGG,71.0,3.0,5
171,0.13917629478522714,0.0,1.0,0.0,0.5913526304581228,1.0,1.0,5693-PIPCS,76.0,1.0,1
172,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7966-YOTQW,75.0,1.0,1
173,0.0,1.0,1.0,0.0,0.6090447960198948,1.0,1.0,6650-VJONK,77.0,1.0,3
174,0.0,0.0,1.0,0.0,0.5909045098303086,0.0,1.0,5839-SUYVZ,80.0,3.0,4
175,0.0,1.0,1.0,0.24126241815856225,0.0,0.0,1.0,3055-MJDSB,68.0,1.0,4
176,0.0,0.6056024401322849,1.0,0.0,0.0,0.0,1.1907967514530902,8073-IJDCM,65.0,3.0,5
177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6769-DYBQN,70.0,,1
178,0.0,0.6535086838055166,1.0,0.0,0.0,0.6059864532713176,1.0,2789-HQBOU,70.0,,1
179,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8915-NNTRC,75.0,1.0,1
180,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5553-AOINX,71.0,1.0,1
181,0.14351406823250662,0.0,1.0,0.0,0.6046887251304789,0.6969949650389933,1.0,6432-TWQLB,79.0,,2
182,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5208-FVQKB,73.0,1.0,2
183,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6295-OSINB,1.3434081736431254,1.0,2
184,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1814-WFGVS,80.0,2.0,2
185,0.0,1.0,1.0,0.0,0.0,0.6328279049744086,1.0,4236-UJPWO,73.0,1.0,1
186,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8473-VUVJN,79.0,3.0,1
187,0.0,0.7000796743667284,1.0,0.0,0.0,0.6490422618577992,1.0,7801-CEDNV,75.0,3.0,1
188,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6349-JDHQP,1.375483858184693,,1
189,0.0,0.0,1.0,0.0,0.018930019562578233,0.0,1.0,7021-XSNYE,0.9869831630212743,1.0,5
190,0.0,0.0,0.3741716957592337,0.0,0.0,1.0,1.0,7184-LRUUR,77.0,1.0,1
191,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3199-XGZCY,67.0,,4
192,0.0,0.01714215447161837,1.0,0.0,0.0,1.0,1.0,6173-GOLSU,1.3491559004248355,2.0,2
193,0.0,0.6199065717630825,1.0,0.0,0.4970253456772838,0.0,1.0,3589-PPVKW,66.0,1.0,1
194,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2957-JIRMN,80.0,,3
195,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5018-HEKFO,69.0,1.0,1
196,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6147-CBCRA,68.0,3.0,1
197,0.0,0.6535086838055166,1.0,0.0,0.0,0.6059864532713176,1.0,8992-CEUEN,70.0,1.0,2
198,0.0,0.0,1.0,0.23660559084123595,0.0,1.0,1.0,5174-ITUMV,65.0,3.0,4
199,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7088-FBAWU,72.0,1.0,3
200,0.0,0.6521153247973416,0.341236484265314,0.0,0.0,0.0,1.0,1891-QRQSA,70.0,,3
201,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7470-DYNOE,80.0,3.0,3
202,0.0,0.6794636782748401,1.0,0.0,0.0,0.0,1.0,9412-GHEEC,73.0,2.0,3
203,0.0,0.0,1.0,0.0,0.6114839303959857,1.0,1.0,9839-ETQOE,79.0,1.0,1
204,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2027-DNKIV,73.0,1.0,1
205,0.0,0.0,1.0,0.0,0.0,0.586755301834151,1.0,3768-NLUBH,68.0,1.0,3
206,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7394-FKDNK,70.0,3.0,3
207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9076-AXYIK,68.0,1.0,1
208,0.0,0.0,1.0,0.2643555265401127,0.0,0.0,1.0,3164-YAXFY,76.0,1.0,3
209,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5756-OZRIO,68.0,3.0,3
210,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0496-AHOOK,80.0,,1
211,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9357-UJRUN,79.0,2.0,3
212,0.0,1.0,1.0,0.30414076686117036,0.6193765888798918,0.6945219274583029,1.0,2002-MZHWP,78.0,2.0,3
213,0.0,0.7170357038487191,1.0,0.0,0.5983995935768753,1.0,1.0,8660-BUETV,76.0,2.0,3
214,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0853-TWRVK,78.0,1.0,2
215,0.0,1.0,1.0,0.0,0.5328666362071293,0.6035066770283379,1.0,7541-YLXCL,68.0,,3
216,0.1268718465993662,0.0,1.0,0.0,0.0,0.63003731262843,1.0,5914-XRFQB,73.0,2.0,2
217,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1539-LNKHM,70.0,1.0,1
218,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2012-NWRPA,1.7368195856323208,1.0,1
219,0.0,1.0,1.0,0.0,0.0,0.018181170466619195,1.0,9629-NHXFW,1.3811961182023675,,1
220,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1971-DTCZB,66.0,1.0,1
221,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1171-TYKUR,68.0,1.0,2
222,0.0,0.0,1.0,0.0,0.5970065533528066,1.0,1.0,5133-POWUA,77.0,2.0,5
223,0.0,0.0,1.0,0.0,0.5764271327871295,0.0,1.0,2408-TZMJL,78.0,2.0,1
224,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0295-QVKPB,69.0,,1
225,0.0,1.0,1.0,0.0,0.0,0.6671546675117731,1.0,8739-QOTTN,77.0,1.0,3
226,0.13520046799782523,0.0,1.0,0.0,0.0,0.0,1.0,3126-WQMGH,79.0,3.0,3
227,0.0,0.6761131205982241,1.0,0.0,0.5411340943021089,0.0,1.0,6953-PBDIN,72.0,1.0,1
228,0.0031478236825705883,0.010891567319393038,1.0,0.0,0.019123711571653608,0.0,1.0,3756-VNWDH,0.9907705204245352,2.0,1
229,0.11687237055485528,0.6177484801873411,1.0,0.0,0.0,1.0,1.0,9907-SWKKF,66.0,1.0,2
230,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9259-PACGQ,1.375483858184693,1.0,5
231,0.12117296047339177,0.0,1.0,0.0,0.0,1.0,1.0,6475-VHUIZ,69.0,1.0,1
232,0.0,1.0,0.3850617972920295,0.0,0.0,0.0,1.0,0366-NQSHS,79.0,,1
233,0.0,1.0,1.0,0.0,0.0,0.018181170466619195,1.0,0040-HALCW,1.3811961182023675,,3
234,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7916-VCCPB,79.0,2.0,1
235,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2589-AYCRP,80.0,3.0,1
236,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8591-TKMZH,65.0,2.0,1
237,0.0,0.0,1.0,0.0,0.6127775587182713,1.0,1.443374521663345,3068-OMWZA,78.0,,4
238,0.0,1.0,1.0,0.0,0.0,0.6328279049744086,1.0,6050-FFXES,73.0,1.0,2
239,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3174-AKMAS,80.0,1.0,4
240,0.0,0.0,1.0,0.0,0.0,0.5610102299311277,1.0,3545-CNWRG,65.0,,4
241,0.0,0.0,1.0,0.0,0.5257563131360028,0.0,1.0,9103-CXVOK,71.0,2.0,2
242,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2239-CFOUJ,74.0,1.0,1
243,0.0,1.0,1.0,0.2785463229463138,0.0,1.0,1.0,3023-GFLBR,76.0,2.0,1
244,0.0,1.0,1.0,0.258376586707675,0.0,0.0,1.0,6286-ZHAOK,73.0,2.0,4
245,0.13512453622961304,1.0,1.0,0.0,0.0,1.0,1.398532292629372,0958-YHXGP,76.0,,2
246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9933-QRGTX,69.0,,5
247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2080-SRCDE,80.0,3.0,3
248,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6993-YCOBK,71.0,2.0,3
249,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4927-WWOOZ,73.0,,1
250,0.0,0.0,1.0,0.0,0.0,0.6811538988119035,1.0,9150-KPBJQ,79.0,2.0,3
251,0.0,1.0,1.0,0.0,0.0,0.5998630276951933,1.2680072927289667,6859-QNXIQ,69.0,1.0,1
252,0.0,0.0,1.0,0.0,0.0,0.6811538988119035,1.0,0347-UBKUZ,79.0,,1
253,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5687-DKDTV,79.0,,1
254,0.0,1.0,1.0,0.27512348923649127,0.0,1.0,1.0,0584-BJQGZ,75.0,2.0,1
255,0.0,1.0,0.37830973387515476,0.0,0.6370965504820278,1.0,1.4651721891087364,1024-GUALD,79.0,5.0,0
256,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7216-KAOID,65.0,4.0,0
257,0.0,0.6745717440295164,0.3487509921133146,0.0,0.0,1.0,1.3250417097782652,2996-XAUVF,72.0,3.0,0
258,0.0,1.0,1.0,0.0,0.0,0.6671546675117731,1.0,1955-IBMMB,77.0,,0
259,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9356-AXGMP,71.0,4.0,0
260,0.0,0.0,0.3564424894266475,0.0,0.0,0.0,1.0,9796-MVYXX,73.0,,0
261,0.0,0.7460142336522971,0.3895874135371233,0.0,0.0,0.0,1.466631140599747,8590-YFFQO,80.0,4.0,0
