,Internet Type,Streaming TV,Total Revenue,Device Protection Plan,Unlimited Data,Payment Method,Online Backup,Contract,Internet Service,Offer,Paperless Billing,Quarter,Avg Monthly GB Download,Total Refunds,Streaming Music,Online Security,Number of Referrals,Premium Tech Support,Total Extra Data Charges,Total Long Distance Charges,Streaming Movies,Referred a Friend,Monthly Charge,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Total Charges,Customer ID,Satisfaction Score,Churn Category
10,1.0,0.01982099139816041,131.05,0.0,1.0,0.0,1.0,0.0,0.026506809596103208,5.0,0.016642788408604465,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45,5.0,0.0,0.0,0.0,131.05,1723-HKXJQ,2.0,2
11,0.9801388688537223,0.0,2837.0,1.0,0.3143769325945724,0.0,1.0,0.6006331124993399,1.0,0.0,0.2960298194536095,1.0,12.0,0.0,0.0,0.0,0.0,0.0,4.400554295803025,974.6,1.0,0.0,94.1,20.0,1.0,48.73,0.299956448886848,1782.4,0479-HMSWA,1.0,1
12,0.0,0.0,2118.89,0.0,1.0,0.0,0.0,0.0,1.0,0.30151388588359057,1.0,1.0,25.0,0.0,0.0,1.0,2.0,0.0,3.8701212826653766,189.54,0.0,1.0,33.6477997854594,18.495132406654488,1.0,3.8229624714694306,0.0,1929.35,7750-EYXWZ,1.0,3
13,2.0,1.0,131.51,0.0,0.014992317959840648,0.0,0.010567304128171343,0.0,1.0,0.0,1.0,1.0,21.0,0.0,0.0,0.008792565032990135,0.0,0.0,0.0,45.81,0.0,0.0,85.7,1.0,1.0,45.81,1.0,85.7,3146-MSEGF,,1
14,2.0,0.0,4877.40790336643,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,537.3588985433869,1.0,1.0,90.05,49.0,1.0,9.235399719307972,1.0,4547.25,7929-DMBCV,2.0,1
15,2.0,1.0,2005.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.24003537881257664,0.0,7.0,0.20388161789472864,0.0,209.22687981639237,1.0,1.0,94.55,20.0,1.0,3.544425504959939,1.0,1899.65,5614-DNZCE,1.0,1
16,1.2222625819635657,0.3814346192734091,4022.29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1047.0216174916873,0.3867348487282511,1.0,94.5,33.0,0.6807630721786202,27.78,1.0,2853.593328981689,7207-RMRDB,3.0,5
17,2.0,1.0,2851.6,1.0,0.0,0.0,0.0,0.0,0.38740009706121986,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,120.0,859.2637433759816,1.0,0.0,98.55,20.0,1.0,44.44,1.0,1842.8,2424-WVHPL,3.0,1
18,0.8991009462444238,1.0,4983.8200000000015,0.6796221710911814,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,0.0,0.6398512227145895,1.0,2.1407354797115143,0.0,0.0,109.02,1.0,0.0,110.0,42.93107101279794,1.0,2.37,1.0,4874.8,4342-HFXWS,1.0,1
19,0.0,1.0,797.72,0.0,1.0,0.0,0.0826785272238971,0.0,1.0,0.0,1.0,1.0,11.0,0.2836932174177218,0.0,0.0,1.0,0.0684424081983577,1.3782225746615482,153.37,1.0,0.08281904168607113,95.6,7.0,1.0,21.91,1.0,644.35,1866-NXPSP,,1
20,2.0,1.0,440.52,0.0,1.0,0.03773463612591805,0.03608020379693103,0.0,1.0,0.0,1.0,1.0,1.6175656857185352,0.0,0.0,0.0,0.0,0.0,0.0,147.72,0.0,0.0,78.85,4.0,1.0,36.93,0.0,292.8,2135-DQWAQ,3.0,5
21,2.0,0.0,773.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,24.0,0.25917062249111605,0.0,0.0,0.0,0.07645295207620671,30.0,54.6,0.0,0.0,72.85,10.0,1.0,5.46,0.0,688.65,9115-YQHGA,,1
22,2.0,0.0,110.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.17532805278554972,36.92,0.0,0.0,1.42942590954279,1.0,1.0,36.92,1.0,73.55,5792-JALQC,2.0,4
23,2.0,1.0,3645.4645079729407,1.0,0.0,0.21798362627568982,0.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,6.724543425905854,403.76173326648995,1.0,0.0,99.05,35.0,1.0,20.83,1.0,3395.8,8883-ANODQ,,5
24,1.0,0.010188087772458825,138.39,0.0,1.0,1.0,0.0,0.030250177159008955,1.0,5.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,53.24,0.010394909374147934,0.0,44.95,2.0,1.0,26.62,0.0,85.15,1023-BQXZE,2.0,5
25,0.0,0.0,1359.7,0.0,1.0,0.0,1.0,0.0,0.2742937439144906,0.0,1.0,1.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,30.35,44.0,0.16335861687482162,0.25152868380974935,0.16281427701161838,1359.7,7596-IIWYC,1.0,1
26,2.0,0.05394419930410365,622.45,0.0,1.0,0.0,0.05247939573792651,0.0,0.08676037249533879,0.1067941852768441,1.0,1.0,23.0,0.0,1.0,0.0,0.2956379120100603,0.04284701835043892,0.9977448971379694,198.0,1.0,0.0,8.181683704514523,4.0,1.0,49.5,1.0,424.45,4078-SAYYN,2.0,1
27,2.0,0.0,2180.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,286.2,0.0,1.0,75.5,27.0,1.0,10.6,1.0,1893.95,2884-GBPFB,1.0,1
28,2.0,1.0,1009.671019033352,1.0,0.12308635305574189,0.0,0.0,0.0,1.0,5.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,343.44,1.0,0.0,92.1,8.0,1.0,42.93,0.0,729.95,8883-GRDWQ,1.0,1
29,1.0,0.0,526.95,1.0,0.08489957903809654,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.049690678428693465,43.65,12.0,0.0,0.0,0.0,472.3415660370016,1657-DYMBM,1.0,1
30,2.0,1.0,1091.26,0.14073339089519338,0.177837534246315,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,104.28955329571056,1.0,0.0,89.7,9.680755672501181,1.0,3.96,0.0,1047.7,1618-CFHME,,3
31,0.0,1.0,2101.51,1.0,1.0,1.0,0.0,0.0,1.0,0.33609796554328564,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,479.06,1.0,1.0,100.45,17.0,1.0,9.06142314789443,1.0,1622.45,5130-IEKQT,3.0,1
32,2.0,1.0,228.99412118193078,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.028812291813544753,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,9.87,0.0,1.0,80.4,3.0,0.02926783675454247,3.29,0.0273887772251741,224.05,1090-ESELR,2.0,3
33,1.0,1.0,1831.9212197122222,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,727.02,0.0,0.0,60.05,21.0,1.0,34.62,0.0,1236.15,5286-YHCVC,1.0,1
34,2.0,1.0,4706.18,0.0,1.0,0.2688312825793093,1.0,1.0,1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,281.98,1.0,0.45594032798608397,72.4083578393292,46.0,1.0,6.13,0.0,4009.642737855323,4163-KIUHY,2.0,1
35,0.0,0.0,2024.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,678.75,1.0,1.0,85.6,15.0,1.0,45.25,0.21763361086660007,1345.55,5889-JTMUL,1.0,1
36,2.0,1.0,1587.88,0.0,1.0,0.0,0.0,0.30301991217996715,1.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.1356799484004618,0.0,311.5849281618289,0.0,0.0,86.6,16.0,1.0,19.18,1.0,1281.0,2165-VOEGB,3.0,2
37,2.0,1.0,209.39,0.0,1.0,0.0,0.0,0.039893293393713024,1.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.09575391813864134,0.0,0.0,39.80040489719028,1.0,0.0,93.85,2.0,1.0,19.27,1.0,170.85,1282-IHQAC,,5
38,2.0,1.0,3066.91,0.25793938674496053,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,8.0,0.0,1.0,0.0,1.4325124586956262,0.0,100.0,883.96,1.0,0.0,40.45261527570091,22.0,1.0,40.18,1.0,2082.95,5244-IRFIH,,1
39,0.6622166635311652,0.0,1842.35,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,19.0,0.7053451156033655,0.0,0.0,0.0,0.0,0.0,695.7,0.0,0.20444063918419464,75.65,15.0,1.0,12.93942997541388,1.0,1146.65,2868-SNELZ,3.0,3
40,1.0,0.0,227.52,0.0,0.0,0.0212554474607219,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.08737011844987858,0.0,0.0,0.0,0.0,0.3381249801622879,90.42,0.015311544135294302,0.0,45.0,3.0,1.0,30.14,0.02346852491703382,127.1,7801-KICAO,3.0,1
41,2.0,0.0,1033.84,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,19.0,0.0,0.0,0.0,0.4535546700507854,0.0,0.0,83.64,1.0,1.0,80.45,12.0,1.0,6.97,0.0,950.2,0196-JTUQI,2.0,1
42,2.0,0.0,1188.4599999999996,0.0,1.0,0.060101161899834624,0.1549621187399179,0.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.5096215678149418,0.12986086030027852,0.0,19.11,1.0,1.0,89.05,13.0,1.0,1.47,0.0,1169.35,0014-BMAQU,,1
43,2.0,1.0,2856.162657989173,0.0,1.0,0.21480646757346683,0.28481332703762463,0.0,1.0,4.0,1.0,1.0,12.21393003392962,0.0,0.0,0.0,1.3406789327557243,0.0,0.0,716.9100000000002,1.0,0.0,94.75,23.0,1.0,31.17,0.0,2293.6,7248-VZQLC,2.0,1
44,0.669166568080803,0.0,2089.390000000001,1.0,1.0,0.0,0.0,0.0,1.0,0.3532516335107374,1.0,1.0,6.0,0.0,0.0,0.1484531466908027,1.0,0.0,3.387693411366408,625.94,0.1920018081863358,0.22552867096867646,85.35,17.0,1.0,36.82,1.0,1463.45,4316-XCSLJ,1.0,1
45,2.0,1.0,121.4,0.0,1.0,0.0,0.0,0.0,1.0,0.02046254221460569,1.0,1.0,16.0,0.04471773910896688,0.0,0.0,0.056765918204162984,0.0,0.0,35.65205271188004,0.010661095740337441,0.0,79.1,1.0,0.021381585446724753,0.7031492937934924,0.0,79.1,4781-ZXYGU,3.0,1
46,0.0,0.0,89.93,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39.78,0.005718632016016415,0.0,50.15,1.0,1.0,39.78,0.0,50.15,7572-KPVKK,2.0,1
47,0.03527417780916988,0.0,104.11,0.0,1.0,0.0,0.008539602057059382,0.02198298241009307,1.0,5.0,0.011124763168650046,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.16556325450252418,34.51,0.0,0.0,1.351053420205626,1.0,1.0,34.51,0.0,69.6,7398-LXGYX,1.0,1
48,2.0,0.3212456920667146,4248.3,0.0,1.0,0.0,0.32267262145074277,0.9183690311174296,0.5463992541544883,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1587.2,1.0,1.0,85.3,32.0,1.0,29.534404267842927,1.0,2661.1,7594-LZNWR,,1
49,0.0,1.0,2560.88,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3255593101423369,1.0,3.0,12.07,1.0,0.0,1.0,0.0,0.0,170.93041959414558,1.0,1.0,44.85,22.67479892827458,0.0,0.0,0.3098673478458303,2572.95,9122-UMROB,2.0,3
50,0.01747258690869037,0.0,58.4141673570142,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,14.0,0.021629151314605705,0.0,0.0,0.0,0.0,0.09955902081832721,15.28,0.0,0.0,45.1,1.0,0.009880984011595585,15.28,0.0,45.1,6557-BZXLQ,2.0,3
51,1.0,0.0,43.3,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,26.0,0.0,0.0,0.004364543466471395,0.0,0.0,0.0,0.0,0.006658898074779501,0.0,43.3,1.0,0.0,0.0,0.0,43.3,4727-MCYZG,3.0,5
52,1.0,0.0,3242.4500000000007,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,991.8,0.0,0.0,57.15,38.0,1.0,26.1,0.3519941187126792,2250.65,0661-KBKPA,1.0,3
53,0.9951340118145086,1.0,4212.65,0.0,1.0,0.0,1.0,0.0,0.7403242981932956,0.0,1.0,1.0,22.0,0.0,0.0,1.0,1.8806037513505482,1.0,0.0,559.3000000000002,0.5274637664158408,0.4272333209940097,100.5,35.0,1.0,15.98,1.0,3653.35,1544-JJMYL,1.0,3
54,1.0,0.0,60.34,0.0,1.0,0.004641109590364498,0.0,0.0,1.0,5.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24,0.0,0.0,45.1,1.0,1.0,15.24,0.0,45.1,6178-KFNHS,1.0,1
55,1.0,0.0,1640.6399773344706,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,182.12228588898765,0.0,1.0,50.4,30.0,1.0,4.65,0.0,1527.5,0480-BIXDE,3.0,3
56,2.0,0.05094458426988119,439.75,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,61.35,1.0,0.04425511134236182,78.95,5.0,1.0,12.27,0.0,351.62654067995624,6797-UCJHZ,3.0,3
57,2.0,0.8035266887555943,9151.29,1.0,1.0,0.0,1.0,1.8986531209643192,1.0,1.5623018283438188,1.0,1.0,19.0,0.0,0.0,1.0,1.0,0.0,14.713386303199494,2864.04,1.0,0.992257998410111,108.85,58.0,1.632019686256011,49.38,1.0,6287.25,6979-TNDEU,,1
58,2.0,0.0,577.41,0.0,0.0,0.0,1.0,0.0,1.0,0.10586955458100235,1.0,1.0,11.0,40.64,0.0,0.0,1.0,0.0,10.0,236.4,0.0,1.0,81.0,5.0,1.0,47.28,1.0,371.65,6754-WKSHP,,1
59,2.0,0.0,88.75,0.0,1.0,0.0,0.009097325934057094,0.0,1.0,5.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,70.55,1.0,0.01412830346377129,18.2,0.0,70.55,2455-USLMV,3.0,3
60,2.0,0.4154087821351797,3754.22,1.0,0.0,0.2651283272268781,0.38452976543064715,0.0,1.0,0.0,1.0,1.0,28.0,37.55,1.0,0.0,1.0,0.31811221405866175,40.0,747.62,1.0,1.0,98.5,29.0,1.0,25.78,1.0,3004.15,9824-QCJPK,3.0,3
61,2.0,0.07547032023293142,557.88,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,32.46,0.0,0.0,1.0,0.056512658495197904,0.0,62.44,0.0,1.0,74.4,7.0,1.0,1.037346619104659,1.0,527.9,2075-PUEPR,3.0,3
62,2.0,0.0,222.39,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.3850288592203216,43.16957659509191,1.0,0.0,88.55,2.0,1.0,0.8174588249435636,1.0,179.25,4450-YOOHP,1.0,1
63,2.0,1.0,134.91,0.0,1.0,0.011439813457238683,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.009263926042750385,0.0,43.61,1.0,0.0,91.3,1.0,1.0,43.61,0.0,91.3,3012-VFFMN,3.0,3
64,2.0,0.0,559.67,0.050571325776807126,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,20.23,0.04813868669883769,0.0,1.0,0.0,0.0,143.88510790215545,0.0,1.0,70.1,7.0,1.0,16.05,0.0,399.7813505695234,6077-BDPXA,,3
65,2.0,0.0,8259.33,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,21.0,12.59,0.0,0.0,1.0,0.0,0.0,2844.87,1.0,0.905919814342489,95.25,57.0,1.0,49.91,1.0,5427.05,4821-WQOYN,2.0,3
66,2.0,1.0,118.15,1.0,1.0,0.0,0.0,0.0,0.020632327823284086,0.0,1.0,1.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,17.35,1.0,1.0,100.8,1.0501674971771626,1.0,17.35,1.0,100.8,9786-YWNHU,1.0,3
67,2.0,1.0,8726.91,0.8763546388970974,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,0.0,0.831653271836197,0.0,4.00901915649578,0.7175561118470724,0.0,1904.76,1.0,1.0,125.1416031965472,66.0,1.0,28.86,0.9752125522534536,6822.15,7609-YBPXG,1.0,1
68,2.0,1.0,10690.92,1.0,1.0,0.0,1.0,2.0,1.0,1.828560891705105,1.0,1.0,4.0,3.9938149235629834,0.0,0.7431435094760287,1.0,1.0,0.0,3372.7200000000007,1.0,1.0,108.4,69.0,1.0,63.07005121631184,1.0,7318.2,0282-NVSJS,3.0,3
69,2.0,1.0,2417.9,0.0,1.0,0.16662345181835855,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.8561719875684971,0.0,0.19851366195445064,0.0,0.21002997182541988,0.0,444.15,1.0,0.0,94.25,21.0,1.0,8.48817434569118,1.0,1973.75,6599-SFQVE,,1
70,2.0,0.44902859941900275,5620.45,0.0,1.0,0.491048132402324,0.44504339410996885,0.0,0.7462282273611687,0.9876762811428426,1.0,1.0,20.0,0.0,1.0,0.0,1.0,0.0,8.820586017009445,1980.0,1.0,1.0,71.5914734135287,40.0,1.0,49.5,1.0,3640.45,5117-IFGPS,1.0,1
71,1.0,0.007205986635122981,47.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.00604677294193942,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.45,2.0,0.0,0.0,0.0,47.5,4816-LXZYW,3.0,1
72,0.2789570506967485,0.0685914912661629,823.52,0.0,0.09507423159920939,0.0,0.06733857301236928,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,276.57,0.0,0.0,84.8,7.0,1.0,39.51,1.0,546.95,3411-WLRSQ,3.0,1
73,2.0,1.0,4406.81,0.0,0.5527759958726803,0.0,0.39951117185768587,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.16,1.0,0.0,99.95,31.0,1.0,39.36,1.0,3186.65,1335-MXCSE,3.0,1
74,2.275936435941299,1.0,6753.619999999999,1.0,0.7858086496523834,0.0,0.5574767622214518,0.0,1.0,1.1715853028288958,1.0,1.0,17.0,46.64,0.0,1.0,3.226286342951833,0.0,0.0,2259.06,0.0,1.0,100.7,46.0,1.0,49.11,1.0,4541.2,5419-KLXBN,1.0,2
75,2.0,0.0,190.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.08043347557820743,0.0,80.0,41.2,0.0,0.0,1.9703324236124145,1.0,1.0,41.2,0.0,69.5,2777-PHDEI,2.0,4
76,2.0,0.42993285757322763,4016.19,0.0,0.5443314678322876,1.0,0.4002872193825355,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,858.3649044628952,1.0,1.0,85.25,36.0,1.0,24.54,1.0,3132.75,7921-BEPCI,2.0,2
77,1.0,0.0,3271.65,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15.092633085538113,0.0,0.0,1.0,0.0,0.0,0.0,480.15,1.0,0.0,62.7,45.0,1.0,10.67,0.0,2791.5,2115-BFTIW,1.0,2
78,2.0,1.0,3813.75,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.5,0.3472266715220529,0.0,105.95,25.0,1.0,46.34,1.0,2655.25,8199-ZLLSA,2.0,4
79,2.0,1.0,5544.32,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,23.0,0.0,0.44730917718515983,0.0,0.0,0.0,150.0,1554.813859556723,1.0,0.0,95.65,39.0,1.0,41.93,1.0,3759.05,3134-DSHVC,1.0,5
80,2.0,0.0,322.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.2727024506019178,0.0,0.0,0.0,0.0,0.0,0.0,90.75,0.030878064486240725,0.0,76.05,3.0,1.0,30.25,1.0,231.8,0774-IFUVM,,1
81,2.0,0.0088695194101786,103.59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.008034030924480212,0.0,0.0496473244033478,0.0,0.0,33.84,0.0,0.0,69.75,1.0,1.0,33.84,0.0,69.75,9948-YPTDG,1.0,1
82,2.0,0.0,868.65,0.0,1.0,0.0,0.0,0.1521070256863431,1.0,4.0,1.0,1.0,18.0,0.0,0.10216097318114957,0.0,0.0,0.0,0.0,75.1,0.11689915030988257,0.0,79.25,10.0,1.0,7.51,0.0,793.55,7852-LECYP,1.0,1
83,2.0,1.0,124.83,0.0,1.0,0.0,0.0,0.02604123321466869,1.0,0.02142486431808186,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,38.78,0.0,0.0,86.05,1.0,1.0,38.78,1.0,86.05,6308-CQRBU,1.0,1
84,0.05588124649599994,0.0,329.8,0.0,1.0,0.0,0.0,0.0,0.06658465687653582,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.1406626041981398,0.0,0.0,0.0,1.0,0.0,34.7,10.0,0.0,0.0,0.0,329.8,1116-DXXDF,,5
85,2.0,0.0,1510.5771484960596,0.0,1.0,1.0,1.0,0.3062297742652785,0.23430424382627396,4.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,2.5656426996386736,417.92,0.0,1.0,74.3,16.0,1.0,26.12,0.0,1178.25,0594-UFTUL,1.0,1
86,2.0,0.0,679.97,0.0,1.0,0.0,0.0,0.12774414802610085,1.0,0.0,1.0,1.0,20.0,0.0,0.06981183348386243,0.0,0.0,0.0,0.0,119.12,0.0,0.0,69.7,8.0,1.0,14.89,0.0,560.85,8564-LDKFL,1.0,2
87,2.0,0.5877831513057653,4953.522242387327,1.0,1.0,0.0,0.0,0.0,1.0,0.7665064271444741,0.586411924650964,1.0,15.0,8.88,0.0,0.42010231032874384,0.0,0.44692066666743846,0.0,924.96,1.0,0.0,99.8,41.0,1.0,22.56,1.0,4259.3,2982-IHMFT,1.0,2
88,2.0,0.0,3295.68,0.0,0.3927029369597784,0.0,1.0,0.6886927573322877,1.0,3.0,0.3565332655044317,1.0,9.0,44.31,0.0,0.0,1.5705325717242904,0.0,0.0,1063.04,0.29284456766871947,0.0,74.4,32.0,1.0,33.22,0.0,2276.95,4226-KKDON,,1
89,0.0,0.0,3674.85,0.0,1.0,0.0,0.0,0.0,0.6962471661540928,0.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,0.0,1.0,71.05,50.0,1.0,4.6,0.0,3444.85,4124-MMETB,3.0,5
90,2.0,1.0,198.43,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,25.0,0.0,0.02381910155773079,0.0,0.08885590795433553,0.0,0.0,20.645903845047663,0.0,0.0,85.55,2.0,0.027507724777400676,5.49,0.023594400429200708,187.45,1422-DGUBX,3.0,2
91,1.0,1.0,1613.1799999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,418.6211280805849,0.0,0.0,59.4,16.0,1.0,8.173202363022739,0.0,1146.0970068991983,9101-BWFSS,,4
