,Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count_y,Country,State,City,Zip Code,Latitude,Longitude,ID,Population,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Category
10,3522-CDKHF,1.0,1.0,77.0,0.0,1.0,1.0,0.0,0.6090447960198948,1.0,0.0,0.0,849.0,92122.0,32.85723,-117.209774,373.0,34902.0,1.0,1.0,1.0,1.0,24.0,3.0,1.0,16.1,0.0,1.0,0.6379264554377869,12.0,0.0,0.0,1.0,0.0,1.0,0.32000222694709846,1.0,1.0,0.0,1.0,0.0,93.15,2231.05,0.0,0.0,386.4,2617.4500000000007,2.0,1
11,9351-LZYGF,1.2809983945025536,0.0,70.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,849.0,92122.0,32.85723,-117.209774,373.0,34902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1
12,8999-XXGNS,1.0,0.0,74.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,584.8223375339654,92122.0,34.53012349470201,-117.209774,373.0,34902.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,13.17,0.0,1.0,2.0,0.755770168790287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024179800867969385,0.0,1.0,0.0,70.35,139.05,0.0,0.0,26.34,165.39,,5
13,9540-JYROE,1.0,1.0,1.7368195856323208,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,849.0,92122.0,32.85723,-117.209774,373.0,34902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1
14,9609-BENEA,1.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,988.0,92274.0,33.53604,-115.252828044069,421.0,17018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2
15,1723-HKXJQ,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.02650681069220608,1.0,26.0,0.0,1.0,0.0,0.0,0.01982098723414675,0.0,0.0,1.0,0.0,0.01664279596932626,0.0,28.45,131.05,0.0,0.0,0.0,131.05,2.0,2
16,0479-HMSWA,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,412.0,92544.0,33.644585,-116.49627558306035,510.0,39264.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,48.73,0.29995646852178964,1.0,0.9801390486074917,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.31437697392836444,0.6006331557505852,0.2960298633970687,0.0,94.1,1782.4,0.0,4.400554573498568,974.6,2837.0,1.0,1
17,7750-EYXWZ,1.0,0.0,80.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,573.7489567642727,92571.0,34.914217006576365,-117.20166599999999,523.0,26357.0,1.0,1.0,1.0,2.0,18.495133017745424,0.3015138346773244,1.0,3.8229630623452215,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.64779878260061,1929.35,0.0,3.870121284535331,189.54,2118.89,1.0,3
18,3146-MSEGF,1.0,0.0,68.0,0.0,0.32849847861282366,0.0,0.0,0.5090331718152354,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,45.81,1.0,1.0,2.0,21.0,0.008792567306346233,0.010567304134944671,0.0,0.0,1.0,0.0,0.0,0.014992322485306147,0.0,1.0,0.0,85.7,85.7,0.0,0.0,45.81,131.51,,1
19,7929-DMBCV,1.0,1.0,75.0,0.0,0.3642465307032736,0.6511874562633273,0.0,0.0,1.0,0.0,0.0,961.0,242.0473633391198,34.420998,-119.60136999999999,2.0157742744398495,61.288259906233975,1.0,1.0,1.0,3.0,49.0,2.0,1.0,9.235405519627227,1.0,1.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90.05,4547.25,0.0,0.0,537.3592760794842,4877.408321454609,2.0,1
20,5614-DNZCE,1.0,0.707667945709529,75.0,0.0,1.0,1.0,0.0,0.5910481354727378,1.0,0.0,0.0,142.0,93208.0,36.057458000000004,-118.591951,650.0,191.0,1.0,1.0,1.0,7.0,20.0,0.0,1.0,3.544428263955427,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.20388160766640676,1.0,1.0,0.2400353626380138,1.0,0.0,1.0,0.0,94.55,1899.65,0.0,0.0,209.22705482743677,2005.85,1.0,1
21,2550-AEVRU,1.0,1.0,76.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,982.0,92592.0,33.507255,-117.029473,532.0,46171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
22,7207-RMRDB,1.0,1.0,72.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,849.0,92129.0,34.229197574571245,-117.13491699999999,379.0,47224.0,1.0,1.0,1.0,1.0,33.0,0.0,0.6807631442391174,27.78,1.0,1.0,1.2222627465198357,8.0,0.0,0.0,0.0,0.0,0.3814346100953638,0.38673484011491255,0.0,1.0,0.0,1.0,0.0,94.5,2853.5932703593103,0.0,0.0,1047.0217262307115,4022.29,3.0,5
23,2424-WVHPL,1.0,1.0,1.181190496755601,0.0,0.003450116521253804,0.0,0.016591294367395867,0.040411032795696314,1.0,0.0,0.0,604.5588892231175,92129.0,32.961064,-116.30692263205371,379.0,47224.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,44.44,1.0,0.38740012938368307,2.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.55,1842.8,0.0,120.0,859.2638659396239,2851.6,3.0,1
24,4342-HFXWS,1.0,0.0,65.0,0.1114643871216595,1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,93606.0,36.798882,-120.01951100000001,794.0,807.0,1.0,1.0,0.0,2.140735318182993,42.93107015603016,0.0,1.0,2.37,1.0,1.0,0.8991006767072606,20.0,1.0,1.0,0.6796221601149969,0.0,1.0,1.0,0.6398512103770271,1.0,1.0,1.0,0.0,110.0,4874.8,0.0,0.0,109.02,4983.8200000000015,1.0,1
25,1866-NXPSP,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,902.0,93662.0,36.545322,-119.64228100000001,835.0,26213.0,1.0,1.0,0.0828190568296689,1.0,7.0,0.0,1.0,21.91,1.0,1.0,0.0,11.0,0.0,0.08267852728833151,0.0,0.06844240784366236,1.0,1.0,0.0,1.0,0.0,1.0,0.0,95.6,644.35,0.2836932699392597,1.3782226989319744,153.37,797.72,,1
26,2135-DQWAQ,1.0,0.0,65.0,0.0,1.0,0.0,0.0,0.48232418200646565,1.0,0.0,0.0,944.0,93675.0,36.719141,-119.20267700000001,843.0,3146.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,36.93,0.0,1.0,2.0,1.6175659544709111,0.0,0.03608020452694355,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.037734659993596716,78.85,292.8,0.0,0.0,147.72,440.52,3.0,5
27,9115-YQHGA,1.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,10.0,0.0,1.0,5.46,0.0,1.0,2.0,24.0,0.0,1.0,0.0,0.07645295103544479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.85,688.65,0.259170655439464,30.0,54.6,773.25,,1
28,5792-JALQC,1.0,1.0,75.0,0.0,1.0,1.0,0.27512348923649127,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,36.92,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4294268725557802,73.55,0.0,0.17532819935375887,36.92,110.47,2.0,4
29,8883-ANODQ,1.0,1.0,71.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,94512.0,38.140719,-121.838298,957.0,138.0,1.0,1.0,0.0,0.0,35.0,0.0,1.0,20.83,1.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.21798370002749043,99.05,3395.8,0.0,6.724543989038849,403.7623570767598,3645.4652046302467,,5
30,1023-BQXZE,1.0,1.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.0,94514.0,37.83323,-121.60146100000001,959.0,10153.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,26.62,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.010188084676807246,0.010394906508884525,0.0,1.0,0.03025021690374698,0.0,1.0,44.95,85.15,0.0,0.0,53.24,138.39,2.0,5
31,7596-IIWYC,1.3433038168049742,1.0,73.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,664.3730944504294,94550.0,37.571748,-121.65956200000001,982.0,75929.0,1.0,1.0,1.0,2.0,44.0,0.0,0.1633586084043203,0.25152945248077174,0.16281427956418598,0.2742937196413085,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.35,1359.7,0.0,0.0,0.0,1359.7,1.0,1
32,4078-SAYYN,1.0,0.6069376932443049,65.0,0.0,1.0,0.5629306446848361,0.0,0.0,1.0,0.0,0.0,874.0,94583.0,37.766556,-121.97678400000001,1006.0,44078.0,1.0,1.0,0.0,0.2956379934164057,4.0,0.10679423781106302,1.0,49.5,1.0,0.08676038404204076,2.0,23.0,0.0,0.05247939679831397,0.0,0.042847018533512304,0.05394419776164514,1.0,1.0,1.0,0.0,1.0,0.0,8.181685048282919,424.45,0.0,0.9977450593110202,198.0,622.45,2.0,1
33,2884-GBPFB,1.3886732000222657,1.0,75.0,0.0,1.0,0.6670814427448073,0.0,0.5927855768043669,1.0,0.0,0.0,769.0,94588.0,37.685052,-121.91206100000001,1010.0,28568.0,1.0,1.0,1.0,1.0,27.0,0.0,1.0,10.6,1.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.5,1893.95,0.0,0.0,286.2,2180.15,1.0,1
34,4355-CVPVS,1.0,0.0,68.0,0.0,1.0,1.0,0.24687409197070356,0.0,1.0,0.0,0.0,74.0,94707.0,37.897753,-118.06422089304593,1038.0,11889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3
35,8883-GRDWQ,1.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,94710.0,37.872902,-122.30370800000001,1041.0,8157.0,1.0,1.0,0.0,0.0,8.0,5.0,1.0,42.93,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.12308638355120828,0.0,1.0,0.0,92.1,729.95,0.0,0.0,343.44,1009.6713177021605,1.0,1
36,1657-DYMBM,1.0,1.0,77.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,333.0,94933.0,38.010092,-122.68944199999999,1059.0,1025.0,1.0,1.0,0.049690691908879696,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.08489958089731083,0.0,1.0,0.0,43.65,472.34162071490175,0.0,0.0,0.0,526.95,1.0,1
37,1618-CFHME,1.0,0.6330281339155891,68.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,363.0,95020.0,37.03889,-121.52895500000001,1095.0,49968.0,1.0,1.0,0.0,0.0,9.680757472927374,0.0,1.0,3.96,0.0,1.0,2.0,27.0,0.0,0.0,0.14073337095719568,0.0,1.0,1.0,0.0,0.17783751307691306,0.0,0.0,0.0,89.7,1047.7,0.0,0.0,104.28976562003719,1091.26,,3
38,5130-IEKQT,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,1.0,17.0,0.3360980050689181,1.0,9.06142471822777,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.45,1622.45,0.0,0.0,479.06,2101.51,3.0,1
39,6674-KVJHG,1.0,0.0,73.0,0.0,1.0,1.0,0.2639882605198162,0.0,1.0,0.0,0.0,858.0,95135.0,37.28682,-121.723877,1141.0,15798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,1090-ESELR,1.0,0.0,74.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,365.0,95232.0,36.58905850829483,-120.57930400000001,1169.0,21.0,1.0,1.0,1.0,1.0,3.0,5.0,0.029267918738400733,3.29,0.0273888116530428,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.028812321063784726,0.0,80.4,224.05,0.0,0.0,9.87,228.99447492061714,2.0,3
41,5286-YHCVC,0.012179178224733127,1.0,0.6089204388484634,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,209.0,95310.0,38.085839,-120.37855,1191.0,2144.0,1.0,1.0,0.0,0.0,21.0,0.0,1.0,34.62,0.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.05,1236.15,0.0,0.0,727.02,1831.9214590883828,1.0,1
42,4163-KIUHY,1.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,508.0,90712.0,33.840524,-118.148403,135.0,30173.0,1.0,1.0,0.45594030987581025,0.0,46.0,0.0,1.0,6.13,0.0,1.0,2.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.26883123872166675,72.40835484048398,4009.6427465513934,0.0,0.0,281.98,4706.18,2.0,1
43,5889-JTMUL,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,1.0,15.0,0.0,1.0,45.25,0.21763362718357757,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,85.6,1345.55,0.0,0.0,678.75,2024.3,1.0,1
44,2165-VOEGB,1.0,1.0,76.0,0.0,0.37036313779123897,0.0,0.0,0.0,1.0,0.0,0.0,63.0,21.727766736090285,0.008391048063325945,-124.049485,0.18458683446796142,5.1347392503989,1.0,1.0,0.0,0.0,16.0,0.0,1.0,19.18,1.0,1.0,2.0,22.0,0.0,0.0,0.0,0.13567993897782676,1.0,0.0,0.0,1.0,0.30301996909891066,1.0,0.0,86.6,1281.0,0.0,0.0,311.5851152771579,1587.88,3.0,2
45,2612-PHGOX,1.0,0.0,75.0,0.0,1.0,0.661440461043824,0.0,0.5731107727943217,1.0,0.0,0.0,539.0,95551.0,40.665952000000004,-118.69148333917715,1340.0,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3
46,7134-MJPDY,1.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,245.0,95618.0,38.544002,-121.68555900000001,1376.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1
47,1282-IHQAC,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0,0.09575405122574283,2.0,0.0,1.0,19.27,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03989336841365709,1.0,0.0,93.85,170.85,0.0,0.0,39.80065211348696,209.39,,5
48,5244-IRFIH,1.0,0.610702762343732,65.0,0.11733538789212725,1.0,0.0,0.0,0.49101192834750584,1.0,0.0,0.0,151.0,95923.0,40.171312,-121.120605,1504.0,86.0,1.0,1.0,0.0,1.432512550947096,22.0,4.0,1.0,40.18,1.0,1.0,2.0,8.0,0.0,0.0,0.2579393914795027,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,40.452618124750344,2082.95,0.0,100.0,883.96,3066.91,,1
49,2868-SNELZ,1.0,1.0,70.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,334.0,95942.0,40.077028000000006,-119.17371724052599,1517.0,1351.0,1.0,1.0,0.20444066650681098,0.0,15.0,4.0,1.0,12.939432533926814,1.0,1.0,0.6622168224307998,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.65,1146.65,0.7053452381727696,0.0,695.7,1842.35,3.0,3
50,7801-KICAO,1.0,0.0,76.0,0.0,1.0,0.0,0.0,0.5619497557439505,1.0,0.0,0.0,314.0,92028.0,33.362575,-117.299644,328.0,42239.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,30.14,0.023468537771024804,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01531154177046422,0.0,0.0,0.0,0.0,0.02125547109555108,45.0,127.1,0.08737019028081255,0.33812513900784225,90.42,227.52,3.0,1
51,0196-JTUQI,1.4165739413047789,1.0,77.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,524.0,96052.0,40.704293,-119.33296614005465,1599.0,1845.0,1.0,1.0,1.0,0.4535547084522912,12.0,4.0,1.0,6.97,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,80.45,950.2,0.0,0.0,83.64,1033.84,2.0,1
52,0014-BMAQU,1.0,1.0,76.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,849.0,208.52846586609203,32.957195,-0.26635762151702974,1.733335864234025,53.133103242748255,1.0,1.0,1.0,0.5096215860042405,13.0,4.0,1.0,1.47,0.0,1.0,2.0,5.0,0.0,0.15496211624130252,0.0,0.12986085856266122,0.0,1.0,0.0,1.0,0.0,1.0,0.060101156669435433,89.05,1169.35,0.0,0.0,19.11,1188.4599999999996,,1
53,7248-VZQLC,1.0,0.0,77.0,0.0,1.0,0.0,0.2677783602499352,0.0,1.0,0.0,0.0,849.0,92130.0,34.6992561244639,-117.202542,380.0,28201.0,1.0,1.0,0.0,1.3406790449783812,23.0,4.0,1.0,31.17,0.0,1.0,2.0,12.213930716286706,0.0,0.28481333650787705,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.21480649721274814,94.75,2293.6,0.0,0.0,716.9100000000002,2856.1628399465512,2.0,1
54,4316-XCSLJ,1.0,0.0,80.0,0.0,1.0,0.6897355894462446,0.0,0.0,1.0,0.0,0.0,849.0,92130.0,34.6992561244639,-117.202542,380.0,28201.0,1.0,1.0,0.2255286921265672,1.0,17.0,0.35325171942179145,1.0,36.82,1.0,1.0,0.6691666859884747,6.0,0.14845315160367506,0.0,1.0,0.0,0.0,0.19200181108835906,0.0,1.0,0.0,1.0,0.0,85.35,1463.45,0.0,3.387693603480264,625.94,2089.390000000001,1.0,1
55,4781-ZXYGU,1.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,849.0,214.46255838330592,32.957195,-117.202542,1.786446953869025,54.26329319473712,1.0,1.0,0.0,0.056766056472668074,1.0,0.0204626111595598,0.021381666553621354,0.7031545534172281,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.010661071847384957,0.0,1.0,0.0,1.0,0.0,79.1,79.1,0.04471785563024307,0.0,35.65230324138888,121.4,3.0,1
56,7572-KPVKK,1.0,1.0,68.0,0.0,0.3311667124557979,0.0,0.0,0.0,1.0,0.0,0.0,849.0,214.46167499602853,32.898613,-117.202937,1.786438803426115,54.26314955594005,1.0,1.0,0.0,0.0,1.0,5.0,1.0,39.78,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.005718629012360837,0.0,1.0,0.0,1.0,2.0,50.15,50.15,0.0,0.0,39.78,89.93,2.0,1
57,7398-LXGYX,1.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,416.0,90254.0,33.865320000000004,-118.396336,80.0,18693.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,34.51,0.0,1.0,0.03527426423932775,15.0,0.0,0.00853960202476052,0.0,0.0,0.0,0.0,0.0,1.0,0.02198302176270647,0.011124774215442229,0.0,1.3510543751174549,69.6,0.0,0.1655634006766972,34.51,104.11,1.0,1
58,7594-LZNWR,1.0,1.0,76.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,939.0,91030.0,34.110444,-118.156957,170.0,23984.0,1.0,1.0,1.0,1.0,32.0,0.0,1.0,29.53440722580604,1.0,0.5463993347174807,2.0,10.0,0.0,0.3226726333952822,0.0,0.0,0.3212457082009115,1.0,1.0,1.0,0.9183690799551517,0.0,0.0,85.3,2661.1,0.0,0.0,1587.2,4248.3,,1
59,9122-UMROB,1.0,0.6558354352537149,70.0,0.0,1.0,1.0,0.25653296716473445,0.0,1.0,0.0,0.0,366.0,91202.0,34.167926,-118.26753899999999,181.0,21990.0,1.0,1.0,1.0,1.0,22.67479981402767,0.0,0.0,0.0,0.30986734714236996,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.32555928188728694,0.0,44.85,2572.95,12.07,0.0,170.93057463517593,2560.88,2.0,3
60,6557-BZXLQ,1.0,1.0,71.0,0.0,1.0,0.6156645237057262,0.0,0.0,1.0,0.0,0.0,366.0,96.19698187667565,34.136306,-118.26036,0.8037146839755329,24.09712159433433,1.0,1.0,0.0,0.0,1.0,5.0,0.009881074176377657,15.28,0.0,1.0,0.017472772072064977,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.1,45.1,0.021629310503608643,0.09955950824538906,15.28,58.414530442188536,2.0,3
61,4727-MCYZG,1.3858364875190317,1.0,75.0,0.0,0.36107155545478525,0.0,0.0,0.5789250553618137,1.0,0.0,0.0,811.0,199.23697453623657,34.200175,-0.2544893302606261,1.656140956384738,50.7617888465387,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,26.0,0.004364545412443355,1.0,1.0,0.0,0.0,0.006658894522334464,0.0,1.0,0.0,1.0,0.0,43.3,43.3,0.0,0.0,0.0,43.3,3.0,5
62,0661-KBKPA,1.0,0.0,67.0,0.0,1.0,0.0,0.23355002315170972,0.0,1.0,0.0,0.0,972.0,91342.0,34.321621,-118.399841,205.0,81986.0,1.0,1.0,0.0,0.0,38.0,0.0,1.0,26.1,0.35199413513717154,1.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,57.15,2250.65,0.0,0.0,991.8,3242.4500000000007,1.0,3
