,Multiple Lines,Monthly Charge,Online Security,Phone Service,Contract,Internet Type,Avg Monthly Long Distance Charges,Total Refunds,Paperless Billing,Unlimited Data,Premium Tech Support,Referred a Friend,Streaming TV,Avg Monthly GB Download,Device Protection Plan,Total Long Distance Charges,Tenure in Months,Internet Service,Total Charges,Payment Method,Online Backup,Offer,Streaming Movies,Total Revenue,Streaming Music,Total Extra Data Charges,Count,Number of Referrals,Satisfaction Score,Churn Category
32,0.16137897671444953,80.4,0.0,0.4941396242364303,0.0,2.0,3.29,0.0,0.7178844127265952,1.0,0.0,1.0,1.0,9.0,0.0,9.87,3.0,1.0,224.05,0.0,0.0,5.0,0.0,129.44180819045548,0.0,0.0,1.0,1.0,2.0,3
33,0.0,60.05,0.0,1.0,0.0,1.0,34.62,0.0,1.0,1.0,0.0,0.0,1.0,14.0,1.0,727.02,21.0,1.0,1236.15,0.0,0.0,0.0,0.0,2193.0072581508657,0.0,0.0,1.0,0.0,1.0,1
34,0.0,79.33265238128226,0.0,1.0,1.0,2.0,6.13,0.0,0.0,1.0,0.0,0.43472531255653424,1.0,30.0,0.0,281.98,46.0,1.0,3615.975802447095,0.23388394253111336,1.0,0.0,1.0,4706.18,0.0,0.0,1.0,0.0,2.0,1
35,0.25286435488974524,85.6,0.0,1.0,0.0,0.0,45.25,0.0,1.0,1.0,0.0,1.0,0.0,22.0,0.0,678.75,15.0,1.0,1345.55,0.0,0.0,0.0,1.0,2024.3,0.0,0.0,1.0,1.0,1.0,1
36,1.0,86.6,0.0,1.0,0.1885165764888964,2.0,19.18,0.0,1.0,1.0,0.12681012935013197,0.0,1.0,22.0,0.0,896.5831513415878,16.0,1.0,1281.0,0.0,0.0,0.0,0.0,1587.88,0.0,0.0,1.0,0.0,3.0,2
37,1.0,93.85,0.0,1.0,0.09857194107025347,2.0,19.27,0.0,1.0,1.0,0.0,0.0,1.0,18.0,0.0,664.7540627527758,2.0,1.0,170.85,0.0,0.0,0.0,1.0,209.39,0.0,0.0,1.0,2.2711312692265713,,5
38,1.0,82.77535522616445,0.0,1.0,0.0,2.0,40.18,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.05076769477399003,883.96,22.0,1.0,2082.95,0.0,0.0,4.0,1.0,3066.91,1.0,100.0,1.0,0.02309589413852403,,1
39,1.0,75.65,0.0,1.0,0.0,0.7599569268820683,22.73642285229992,0.0,0.0,1.0,0.0,0.09546967688057363,0.0,19.0,0.0,695.7,15.0,1.0,1146.65,0.0,0.0,4.0,0.0,1842.35,0.0,0.0,1.0,0.0,3.0,3
40,0.0737730078789815,45.0,0.0,1.0,0.0,1.0,30.14,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,90.42,3.0,1.0,127.1,0.7634765402715656,0.0,0.0,0.0,227.52,0.0,0.0,1.0,0.0,3.0,1
41,0.0,80.45,0.0,1.0,0.0,2.0,6.97,0.0,1.0,1.0,0.0,1.0,0.0,19.0,0.0,83.64,12.0,1.0,950.2,0.0,0.0,4.0,1.0,1033.84,0.0,0.0,1.0,0.0,2.0,1
42,0.0,89.05,0.0,1.0,0.0,2.0,1.47,0.0,1.0,1.0,0.47602783174728464,1.0,0.0,5.0,0.0,19.11,13.0,1.0,1169.35,0.6610555820140239,0.574911127894545,4.0,1.0,1188.4599999999996,0.0,0.0,1.0,0.0,,1
43,0.0,94.75,0.0,1.0,0.0,2.0,31.17,0.0,1.0,1.0,0.0,0.0,1.0,21.43678089149956,0.0,716.9100000000002,23.0,1.0,2293.6,0.17165646734099826,0.22798109796631927,4.0,1.0,5393.159645579625,0.0,0.0,1.0,0.18703777888689047,2.0,1
44,1.0,85.35,0.07713788158145246,1.0,0.0,2.3540105987454725,36.82,0.0,1.0,1.0,0.0,0.12513380377576983,0.0,6.0,1.0,625.94,17.0,1.0,1463.45,0.0,0.0,3.329703907840036,0.0965488810087687,2089.390000000001,0.0,0.0,1.0,1.0,1.0,1
45,0.0,79.1,0.0,1.000000015845286,0.0,2.0,23.10342216618062,0.0,1.0,1.0,0.0,0.0,1.0,16.0,0.0,275.75947926705845,1.0,1.0,79.1,0.0,0.0,0.4388887624312024,0.6258223196342513,121.4,0.0,0.0,1.0,0.42731856509194754,3.0,1
46,0.0,50.15,0.0,1.0,0.0,0.0,39.78,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,39.78,1.0,1.0,50.15,2.0,0.0,5.0,0.0,89.93,0.0,0.0,1.0,0.0,2.0,1
47,0.0,73.1947146994482,0.0,1.0,0.0,1.6703170857202954,34.51,0.0,0.5843137886107269,1.0,0.0,0.0,0.0,15.0,0.0,34.51,1.0,1.0,69.6,0.0,0.0,5.0,0.0,104.11,0.0,0.0,1.0,0.0,1.0,1
48,1.0,85.3,0.0,1.0,0.980492185050936,2.0,26.85742955585977,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1587.2,32.0,0.692329660826818,2661.1,0.0,0.6613757314975904,0.0,1.0,4248.3,1.0,0.0,1.0,1.0,,1
49,0.13507673219570465,44.85,0.0,0.0,0.0,0.0,0.0,12.07,0.8458958774344043,1.0,0.0,1.0,1.0,3.0,0.0,292.0511812388424,14.880386641699001,1.0,2572.95,0.0,0.0,0.0,1.0,2560.88,1.0,0.0,1.0,1.0,2.0,3
50,0.0,45.1,0.0,0.9999999588607935,0.0,0.9998845628556213,15.28,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,15.28,1.0,1.0,45.1,0.0,0.0,5.0,0.0,60.33875904862676,0.0,0.0,1.0,0.0,2.0,3
51,0.0,43.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0,43.3,0.0,1.0,5.0,0.5006719989043918,43.3,0.0,0.0,1.0,0.0,3.0,5
52,0.1921397717181336,57.15,1.0,1.0,0.0,1.0,26.1,0.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,991.8,38.0,1.0,2250.65,1.0,1.0,0.0,0.0,3242.4500000000007,0.0,0.0,1.0,0.0,1.0,3
53,1.0,100.5,1.0,1.0,0.0,1.9090163304967973,15.98,0.0,1.0,1.0,1.0,0.8714634308890932,1.0,22.0,0.0,559.3000000000002,35.0,0.9528397132276081,3653.35,0.0,1.0,0.0,0.1787192245824191,4212.65,0.0,0.0,1.0,2.779143025374351,1.0,3
54,0.0,45.1,0.0,1.0,0.0,1.0,15.24,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,15.24,1.0,1.0,45.1,0.0020285448807331134,0.0,5.0,0.0,60.34,0.0,0.0,1.0,0.0,1.0,1
55,0.0,50.4,0.0,1.0,0.0,1.0,4.65,0.0,1.0,1.0,0.0,1.0,0.0,29.0,0.0,386.15570503520985,30.0,1.0,1527.5,0.0,1.0,0.0,0.0,1092.512523511213,0.0,0.0,1.0,1.0,3.0,3
56,0.0,78.95,0.0,1.0,0.0,2.0,12.27,0.0,0.0,1.0,0.0,0.5337843792664055,0.0,20.0,0.0,61.35,5.0,1.0,335.0555909443671,0.0,0.0,5.0,1.0,439.75,0.0,0.0,1.0,0.0,3.0,3
57,1.0,108.85,1.0,0.9999999646919187,1.8287505679893357,2.0,49.38,0.0,1.0,1.0,0.0,0.9131270785867502,0.6004922370239977,19.0,1.0,2864.04,58.0,1.0,6287.25,0.0,1.0,0.9074736883156135,1.0,9151.29,0.0,0.0,1.0,1.0,,1
58,1.0,81.0,0.0,1.0,0.0,2.0,47.28,40.64,1.0,0.0,0.0,1.0,0.0,11.0,0.0,236.4,5.0,1.0,371.65,0.0,1.0,2.408794594782123,0.0,577.41,0.0,10.0,1.0,1.0,,1
59,0.0,70.55,0.0,0.9999999471932896,0.0,2.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,18.2,1.0,1.0,70.55,0.0,0.09912137414122167,5.0,0.0,88.75,0.0,0.0,1.0,0.0,3.0,3
60,1.0,98.5,0.0,1.0,0.0,2.0,25.78,37.55,1.0,0.0,0.6613397347908481,1.0,0.37107082838379546,28.0,1.0,747.62,29.0,1.0,3004.15,0.4611345731346367,0.4643772916324266,0.0,1.0,3754.22,1.0,40.0,1.0,1.0,3.0,3
61,1.0,74.4,0.0,1.0,0.0,2.0,13.278978762038111,32.46,1.0,1.0,0.088864486998205,1.0,0.11234425474741855,17.0,0.0,62.44,7.0,1.0,527.9,1.0,0.0,0.0,0.0,557.88,0.0,0.0,1.0,1.0,3.0,3
62,1.0,88.55,0.0,1.0,0.0,2.0,36.57036077067627,0.0,1.0,1.0,0.0,0.0,0.0,28.0,1.0,420.7142716528375,2.0,1.0,179.25,0.0,0.0,0.0,1.0,222.39,1.0,0.0,1.0,0.0,1.0,1
63,0.0,91.3,0.0,1.0,0.0,2.0,43.61,0.0,1.0,1.0,0.13015398723019775,0.0,1.0,2.0,0.0,43.61,1.0,1.0,91.3,0.6579464880144341,0.0,0.0,1.0,134.91,1.0,0.0,1.0,0.0,3.0,3
64,0.0,70.1,0.0,1.0,0.0,2.0,16.05,20.23,1.0,1.0,0.0,1.0,0.0,22.0,0.22967960895779985,42.830809443226826,7.0,1.0,232.2648269000722,1.0,0.0,0.0,0.0,559.67,0.0,0.0,1.0,1.0,,3
65,1.0,95.25,0.0,1.0,0.0,2.0,49.91,12.59,1.0,1.0,0.0,0.5867473040698677,0.0,21.0,1.0,2844.87,57.0,1.0,5427.05,0.0,1.0,0.0,1.0,8259.33,0.0,0.0,1.0,1.0,2.0,3
66,1.0,100.8,0.0,1.0,0.0,2.0,17.35,0.0,1.0,1.0,0.0,1.0,1.0,23.0,1.0,17.35,7.8429056875694805,1.0000000282928747,100.8,0.0,0.0,0.0,1.0,118.15,0.0,0.0,1.0,4.0,1.0,3
67,1.0000000268768487,95.01059899847999,0.0,1.0,0.0,2.0,28.86,0.0,1.0,1.0,0.9475065215098258,1.0,1.0,25.0,0.9643858793253601,1904.76,66.0,1.0,6822.15,1.0,0.0,1.0,1.0,8726.91,0.02813719955794895,0.0,1.0,4.981284421643296,1.0,1
68,1.0,108.4,0.5591273685484718,1.0,2.0,2.0,17.646747538591736,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3372.7200000000007,69.0,1.0,7318.2,0.0,1.0,1.2429095139622446,1.0,10690.92,0.0,0.0,1.0,1.0,3.0,3
69,1.0,94.25,0.37263189618522985,1.0,0.0,2.0,25.686713350170773,0.0,1.0,1.0,0.4658178492692558,0.0,1.0,9.0,0.0,444.15,21.0,1.0,1973.75,0.2691040632772182,0.0,0.0,1.0,2417.9,0.0,0.0,1.0,0.0,,1
70,1.0,87.68140999969633,0.0,1.0,0.0,2.0,49.5,0.0,1.0,1.0,0.0,1.0,0.2571358146663733,20.0,0.0,1980.0,40.0,0.7975084148714398,3640.45,0.12442526518726747,0.6215177232668493,1.4487792462314886,1.0,5620.45,1.0,0.0,1.0,1.0,1.0,1
71,0.0,24.45,0.0,0.0,0.0,1.0,0.0,0.0,0.35701676226357604,1.0,0.0,0.0,0.05210833974611571,6.0,0.0,0.0,2.0,1.0,47.5,1.0,0.0,0.0,0.0,47.5,0.0,0.0,1.0,0.0,3.0,1
72,1.0,84.8,0.0,1.0,0.0,0.6475109286109545,39.51,0.0,1.0,0.7111195337389153,0.0,0.0,0.029887818032383877,13.0,0.0,276.57,7.0,1.0,546.95,0.0,0.07221119480272574,0.0,0.0,823.52,0.0,0.0,1.0,0.0,3.0,1
73,1.0,99.95,0.0,1.0,0.0,2.0,39.36,0.0,1.0,0.4321406741497965,0.0,0.0,1.0,4.0,0.0,1220.16,31.0,1.0,3186.65,0.0,0.64133501017668,0.0,1.0,4406.81,0.0,0.0,1.0,0.0,3.0,1
74,1.0,100.7,1.0,1.0,0.0,1.5423221440379127,49.11,46.64,1.0,0.8584336384623213,0.0,1.0,1.0,17.0,1.0,2259.06,46.0,1.0,4541.2,0.0,0.7480344899639375,1.309507473872965,0.0,6753.619999999999,0.0,0.0,1.0,2.512047005298006,1.0,2
75,0.0,64.37305926979428,0.0,1.0,0.0,2.0,41.2,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,41.2,1.0,1.0,69.5,0.0,0.0,0.0,0.0,190.7,0.0,80.0,1.0,0.0,2.0,4
76,1.0,85.25,0.0,1.0,0.0,2.0,24.54,0.0,1.0,0.9999999239262087,0.0,1.0,0.15387383727428455,5.0,0.0,753.7228483983831,36.0,1.0,3132.75,1.0,0.8478013996581714,0.0,1.0,4016.19,1.0,0.0,1.0,1.0,2.0,2
77,0.0,62.7,1.0,1.0,1.0,1.0,10.67,0.0,0.0,1.0,0.0,0.0,0.0,26.109894532282908,1.0,480.15,45.0,1.0,2791.5,1.0,0.0,0.0,1.0,3271.65,0.0,0.0,1.0,0.0,1.0,2
78,1.0,105.95,0.0,1.0,0.0,2.0,46.34,0.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,1158.5,25.0,1.0,2655.25,1.0,1.0,3.0,0.33921487111100274,3813.75,0.0,0.0,1.0,0.0,2.0,4
79,1.0,95.65,0.0,1.0,0.0,2.0,41.93,0.0,1.0,0.0,0.0,0.0,1.0,23.0,0.0,1902.9657290230966,39.0,1.0,3759.05,0.0,0.0,3.0,1.0,5544.32,0.28525260736699976,150.0,1.0,0.0,1.0,5
80,1.0,76.05,0.0,1.0,0.0,2.0,30.25,0.0,1.0,1.0,0.0,0.0,0.0,19.27892010339091,0.0,90.75,3.0,1.0,231.8,0.0,0.0,0.0,0.13095612224872993,322.55,0.0,0.0,1.0,0.0,,1
81,0.0,69.75,0.0,1.0,0.0,2.0,33.84,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,33.84,1.0,1.0,69.75,0.0,0.0,0.0,0.0,103.59,0.2996980969532865,0.0,1.0,0.25350681706884726,1.0,1
82,0.0,79.25,0.0,1.0,0.1265783917698013,2.0,7.51,0.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,75.1,10.0,1.0,793.55,0.0,0.0,4.0,0.20208550563132827,868.65,0.0,0.0,1.0,0.0,1.0,1
83,1.0,86.05,0.0,1.0,0.0,2.0,38.78,0.0,1.0,1.0,0.0,0.0,1.0,23.0,0.0,38.78,1.0,1.0,86.05,0.0,0.0,3.6756634269331867,0.0,124.83,0.0,0.0,1.0,0.0,1.0,1
84,0.0,34.7,0.0,0.0,0.0,1.1508052322872009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.999999993580957,329.8,0.0,0.0,4.0,1.0,329.8,0.0,0.0,1.0,0.0,,5
85,0.0,74.3,0.0,1.0,0.10790957488274007,2.0,26.12,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,417.92,16.0,0.8915752795659392,1178.25,1.0,1.0,4.0,0.0,1123.9326245795103,0.0,1.1284319758179207,1.0,1.0,1.0,1
86,0.0,69.7,0.0,1.0,0.22009315332989554,2.0,14.89,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,119.12,8.0,1.0,560.85,0.0,0.0,0.0,0.0,679.97,0.048519059055321334,0.0,1.0,0.0,1.0,2
87,1.0,99.8,0.2988679379542231,1.0,0.0,2.0,22.56,8.88,0.8505511561567021,1.0,0.31489370514543574,0.0,0.8326186260155155,15.0,1.0,924.96,41.0,1.0,4259.3,0.0,0.0,0.5629775709335286,1.0,5838.275108186355,0.0,0.0,1.0,0.0,1.0,2
88,0.0,74.4,0.0,1.0,0.6258162419797986,2.0,33.22,44.31,0.5504852847415616,0.6813381356189702,0.0,0.0,0.0,9.0,0.0,1063.04,32.0,1.0,2276.95,0.0,1.0,3.0,0.13987077122303782,3295.68,0.0,0.0,1.0,0.3027248852012662,,1
89,0.0,71.05,0.0,1.0,0.0,0.0,4.6,0.0,1.0,1.0,0.0,1.0,0.0,24.0,0.0,230.0,50.0,1.0000000707378123,3444.85,0.0,0.0,0.0,0.0,3674.85,0.0,0.0,1.0,1.0,3.0,5
90,0.29884797574366256,85.55,0.0,1.0000000426339553,0.0,2.0,5.49,0.0,1.0,1.0,0.0,0.0,1.0,25.0,0.0,873.4183285904367,2.0,1.0,187.45,0.0,0.0,5.0,0.0,198.43,0.19554834090292733,0.0,1.0,2.71242818491631,3.0,2
91,0.0,59.4,0.0,1.0,0.0,1.0,20.552560913363944,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,525.5302006608838,16.0,1.0,1094.0073272336351,0.0,0.0,0.0,0.0,1613.1799999999996,0.0,0.0,1.0,0.0,,4
92,1.0,99.55,0.0,1.0,0.0,2.0,47.39,0.0,1.0,1.0,0.4825411641931182,0.0,1.0,2.0,0.0,1800.82,38.0,1.0,3734.25,0.0,0.0,3.0,1.0,5535.07,0.0,0.0,1.0,0.0,1.0,2
93,0.7292162803835138,77.29492536551304,0.0,1.0,0.0,2.0,9.5,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,161.5,17.0,1.0,2695.375785210778,0.0,0.0,0.0,0.25420383755794385,1490.7,0.0,0.0,1.0,1.0,,1
94,0.0,36.45,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,20.0,0.0,0.0,3.0,1.0,93.7,1.0,0.0,5.0,0.0,93.7,0.0,0.0,1.0,1.0,1.0,1
95,0.0,25.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.9999999778947802,1.0,25.05,1.0,0.0,5.0,0.0,25.05,0.0,0.0,1.0,0.0,1.0,1
96,0.0,55.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999684953796,0.0,1.0,1.0,21.0,1.0,0.0,43.0,1.0,2836.288443002951,1.0,1.0,2.0,1.0,2342.2,0.0,0.0,1.0,1.0,1.0,1
97,1.0,106.75,1.0,1.0,0.0,2.0,41.85,0.0,1.0,1.0,0.0,0.05818023355718323,1.0,2.0,0.5036456955552054,1548.45,35.0684753036766,1.0,3815.51157065449,0.0,1.0,3.0,1.0,5605.2,0.0,0.0,1.0,0.0,,4
98,0.0,78.45,0.0,1.0,0.0,2.0,18.37,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,18.37,1.0,1.0,78.45,0.0,0.0,5.0,0.0,96.82,0.0,0.0,1.0,0.0,1.0,2
99,1.0,63.611015710465125,0.0,1.0,0.0,2.0,12.91,0.0,1.0,1.0,0.0,0.07464245066319074,0.0,21.0,0.0,116.19,9.0,1.000000049094758,762.5,0.0,0.0,5.0,1.0,878.69,0.0,2.3700599481795406,1.0,0.0,3.0,1
100,0.0,37.36527448928744,0.0,1.0,1.0,2.6637553307353032,5.75,0.0,1.0,1.0,1.0,0.0,1.0,20.008775907815277,1.0,218.5,38.0,0.2102751740125871,2497.35,1.0,1.0,3.0,0.0,2715.85,0.0,0.0,1.0,0.0,,4
