,Internet Type,Streaming TV,Total Revenue,Number of Dependents,Device Protection Plan,Unlimited Data,Payment Method,Latitude,Online Backup,Contract,Zip Code,Internet Service,Offer,Paperless Billing,Population,Senior Citizen,Quarter,Avg Monthly GB Download,Total Refunds,Country,Age,Streaming Music,Gender,State,City,Online Security,Number of Referrals,Count,Premium Tech Support,Total Extra Data Charges,Total Long Distance Charges,Streaming Movies,Referred a Friend,Monthly Charge,Tenure in Months,Dependents,Under 30,Longitude,ID,Phone Service,Married,Avg Monthly Long Distance Charges,Multiple Lines,Total Charges,Customer ID,Satisfaction Score,Churn Category
10,2.0,1.0,2005.85,0.5910481354727378,0.0,1.0,0.0,36.057458000000004,0.0,0.0,93208.0,1.0,0.0,1.0,191.0,1.0,1.0,10.0,0.0,0.0,75.0,0.24003537881257664,0.707667945709529,0.0,142.0,0.0,7.0,1.0,0.20388161789472864,0.0,209.22687981639237,1.0,1.0,94.55,20.0,0.0,0.0,-118.591951,650.0,1.0,1.0,3.544425504959939,1.0,1899.65,5614-DNZCE,1.0,1
11,1.2222625819635657,0.3814346192734091,4022.29,0.0,0.0,1.0,0.0,34.229197556105746,0.0,0.0,92129.0,1.0,0.0,1.0,47224.0,1.0,1.0,8.0,0.0,0.0,72.0,0.0,1.0,0.0,849.0,0.0,1.0,1.0,0.0,0.0,1047.0216174916873,0.3867348487282511,1.0,94.5,33.0,0.0,0.0,-117.13491699999999,379.0,0.6807630721786202,1.0,27.78,1.0,2853.593328981689,7207-RMRDB,3.0,5
12,2.0,1.0,2851.6,0.040411032795696314,1.0,0.0,0.0,32.961064,0.0,0.0,92129.0,0.38740009706121986,0.0,1.0,47224.0,0.003450116521253804,1.0,13.0,0.0,0.0,1.181190496755601,0.0,1.0,0.0,604.5588889340607,0.0,0.0,1.0,0.0,120.0,859.2637433759816,1.0,0.0,98.55,20.0,0.016591294367395867,0.0,-116.30692257065242,379.0,1.0,0.0,44.44,1.0,1842.8,2424-WVHPL,3.0,1
13,0.8991009462444238,1.0,4983.8200000000015,0.0,0.6796221710911814,1.0,0.0,36.798882,1.0,1.0,93606.0,1.0,0.0,1.0,807.0,1.0,1.0,20.0,0.0,0.0,65.0,0.6398512227145895,0.0,0.0,87.0,1.0,2.1407354797115143,1.0,0.0,0.0,109.02,1.0,0.0,110.0,42.93107101279794,0.0,0.1114643871216595,-120.01951100000001,794.0,1.0,0.0,2.37,1.0,4874.8,4342-HFXWS,1.0,1
14,0.0,1.0,797.72,0.0,0.0,1.0,0.0,36.545322,0.0826785272238971,0.0,93662.0,1.0,0.0,1.0,26213.0,1.0,1.0,11.0,0.2836932174177218,0.0,74.0,0.0,1.0,0.0,902.0,0.0,1.0,1.0,0.0684424081983577,1.3782225746615482,153.37,1.0,0.08281904168607113,95.6,7.0,0.0,0.0,-119.64228100000001,835.0,1.0,1.0,21.91,1.0,644.35,1866-NXPSP,,1
15,2.0,1.0,440.52,0.48232418200646565,0.0,1.0,0.03773463612591805,36.719141,0.03608020379693103,0.0,93675.0,1.0,0.0,1.0,3146.0,1.0,1.0,1.6175656857185352,0.0,0.0,65.0,0.0,0.0,0.0,944.0,0.0,0.0,1.0,0.0,0.0,147.72,0.0,0.0,78.85,4.0,0.0,0.0,-119.20267700000001,843.0,1.0,0.0,36.93,0.0,292.8,2135-DQWAQ,3.0,5
16,2.0,1.0,3645.4645079729407,0.0,1.0,0.0,0.21798362627568982,38.140719,0.0,0.0,94512.0,1.0,0.0,1.0,138.0,1.0,1.0,19.0,0.0,0.0,71.0,0.0,1.0,0.0,88.0,0.0,0.0,1.0,0.0,6.724543425905854,403.76173326648995,1.0,0.0,99.05,35.0,0.0,0.0,-121.838298,957.0,1.0,0.0,20.83,1.0,3395.8,8883-ANODQ,,5
17,1.0,0.010188087772458825,138.39,0.0,0.0,1.0,1.0,37.83323,0.0,0.030250177159008955,94514.0,1.0,5.0,0.0,10153.0,1.0,1.0,11.0,0.0,0.0,80.0,0.0,1.0,0.0,127.0,0.0,0.0,1.0,0.0,0.0,53.24,0.010394909374147934,0.0,44.95,2.0,0.0,0.0,-121.60146100000001,959.0,1.0,0.0,26.62,0.0,85.15,1023-BQXZE,2.0,5
18,0.0,0.0,1359.7,0.0,0.0,1.0,0.0,37.571748,1.0,0.0,94550.0,0.2742937439144906,0.0,1.0,75929.0,1.0,1.0,28.0,0.0,0.0,73.0,0.0,1.0,0.0,664.3730942400877,0.0,2.0,1.3433038168049742,0.0,0.0,0.0,0.0,1.0,30.35,44.0,0.0,0.0,-121.65956200000001,982.0,0.16335861687482162,1.0,0.25152868380974935,0.16281427701161838,1359.7,7596-IIWYC,1.0,1
19,2.0,0.05394419930410365,622.45,0.0,0.0,1.0,0.0,37.766556,0.05247939573792651,0.0,94583.0,0.08676037249533879,0.1067941852768441,1.0,44078.0,1.0,1.0,23.0,0.0,0.0,65.0,1.0,0.6069376932443049,0.0,874.0,0.0,0.2956379120100603,1.0,0.04284701835043892,0.9977448971379694,198.0,1.0,0.0,8.181683704514523,4.0,0.0,0.0,-121.97678400000001,1006.0,1.0,0.5629306446848361,49.5,1.0,424.45,4078-SAYYN,2.0,1
20,2.0,0.0,2180.15,0.5927855768043669,0.0,1.0,0.0,37.685052,0.0,0.0,94588.0,1.0,0.0,1.0,28568.0,1.0,1.0,23.0,0.0,0.0,75.0,0.0,1.0,0.0,769.0,0.0,1.0,1.3886732000222657,0.0,0.0,286.2,0.0,1.0,75.5,27.0,0.0,0.0,-121.91206100000001,1010.0,1.0,0.6670814427448073,10.6,1.0,1893.95,2884-GBPFB,1.0,1
21,2.0,1.0,1009.671019033352,0.0,1.0,0.12308635305574189,0.0,37.872902,0.0,0.0,94710.0,1.0,5.0,1.0,8157.0,1.0,1.0,9.0,0.0,0.0,71.0,0.0,0.0,0.0,74.0,0.0,0.0,1.0,0.0,0.0,343.44,1.0,0.0,92.1,8.0,0.0,0.0,-122.30370800000001,1041.0,1.0,0.0,42.93,0.0,729.95,8883-GRDWQ,1.0,1
22,1.0,0.0,526.95,0.0,1.0,0.08489957903809654,0.0,38.010092,0.0,0.0,94933.0,1.0,0.0,1.0,1025.0,1.0,1.0,10.0,0.0,0.0,77.0,0.0,1.0,0.0,333.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.049690678428693465,43.65,12.0,0.0,0.0,-122.68944199999999,1059.0,0.0,0.0,0.0,0.0,472.3415660370016,1657-DYMBM,1.0,1
23,2.0,1.0,1091.26,0.0,0.14073339089519338,0.177837534246315,0.0,37.03889,0.0,0.0,95020.0,1.0,0.0,0.0,49968.0,1.0,1.0,27.0,0.0,0.0,68.0,0.0,0.6330281339155891,0.0,363.0,0.0,0.0,1.0,0.0,0.0,104.28955329571056,1.0,0.0,89.7,9.680755672501181,0.0,0.0,-121.52895500000001,1095.0,1.0,0.0,3.96,0.0,1047.7,1618-CFHME,,3
24,2.0,1.0,228.99412118193078,0.0,0.0,1.0,0.0,36.58905847998136,0.0,0.0,95232.0,1.0,5.0,0.028812291813544753,21.0,1.0,1.0,9.0,0.0,0.0,74.0,0.0,0.0,0.0,365.0,0.0,1.0,1.0,0.0,0.0,9.87,0.0,1.0,80.4,3.0,0.0,0.0,-120.57930400000001,1169.0,0.02926783675454247,1.0,3.29,0.0273887772251741,224.05,1090-ESELR,2.0,3
25,1.0,1.0,1831.9212197122222,0.0,1.0,1.0,0.0,38.085839,0.0,0.0,95310.0,1.0,0.0,1.0,2144.0,1.0,1.0,14.0,0.0,0.0,0.6089204388484634,0.0,1.0,0.0,209.0,0.0,0.0,0.012179178224733127,0.0,0.0,727.02,0.0,0.0,60.05,21.0,0.0,0.0,-120.37855,1191.0,1.0,0.0,34.62,0.0,1236.15,5286-YHCVC,1.0,1
26,2.0,1.0,4706.18,0.0,0.0,1.0,0.2688312825793093,33.840524,1.0,1.0,90712.0,1.0,0.0,0.0,30173.0,1.0,1.0,30.0,0.0,0.0,73.0,0.0,0.0,0.0,508.0,0.0,0.0,1.0,0.0,0.0,281.98,1.0,0.45594032798608397,72.4083578393292,46.0,0.0,0.0,-118.148403,135.0,1.0,0.0,6.13,0.0,4009.642737855323,4163-KIUHY,2.0,1
27,2.0,1.0,1587.88,0.0,0.0,1.0,0.0,0.008390883528494463,0.0,0.30301991217996715,21.727342229251786,1.0,0.0,1.0,5.1346560397489265,0.37036313779123897,1.0,22.0,0.0,0.0,76.0,0.0,1.0,0.0,63.0,0.0,0.0,1.0,0.1356799484004618,0.0,311.5849281618289,0.0,0.0,86.6,16.0,0.0,0.0,-124.049485,0.18458305846470197,1.0,0.0,19.18,1.0,1281.0,2165-VOEGB,3.0,2
28,2.0,1.0,3066.91,0.49101192834750584,0.25793938674496053,0.0,0.0,40.171312,0.0,0.0,95923.0,1.0,4.0,1.0,86.0,1.0,1.0,8.0,0.0,0.0,65.0,1.0,0.610702762343732,0.0,151.0,0.0,1.4325124586956262,1.0,0.0,100.0,883.96,1.0,0.0,40.45261527570091,22.0,0.0,0.11733538789212725,-121.120605,1504.0,1.0,0.0,40.18,1.0,2082.95,5244-IRFIH,,1
29,0.6622166635311652,0.0,1842.35,0.0,0.0,1.0,0.0,40.077028000000006,0.0,0.0,95942.0,1.0,4.0,0.0,1351.0,1.0,1.0,19.0,0.7053451156033655,0.0,70.0,0.0,1.0,0.0,334.0,0.0,0.0,1.0,0.0,0.0,695.7,0.0,0.20444063918419464,75.65,15.0,0.0,0.0,-119.17371714636695,1517.0,1.0,0.0,12.93942997541388,1.0,1146.65,2868-SNELZ,3.0,3
30,1.0,0.0,227.52,0.5619497557439505,0.0,0.0,0.0212554474607219,33.362575,0.0,0.0,92028.0,1.0,0.0,0.0,42239.0,1.0,1.0,6.0,0.08737011844987858,0.0,76.0,0.0,0.0,0.0,314.0,0.0,0.0,1.0,0.0,0.3381249801622879,90.42,0.015311544135294302,0.0,45.0,3.0,0.0,0.0,-117.299644,328.0,1.0,0.0,30.14,0.02346852491703382,127.1,7801-KICAO,3.0,1
31,2.0,0.0,1033.84,0.0,0.0,1.0,0.0,40.704293,0.0,0.0,96052.0,1.0,4.0,1.0,1845.0,1.0,1.0,19.0,0.0,0.0,77.0,0.0,1.0,0.0,524.0,0.0,0.4535546700507854,1.4165739413047789,0.0,0.0,83.64,1.0,1.0,80.45,12.0,0.0,0.0,-119.33296604611624,1599.0,1.0,1.0,6.97,0.0,950.2,0196-JTUQI,2.0,1
32,2.0,0.0,1188.4599999999996,0.0,0.0,1.0,0.060101161899834624,32.957195,0.1549621187399179,0.0,208.52804191945205,1.0,4.0,1.0,53.13302016423232,1.0,1.0,5.0,0.0,0.0,76.0,0.0,1.0,0.0,849.0,0.0,0.5096215678149418,1.0,0.12986086030027852,0.0,19.11,1.0,1.0,89.05,13.0,0.0,0.0,-0.2663570803555539,1.7333320929939442,1.0,1.0,1.47,0.0,1169.35,0014-BMAQU,,1
33,2.0,1.0,2856.162657989173,0.0,0.0,1.0,0.21480646757346683,34.69925610234867,0.28481332703762463,0.0,92130.0,1.0,4.0,1.0,28201.0,1.0,1.0,12.21393003392962,0.0,0.0,77.0,0.0,0.0,0.0,849.0,0.0,1.3406789327557243,1.0,0.0,0.0,716.9100000000002,1.0,0.0,94.75,23.0,0.2677783602499352,0.0,-117.202542,380.0,1.0,0.0,31.17,0.0,2293.6,7248-VZQLC,2.0,1
34,0.669166568080803,0.0,2089.390000000001,0.0,1.0,1.0,0.0,34.69925610234867,0.0,0.0,92130.0,1.0,0.3532516335107374,1.0,28201.0,1.0,1.0,6.0,0.0,0.0,80.0,0.0,0.0,0.0,849.0,0.1484531466908027,1.0,1.0,0.0,3.387693411366408,625.94,0.1920018081863358,0.22552867096867646,85.35,17.0,0.0,0.0,-117.202542,380.0,1.0,0.6897355894462446,36.82,1.0,1463.45,4316-XCSLJ,1.0,1
35,2.0,1.0,121.4,0.0,0.0,1.0,0.0,32.957195,0.0,0.0,214.46213447664974,1.0,0.02046254221460569,1.0,54.26321012432419,1.0,1.0,16.0,0.04471773910896688,0.0,65.0,0.0,1.0,0.0,849.0,0.0,0.056765918204162984,1.0,0.0,0.0,35.65205271188004,0.010661095740337441,0.0,79.1,1.0,0.0,0.0,-117.202542,1.7864431829820315,0.021381585446724753,0.0,0.7031492937934924,0.0,79.1,4781-ZXYGU,3.0,1
36,0.0,0.0,89.93,0.0,1.0,1.0,2.0,32.898613,0.0,0.0,214.46125108935922,1.0,5.0,1.0,54.26306648553313,0.3311667124557979,1.0,12.0,0.0,0.0,68.0,0.0,1.0,0.0,849.0,0.0,0.0,1.0,0.0,0.0,39.78,0.005718632016016415,0.0,50.15,1.0,0.0,0.0,-117.202937,1.7864350325389198,1.0,0.0,39.78,0.0,50.15,7572-KPVKK,2.0,1
37,0.03527417780916988,0.0,104.11,0.0,0.0,1.0,0.0,33.865320000000004,0.008539602057059382,0.02198298241009307,90254.0,1.0,5.0,0.011124763168650046,18693.0,1.0,1.0,15.0,0.0,0.0,72.0,0.0,0.0,0.0,416.0,0.0,0.0,1.0,0.0,0.16556325450252418,34.51,0.0,0.0,1.351053420205626,1.0,0.0,0.0,-118.396336,80.0,1.0,0.0,34.51,0.0,69.6,7398-LXGYX,1.0,1
38,2.0,0.3212456920667146,4248.3,0.0,0.0,1.0,0.0,34.110444,0.32267262145074277,0.9183690311174296,91030.0,0.5463992541544883,0.0,0.0,23984.0,1.0,1.0,10.0,0.0,0.0,76.0,1.0,1.0,0.0,939.0,0.0,1.0,1.0,0.0,0.0,1587.2,1.0,1.0,85.3,32.0,0.0,0.0,-118.156957,170.0,1.0,1.0,29.534404267842927,1.0,2661.1,7594-LZNWR,,1
39,0.0,1.0,2560.88,0.0,0.0,1.0,0.0,34.167926,0.0,0.0,91202.0,1.0,0.0,0.3255593101423369,21990.0,1.0,1.0,3.0,12.07,0.0,70.0,1.0,0.6558354352537149,0.0,366.0,0.0,1.0,1.0,0.0,0.0,170.93041959414558,1.0,1.0,44.85,22.67479892827458,0.25653296716473445,0.0,-118.26753899999999,181.0,0.0,1.0,0.0,0.3098673478458303,2572.95,9122-UMROB,2.0,3
40,0.01747258690869037,0.0,58.4141673570142,0.0,0.0,1.0,0.0,34.136306,0.0,0.0,96.19655760304408,1.0,5.0,0.0,24.09703843794352,1.0,1.0,14.0,0.021629151314605705,0.0,71.0,0.0,1.0,0.0,366.0,0.0,0.0,1.0,0.0,0.09955902081832721,15.28,0.0,0.0,45.1,1.0,0.0,0.0,-118.26036,0.8037109099625415,0.009880984011595585,0.6156645237057262,15.28,0.0,45.1,6557-BZXLQ,2.0,3
41,1.0,0.0,43.3,0.5789250553618137,1.0,1.0,0.0,34.200175,1.0,0.0,199.2365505609664,1.0,5.0,1.0,50.76170576129389,0.36107155545478525,1.0,26.0,0.0,0.0,75.0,0.0,1.0,0.0,811.0,0.004364543466471395,0.0,1.3858364875190317,0.0,0.0,0.0,0.006658898074779501,0.0,43.3,1.0,0.0,0.0,-0.25448878907045624,1.6561371849009865,0.0,0.0,0.0,0.0,43.3,4727-MCYZG,3.0,5
42,1.0,0.0,3242.4500000000007,0.0,0.0,1.0,1.0,34.321621,1.0,0.0,91342.0,1.0,0.0,1.0,81986.0,1.0,1.0,27.0,0.0,0.0,67.0,0.0,0.0,0.0,972.0,1.0,0.0,1.0,0.0,0.0,991.8,0.0,0.0,57.15,38.0,0.23355002315170972,0.0,-118.399841,205.0,1.0,0.0,26.1,0.3519941187126792,2250.65,0661-KBKPA,1.0,3
43,0.9951340118145086,1.0,4212.65,0.0,0.0,1.0,0.0,34.177267,1.0,0.0,91502.0,0.7403242981932956,0.0,1.0,11517.0,1.0,1.0,22.0,0.0,0.0,65.0,0.0,0.0,0.0,543.8756989330461,1.0,1.8806037513505482,1.0,1.0,0.0,559.3000000000002,0.5274637664158408,0.4272333209940097,100.5,35.0,0.0,0.0,-118.31003,232.0,1.0,0.5610102299311277,15.98,1.0,3653.35,1544-JJMYL,1.0,3
44,1.0,0.0,60.34,0.0,0.0,1.0,0.004641109590364498,34.07335364282677,0.0,0.0,91606.0,1.0,5.0,0.0,45358.0,1.0,1.0,14.0,0.0,0.0,80.0,0.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,0.0,15.24,0.0,0.0,45.1,1.0,0.0,0.0,-118.387125,240.0,1.0,0.0,15.24,0.0,45.1,6178-KFNHS,1.0,1
45,1.0,0.0,1640.6399773344706,0.0,0.0,1.0,0.0,33.990646000000005,1.0,0.0,91710.0,1.0,0.0,1.0,75319.0,0.343619761486213,1.0,29.0,0.0,0.0,71.0,0.0,1.0,0.0,186.0,0.0,1.0,1.3074753071498857,0.0,0.0,182.12228588898765,0.0,1.0,50.4,30.0,0.0,0.0,-117.663025,246.0,1.0,1.0,4.65,0.0,1527.5,0480-BIXDE,3.0,3
46,2.0,0.05094458426988119,439.75,0.0,0.0,1.0,0.0,34.127621000000005,0.0,0.0,91711.0,1.0,5.0,0.0,34716.0,1.0,1.0,20.0,0.0,0.0,70.0,0.0,0.0,0.0,192.0,0.0,0.0,1.0,0.0,0.0,61.35,1.0,0.04425511134236182,78.95,5.0,0.0,0.0,-117.717863,247.0,1.0,0.0,12.27,0.0,351.62654067995624,6797-UCJHZ,3.0,3
47,2.0,0.8035266887555943,9151.29,0.0,1.0,1.0,0.0,32.825086,1.0,1.8986531209643192,92117.0,1.0,1.5623018283438188,1.0,51213.0,1.0,1.0,19.0,0.0,0.0,78.0,0.0,1.0,0.0,849.0,1.0,1.0,1.0,0.0,14.713386303199494,2864.04,1.0,0.992257998410111,108.85,58.0,0.0,0.0,-117.199424,368.0,1.632019686256011,0.6757363581461142,49.38,1.0,6287.25,6979-TNDEU,,1
48,2.0,0.0,577.41,0.0,0.0,0.0,0.0,32.85723,1.0,0.0,92122.0,1.0,0.10586955458100235,1.0,34902.0,1.0,1.0,11.0,40.64,0.0,68.0,0.0,0.0,0.0,849.0,0.0,1.0,1.0,0.0,10.0,236.4,0.0,1.0,81.0,5.0,0.0,0.0,-117.209774,373.0,1.0,1.0,47.28,1.0,371.65,6754-WKSHP,,1
49,2.0,0.0,88.75,0.0,0.0,1.0,0.0,34.358321000000004,0.009097325934057094,0.0,92397.0,1.0,5.0,1.0,4253.0,1.0,1.0,13.0,0.0,0.0,72.0,0.0,0.0,0.0,1091.0,0.0,0.0,1.0,0.0,0.0,18.2,0.0,0.0,70.55,1.0,0.0,0.0,-117.61826299999998,486.0,0.01412830346377129,0.0,18.2,0.0,70.55,2455-USLMV,3.0,3
50,2.0,0.07547032023293142,557.88,0.0,0.0,1.0,1.0,33.827690000000004,0.0,0.0,92567.0,1.0,0.0,1.0,7344.0,1.0,1.0,17.0,32.46,0.0,72.0,0.0,1.0,0.0,543.3345840180094,0.0,1.0,1.0,0.056512658495197904,0.0,62.44,0.0,1.0,74.4,7.0,0.2648549881070236,0.0,-117.102244,521.0,1.0,1.0,1.037346619104659,1.0,527.9,2075-PUEPR,3.0,3
51,2.0,0.0,222.39,0.0,1.0,1.0,0.0,35.14313470847189,0.0,0.0,92606.0,1.0,0.0,1.0,17621.0,1.0,1.0,28.0,0.0,0.0,68.0,1.0,0.0,0.0,448.0,0.0,0.0,1.0,0.0,0.3850288592203216,43.16957659509191,1.0,0.0,88.55,2.0,0.0,0.0,-117.82417199999999,537.0,1.0,0.0,0.8174588249435636,1.0,179.25,4450-YOOHP,1.0,1
52,2.0,1.0,134.91,0.5040402475712342,0.0,1.0,0.011439813457238683,33.600986999999996,0.0,0.0,60.152399393069295,1.0,0.0,1.0,14.906828578759963,1.0,1.0,2.0,0.0,0.0,68.0,1.0,0.0,0.0,219.0,0.0,0.0,1.0,0.009263926042750385,0.0,43.61,1.0,0.0,91.3,1.0,0.0,0.0,-117.862734,0.5041646702310107,1.0,0.0,43.61,0.0,91.3,3012-VFFMN,3.0,3
53,2.0,0.0,559.67,0.0,0.050571325776807126,1.0,1.0,33.744439,0.0,0.0,92655.0,1.0,0.0,1.0,8660.0,0.36372369388591,1.0,22.0,20.23,0.0,75.0,0.04813868669883769,0.7018480981454104,0.0,605.0,0.0,1.0,1.0,0.0,0.0,143.88510790215545,0.0,1.0,70.1,7.0,0.0,0.1327316525997865,-117.98588000000001,555.0,1.0,1.0,16.05,0.0,399.7813505695234,6077-BDPXA,,3
54,2.0,0.0,8259.33,0.0,1.0,1.0,0.0,33.601309,1.0,0.0,92661.0,1.0,0.0,1.0,4242.0,1.0,1.0,21.0,12.59,0.0,74.0,0.0,1.0,0.0,660.0,0.0,1.0,1.0,0.0,0.0,2844.87,1.0,0.905919814342489,95.25,57.0,0.0,0.0,-117.902304,559.0,1.0,1.0,49.91,1.0,5427.05,4821-WQOYN,2.0,3
55,2.0,1.0,118.15,0.0,1.0,1.0,0.0,33.62251,0.0,0.0,168.20319645721813,0.020632327823284086,0.0,1.0,42.46256893075013,1.0,1.0,23.0,0.0,0.0,78.0,0.0,0.0,0.0,660.0,0.0,4.0,1.0,0.0,0.0,17.35,1.0,1.0,100.8,1.0501674971771626,0.0,0.0,-117.927024,1.4020657504838938,1.0,1.0,17.35,1.0,100.8,9786-YWNHU,1.0,3
56,2.0,1.0,8726.91,0.0,0.8763546388970974,1.0,1.0,34.419203,0.0,0.0,93101.0,1.0,1.0,1.0,31727.0,1.0,1.0,25.0,0.0,0.0,79.0,0.831653271836197,1.0,0.0,879.0,0.0,4.00901915649578,1.4516219112476434,0.7175561118470724,0.0,1904.76,1.0,1.0,125.1416031965472,66.0,0.0,0.0,-119.710008,635.0,1.0,0.6866130203191332,28.86,0.9752125522534536,6822.15,7609-YBPXG,1.0,1
57,2.0,1.0,10690.92,0.0,1.0,1.0,0.0,34.437945,1.0,2.0,93110.0,1.0,1.828560891705105,1.0,15757.0,1.0,1.0,4.0,3.9938149235629834,0.0,69.0,0.0,1.0,0.0,879.0,0.7431435094760287,1.0,1.27003369230517,1.0,0.0,3372.7200000000007,1.0,1.0,108.4,69.0,0.0,0.0,-116.24098225642967,640.0,1.0,1.0,63.07005121631184,1.0,7318.2,0282-NVSJS,3.0,3
58,1.0,0.007205986635122981,47.5,0.0,0.0,1.0,1.0,34.598221,0.0,0.0,93591.0,1.0,0.0,0.00604677294193942,6787.0,1.0,1.0,6.0,0.0,0.0,66.0,0.0,1.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.45,2.0,0.0,0.0,-117.79593,788.0,0.0,0.0,0.0,0.0,47.5,4816-LXZYW,3.0,1
