Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6718-BDGHG,1.0,0.0,0.0,0.0,4.0,5.0,1.0,31.61,1.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,95.45,396.1,0.0,0.0,126.44,522.54
4981-FLTMF,1.0,0.0,1.0,2.0,32.0,3.0,1.0,47.34,1.0,1.0,2.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.9,2303.35,0.0,0.0,1514.88,3818.23
3522-CDKHF,1.0,0.0,1.0,1.0,24.0,3.0,1.0,16.1,0.0,1.0,,12.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,93.15,2231.05,0.0,0.0,386.4,2617.4500000000007
8999-XXGNS,1.0,0.0,0.0,0.0,2.0,5.0,1.0,13.17,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,70.35,139.05,0.0,0.0,26.34,165.39
8443-WVPSS,1.0,0.0,0.0,0.0,21.0,0.0,0.0,,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,41.9,,0.0,0.0,0.0,840.1
4615-PIVVU,1.0,0.0,1.0,1.0,11.0,0.0,1.0,29.54,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,19.95,214.75,0.0,0.0,324.94,539.69
7401-RUBNK,1.0,0.0,1.0,2.0,55.0,2.0,,42.82,1.0,1.0,2.0,27.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,85.45,4874.7,0.0,90.0,2355.1,7319.799999999998
5701-GUXDC,1.0,0.0,0.0,0.0,3.0,5.0,,9.22,1.0,1.0,2.0,14.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,81.35,233.7,0.0,0.0,27.660000000000004,261.36
1723-HKXJQ,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,1.0,26.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,28.45,131.05,0.0,0.0,0.0,131.05
0479-HMSWA,1.0,0.0,0.0,0.0,20.0,0.0,1.0,48.73,,1.0,,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,94.1,1782.4,0.0,,974.6,2837.0
0027-KWYKW,1.0,0.0,1.0,4.0,5.0,,1.0,45.76,1.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,74.35,334.8,0.0,,228.8,563.6
7750-EYXWZ,1.0,0.0,1.0,2.0,,,1.0,,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1929.35,0.0,,189.54,2118.89
2014-MKGMH,1.0,0.0,0.0,0.0,4.0,0.0,,48.35,1.0,,0.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,89.2,346.2,,0.0,193.4,539.6
3146-MSEGF,1.0,0.0,0.0,0.0,1.0,0.0,1.0,45.81,1.0,1.0,2.0,21.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,85.7,85.7,0.0,0.0,45.81,131.51
7929-DMBCV,1.0,0.0,1.0,3.0,49.0,2.0,1.0,,1.0,1.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90.05,4547.25,0.0,0.0,,
3336-JORSO,1.0,0.0,1.0,1.0,43.0,2.0,1.0,14.52,1.0,1.0,2.0,,0.0,,1.0,1.0,,1.0,0.0,,0.0,1.0,0.0,110.75,4687.9,0.0,0.0,624.36,5312.259999999998
3580-REOAC,1.0,0.0,0.0,0.0,56.0,2.0,1.0,48.8,1.0,1.0,2.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,104.55,5794.65,,0.0,,8527.449999999999
5614-DNZCE,1.0,0.0,1.0,7.0,20.0,0.0,1.0,,1.0,1.0,2.0,10.0,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,1.0,0.0,94.55,1899.65,0.0,0.0,,2005.85
1845-CSBRZ,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,1.0,2.0,19.0,,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,161.5,0.0,0.0,,256.44
4334-HOWRP,1.0,0.0,0.0,0.0,8.0,0.0,1.0,27.95,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65,,0.0,0.0,,387.9
4906-ZHGPK,1.0,0.0,0.0,0.0,,0.0,,43.99,0.0,1.0,1.0,27.0,1.0,0.0,,0.0,,0.0,0.0,1.0,,1.0,0.0,49.25,91.1,0.0,0.0,87.98,179.07999999999996
7207-RMRDB,1.0,0.0,1.0,1.0,33.0,0.0,,27.78,1.0,1.0,,8.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,94.5,,0.0,0.0,,4022.29
1591-XWLGB,1.0,0.0,0.0,0.0,30.0,,1.0,45.88,1.0,,2.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,91.7,2758.15,,0.0,1376.4,4134.55
2424-WVHPL,1.0,0.0,0.0,0.0,20.0,0.0,1.0,44.44,1.0,,2.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.55,1842.8,0.0,120.0,,2851.6
4342-HFXWS,1.0,0.0,0.0,0.0,,0.0,1.0,2.37,1.0,1.0,,20.0,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,110.0,4874.8,0.0,0.0,109.02,4983.8200000000015
1866-NXPSP,1.0,0.0,1.0,1.0,7.0,0.0,1.0,21.91,1.0,1.0,0.0,11.0,0.0,,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,95.6,644.35,,,153.37,797.72
2135-DQWAQ,1.0,0.0,0.0,0.0,4.0,0.0,1.0,36.93,0.0,1.0,2.0,,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,78.85,292.8,0.0,0.0,147.72,440.52
8207-VVMYB,1.0,0.0,0.0,0.0,55.0,,1.0,37.38,1.0,1.0,,7.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,100.0,5509.3,0.0,100.0,,7665.200000000002
7469-LKBCI,1.0,0.0,1.0,1.0,20.0,0.0,1.0,5.37,0.0,1.0,2.0,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,73.65,1463.5,0.0,0.0,107.4,1570.9
5016-ETTFF,1.0,0.0,0.0,0.0,9.0,0.0,1.0,48.71,1.0,1.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,100.5,918.6,0.0,0.0,438.39,1356.99
9115-YQHGA,1.0,0.0,0.0,0.0,10.0,0.0,1.0,5.46,0.0,1.0,2.0,24.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.85,688.65,,30.0,54.6,773.25
5792-JALQC,1.0,0.0,0.0,0.0,1.0,0.0,1.0,36.92,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,73.55,0.0,,36.92,110.47
0570-BFQHT,1.0,0.0,0.0,0.0,3.0,0.0,1.0,41.9,1.0,1.0,2.0,11.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79.4,205.05,0.0,0.0,125.7,330.75
8800-JOOCF,1.0,0.0,0.0,0.0,4.0,0.0,1.0,6.68,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,84.6,360.1,0.0,0.0,26.72,386.82000000000005
8883-ANODQ,1.0,0.0,0.0,0.0,35.0,0.0,1.0,20.83,1.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,99.05,3395.8,0.0,,,
1023-BQXZE,1.0,0.0,0.0,0.0,2.0,5.0,1.0,26.62,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,1.0,44.95,85.15,0.0,0.0,53.24,138.39
3722-WPXTK,1.0,0.0,0.0,0.0,8.0,0.0,,,0.0,1.0,2.0,,1.0,,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,100.3,832.35,0.0,0.0,92.56,924.91
7596-IIWYC,1.0,0.0,1.0,2.0,44.0,0.0,,,,,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.35,1359.7,0.0,0.0,0.0,1359.7
3115-CZMZD,1.0,0.0,1.0,4.0,62.0,0.0,1.0,7.11,1.0,1.0,2.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,103.75,6383.35,0.0,0.0,440.82,6824.17
5590-YRFJT,1.0,0.0,1.0,1.0,33.0,0.0,1.0,33.19,1.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,80.6,2656.5,0.0,0.0,1095.27,3751.77
4078-SAYYN,1.0,0.0,0.0,0.0,4.0,,1.0,49.5,1.0,,2.0,23.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,,424.45,0.0,,198.0,622.45
2884-GBPFB,1.0,0.0,1.0,1.0,27.0,0.0,1.0,10.6,1.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.5,1893.95,0.0,0.0,286.2,2180.15
0475-RIJEP,1.0,0.0,0.0,0.0,8.0,5.0,1.0,40.45,1.0,1.0,2.0,29.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,100.6,819.4,0.0,,,1143.0
8883-GRDWQ,1.0,0.0,0.0,0.0,8.0,5.0,1.0,42.93,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,92.1,729.95,0.0,0.0,343.44,
2446-PLQVO,1.0,0.0,0.0,0.0,14.0,0.0,,,0.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90.45,1266.1,0.0,0.0,158.34,1424.4399999999996
1657-DYMBM,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,43.65,,0.0,0.0,0.0,526.95
1342-JPNKI,1.0,0.0,0.0,0.0,13.0,0.0,,40.37,0.0,1.0,2.0,21.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,74.3,940.35,0.0,0.0,524.81,1465.16
1618-CFHME,1.0,0.0,0.0,0.0,,0.0,1.0,3.96,0.0,1.0,2.0,27.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,89.7,1047.7,0.0,0.0,,1091.26
5130-IEKQT,1.0,0.0,1.0,1.0,17.0,,1.0,,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.45,1622.45,0.0,0.0,479.06,2101.51
1090-ESELR,1.0,0.0,1.0,1.0,3.0,5.0,,3.29,,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,80.4,224.05,0.0,0.0,9.87,
5286-YHCVC,1.0,0.0,0.0,0.0,21.0,0.0,1.0,34.62,0.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.05,1236.15,0.0,0.0,727.02,
7839-NUIAA,1.0,0.0,0.0,0.0,16.0,0.0,1.0,38.75,1.0,1.0,2.0,16.0,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,96.15,1529.2,0.0,,620.0,2149.2
4163-KIUHY,1.0,0.0,0.0,0.0,46.0,0.0,1.0,6.13,0.0,1.0,2.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,281.98,4706.18
2212-LYASK,1.0,0.0,1.0,1.0,,1.0,1.0,24.13,1.0,1.0,2.0,24.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,89.6,6127.6,0.0,,1640.84,7768.44
9823-EALYC,1.0,0.0,1.0,1.0,7.0,5.0,1.0,13.63,0.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,89.5,676.7,0.0,,95.41,772.11
5889-JTMUL,1.0,0.0,1.0,1.0,15.0,0.0,1.0,45.25,,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,85.6,1345.55,0.0,0.0,678.75,2024.3
2165-VOEGB,1.0,0.0,0.0,0.0,16.0,0.0,1.0,19.18,1.0,1.0,2.0,22.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,1.0,0.0,86.6,1281.0,0.0,0.0,,1587.88
9227-YBAXE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,25.2,25.2,0.0,0.0,,25.2
7126-RBHSD,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.06,0.0,,,24.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,79.2,,0.0,0.0,20.06,99.26
7853-OETYL,1.0,0.0,1.0,1.0,34.0,0.0,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,94.25,3217.55,0.0,,97.92,3315.4700000000007
6242-MBHPK,1.0,0.0,0.0,0.0,4.0,0.0,1.0,12.68,0.0,1.0,2.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,442.85,0.0,0.0,,493.57000000000005
1282-IHQAC,1.0,0.0,0.0,0.0,2.0,0.0,1.0,19.27,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,93.85,170.85,0.0,0.0,,209.39
6619-RPLQZ,1.0,0.0,0.0,0.0,9.0,0.0,1.0,30.8,,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,84.4,732.5,0.0,0.0,277.2,1009.7
5982-FPVQN,1.0,0.0,0.0,0.0,5.0,0.0,,42.33,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,,75.55,349.65,0.0,0.0,,561.3
5244-IRFIH,1.0,0.0,0.0,0.0,22.0,4.0,1.0,40.18,1.0,1.0,2.0,8.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,2082.95,0.0,100.0,883.96,3066.91
2868-SNELZ,1.0,0.0,0.0,0.0,15.0,4.0,1.0,,1.0,1.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.65,1146.65,,0.0,695.7,1842.35
3841-CONLJ,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.34,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,74.7,0.0,0.0,11.34,86.04
7511-YMXVQ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,26.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.8,25.8,0.0,20.0,0.0,45.8
2229-VWQJH,1.0,0.0,0.0,0.0,10.0,4.0,1.0,41.37,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,95.35,898.35,0.0,0.0,413.7,1312.05
7801-KICAO,1.0,0.0,0.0,0.0,3.0,0.0,1.0,30.14,,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,45.0,127.1,,,90.42,227.52
0196-JTUQI,1.0,0.0,1.0,4.0,12.0,4.0,1.0,6.97,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,80.45,950.2,0.0,0.0,83.64,1033.84
7124-UGSUR,1.0,0.0,0.0,0.0,2.0,,1.0,6.51,,1.0,2.0,11.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.7,165.4,,0.0,13.02,178.42000000000004
7605-BDWDC,1.0,0.0,0.0,0.0,1.0,0.0,,49.6,1.0,1.0,2.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,88.8,88.8,0.0,10.0,49.6,
0014-BMAQU,1.0,0.0,1.0,4.0,13.0,4.0,1.0,1.47,0.0,1.0,2.0,5.0,0.0,,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,,89.05,1169.35,0.0,0.0,19.11,1188.4599999999996
7248-VZQLC,1.0,0.0,0.0,0.0,23.0,4.0,1.0,31.17,0.0,1.0,2.0,,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,94.75,2293.6,0.0,0.0,716.9100000000002,
4316-XCSLJ,1.0,0.0,1.0,1.0,17.0,,1.0,36.82,1.0,1.0,,6.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,85.35,1463.45,0.0,,625.94,2089.390000000001
4713-LZDRV,1.0,0.0,0.0,0.0,,0.0,1.0,40.93,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,45.05,770.6,0.0,0.0,695.81,1466.41
3780-YVMFA,1.0,0.0,0.0,0.0,42.0,0.0,,9.53,1.0,,2.0,17.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,84.65,3541.35,0.0,0.0,,3941.61
4781-ZXYGU,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,79.1,79.1,,0.0,,121.4
7572-KPVKK,1.0,0.0,0.0,0.0,1.0,5.0,1.0,39.78,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,50.15,50.15,0.0,0.0,39.78,89.93
7398-LXGYX,1.0,0.0,0.0,0.0,1.0,5.0,1.0,34.51,0.0,1.0,,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,69.6,0.0,,34.51,104.11
0799-DDIHE,1.0,0.0,0.0,0.0,41.0,0.0,1.0,27.95,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,113.2,4689.5,0.0,0.0,1145.95,5835.45
5081-NWSUP,1.0,0.0,1.0,1.0,32.0,0.0,1.0,,1.0,1.0,2.0,23.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,85.0,2642.05,49.57,0.0,191.68,2784.16
7594-LZNWR,1.0,0.0,1.0,1.0,32.0,0.0,1.0,,1.0,,2.0,10.0,0.0,,0.0,0.0,,1.0,1.0,1.0,,0.0,0.0,85.3,2661.1,0.0,0.0,1587.2,4248.3
9122-UMROB,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,44.85,2572.95,12.07,0.0,,2560.88
6557-BZXLQ,1.0,0.0,0.0,0.0,1.0,5.0,,15.28,0.0,1.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.1,45.1,,,15.28,
4727-MCYZG,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,26.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,43.3,43.3,0.0,0.0,0.0,43.3
0661-KBKPA,1.0,0.0,0.0,0.0,38.0,0.0,1.0,26.1,,1.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,57.15,2250.65,0.0,0.0,991.8,3242.4500000000007
1544-JJMYL,1.0,0.0,,,35.0,0.0,1.0,15.98,1.0,,,22.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,100.5,3653.35,0.0,0.0,559.3000000000002,4212.65
6178-KFNHS,1.0,0.0,0.0,0.0,1.0,5.0,1.0,15.24,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,45.1,45.1,0.0,0.0,15.24,60.34
0480-BIXDE,1.0,0.0,1.0,1.0,30.0,0.0,1.0,4.65,0.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.4,1527.5,0.0,0.0,,
6797-UCJHZ,1.0,0.0,0.0,0.0,5.0,5.0,1.0,12.27,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,78.95,,0.0,0.0,61.35,439.75
4791-QRGMF,1.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,0.0,93.55,93.55,0.0,0.0,30.17,123.72
6979-TNDEU,1.0,0.0,1.0,1.0,58.0,,,49.38,1.0,1.0,2.0,19.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,,1.0,0.0,108.85,6287.25,0.0,,2864.04,9151.29
1535-VTJOQ,1.0,0.0,0.0,0.0,16.0,0.0,1.0,17.51,1.0,,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,84.75,1350.15,0.0,0.0,280.16,1630.3100000000004
6754-WKSHP,1.0,0.0,1.0,1.0,5.0,,1.0,47.28,1.0,1.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,371.65,40.64,10.0,236.4,577.41
6954-OOYZZ,1.0,0.0,0.0,0.0,21.0,0.0,1.0,42.27,0.0,1.0,2.0,7.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,96.8,2030.3,10.2,0.0,887.6700000000002,2907.77
7136-RVDTZ,1.0,0.0,0.0,0.0,43.0,0.0,1.0,31.83,0.0,1.0,2.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,108.15,4600.7,,0.0,1368.6899999999996,5969.3899999999985
2455-USLMV,1.0,0.0,0.0,0.0,1.0,5.0,,18.2,0.0,1.0,2.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,70.55,70.55,0.0,0.0,18.2,88.75
9824-QCJPK,1.0,0.0,1.0,1.0,29.0,0.0,1.0,25.78,1.0,1.0,2.0,28.0,0.0,,1.0,,,1.0,1.0,0.0,0.0,1.0,,98.5,3004.15,37.55,40.0,747.62,3754.22
0701-TJSEF,1.0,0.0,1.0,1.0,13.0,0.0,,31.7,1.0,1.0,0.0,6.0,0.0,,,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,95.25,1233.65,48.09,0.0,412.1,
