,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,ID,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
18,7853-OETYL,1.0,0.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,569.0,95653.0,38.674276,-121.96186599999999,1405.0,844.0,1.0,1.0,1.0,34.0,0.0,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,94.25,3217.55,0.0,,97.92,3315.4700000000007,1.0
19,6242-MBHPK,,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,767.0,95668.0,38.833554,-121.498102,1417.0,901.0,1.0,,0.0,4.0,0.0,1.0,12.68,0.0,1.0,2.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,442.85,0.0,0.0,,493.57000000000005,1.0
20,5982-FPVQN,1.0,,78.0,0.0,1.0,,0.0,0.0,0.0,0.0,792.0,95742.0,38.591134000000004,-121.161585,1456.0,299.0,1.0,0.0,0.0,5.0,0.0,,42.33,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,,75.55,349.65,0.0,0.0,,561.3,1.0
21,3841-CONLJ,1.0,1.0,69.0,0.0,,0.0,0.0,0.0,0.0,0.0,378.0,,39.099204,-121.13796200000002,,,1.0,0.0,0.0,1.0,0.0,1.0,11.34,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,74.7,0.0,0.0,11.34,86.04,1.0
22,7511-YMXVQ,1.0,0.0,76.0,0.0,1.0,,0.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,26.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.8,25.8,0.0,20.0,0.0,45.8,
23,7124-UGSUR,1.0,,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,722.0,96073.0,40.582399,-122.19551200000001,1615.0,4931.0,1.0,0.0,0.0,2.0,,1.0,6.51,,1.0,2.0,11.0,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.7,165.4,,0.0,13.02,178.42000000000004,2.0
24,7605-BDWDC,1.0,1.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,832.0,,40.923558,-122.059933,,,1.0,0.0,0.0,1.0,0.0,,49.6,1.0,1.0,2.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,88.8,88.8,0.0,10.0,49.6,,1.0
25,4791-QRGMF,1.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,92117.0,32.825086,-117.199424,368.0,51213.0,1.0,0.0,0.0,1.0,,1.0,,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,0.0,93.55,93.55,0.0,0.0,30.17,123.72,1.0
26,0701-TJSEF,,1.0,67.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,647.0,,33.581045,-117.14719,,,1.0,1.0,1.0,13.0,0.0,,31.7,1.0,1.0,0.0,6.0,0.0,,,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,95.25,1233.65,48.09,0.0,412.1,,
27,4104-PVRPS,1.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,458.0,93928.0,35.930782,-121.189757,871.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
28,5032-USPKF,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,537.0,93932.0,35.989792,,873.0,538.0,1.0,0.0,0.0,16.0,0.0,,32.11,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,96.4,1581.2,47.2,0.0,513.76,2047.76,3.0
29,5567-GZKQY,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,649.0,94559.0,,-122.32494399999999,988.0,26894.0,1.0,1.0,,7.0,0.0,1.0,42.92,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,1.0,0.0,99.25,665.45,0.0,0.0,300.44,965.89,
30,7748-UMTRK,1.0,1.0,67.0,,1.0,0.0,,0.0,0.0,0.0,292.0,94803.0,37.963995000000004,,1043.0,25399.0,1.0,0.0,0.0,19.0,,1.0,,1.0,1.0,2.0,15.0,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,,0.0,79.85,1471.75,0.0,0.0,318.82000000000005,1790.5700000000004,3.0
31,6007-TCTST,1.0,1.0,67.0,0.0,1.0,1.0,,0.0,0.0,0.0,873.0,94901.0,37.972662,-122.491452,1047.0,40239.0,1.0,1.0,2.0,,0.0,,26.99,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,80.45,583.45,0.0,0.0,215.92,799.37,1.0
32,1088-CNNKB,1.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,9.0,0.0,,,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.55,622.9,33.25,0.0,158.04,747.6899999999998,1.0
33,9541-PWTWO,,,67.0,0.0,1.0,,0.0,0.0,0.0,0.0,909.0,95250.0,38.244806,-120.417301,1179.0,88.0,1.0,1.0,1.0,1.0,0.0,1.0,17.36,1.0,1.0,2.0,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,74.4,74.4,0.0,30.0,17.36,,3.0
34,6925-BAYGL,1.0,,80.0,0.0,1.0,0.0,,0.0,0.0,0.0,304.0,,,-116.967221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
35,9938-EKRGF,1.0,0.0,73.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,304.0,92027.0,33.141265000000004,-116.967221,327.0,48690.0,1.0,1.0,1.0,47.0,0.0,,26.95,0.0,1.0,2.0,26.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,70.55,,,0.0,1266.65,4548.91,3.0
36,6898-MDLZW,1.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
37,1501-SGHBW,1.0,1.0,74.0,0.0,,0.0,,,0.0,0.0,,95678.0,38.759751,-121.288545,1426.0,30614.0,1.0,0.0,0.0,23.0,0.0,1.0,17.62,1.0,,2.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,106.4,2483.5,0.0,0.0,405.2600000000001,,1.0
38,2275-RBYQS,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,835.0,95814.0,38.584505,-121.491956,1463.0,16599.0,1.0,,1.0,30.0,3.0,1.0,6.23,,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,79.65,,0.0,0.0,,2552.05,3.0
39,2085-JVGAD,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,731.0,96074.0,39.884395,-122.58751299999999,1616.0,263.0,1.0,,2.0,,0.0,1.0,46.5,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,86.65,856.65,0.0,0.0,465.0,1321.65,1.0
40,7593-JNWRU,1.0,1.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,268.0,96109.0,40.012675,-120.10185700000001,1639.0,1177.0,1.0,1.0,,12.0,0.0,1.0,48.5,1.0,,,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,,1218.55,,0.0,,1800.55,1.0
41,1430-SFQSA,1.0,,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,90028.0,34.099869,-118.326843,27.0,30568.0,1.0,0.0,0.0,51.0,2.0,,19.49,,1.0,2.0,11.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,97.8,4913.3,,0.0,993.99,5907.29,2.0
42,8067-NIOYM,1.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550.0,90039.0,34.110845,-118.25959499999999,37.0,29310.0,1.0,0.0,0.0,,0.0,,41.83,,1.0,2.0,25.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,83.15,446.05,0.0,0.0,209.15,655.2,
43,0495-ZBNGW,1.0,1.0,69.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,53.0,2.0,1.0,7.94,1.0,1.0,2.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,101.9,5549.4,0.0,0.0,420.82,,1.0
44,6339-DKLMK,,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1029.0,,34.178483,-118.43179099999999,,,1.0,0.0,0.0,5.0,0.0,1.0,18.69,0.0,1.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.35,237.25,0.0,,93.45,330.7,1.0
45,7180-PISOG,1.0,1.0,67.0,,1.0,0.0,0.0,0.0,0.0,0.0,1054.0,91790.0,,-117.93700700000001,285.0,44099.0,1.0,0.0,0.0,9.0,0.0,1.0,10.66,1.0,1.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,99.45,919.4,0.0,0.0,,1015.34,1.0
46,3137-LUPIX,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,144.0,91906.0,32.673483000000004,-116.47286299999999,293.0,3133.0,1.0,0.0,,2.0,,1.0,9.55,0.0,1.0,2.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,70.2,115.95,0.0,0.0,19.1,135.05,1.0
47,4302-ZYFEL,1.0,1.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,942.0,91978.0,32.730264,-116.95096299999999,313.0,7863.0,1.0,,0.0,26.0,3.0,,1.26,1.0,1.0,2.0,18.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,105.75,2710.25,0.0,90.0,32.76,2833.01,1.0
48,3061-BCKYI,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,804.0,92373.0,34.003243,-117.13828600000001,476.0,31230.0,1.0,0.0,0.0,41.0,2.0,1.0,42.06,,1.0,2.0,,0.0,0.0,1.0,,1.0,1.0,,,,1.0,0.0,98.4,4187.75,0.0,0.0,1724.46,5912.21,1.0
49,2778-OCLGR,,,71.0,0.0,1.0,,0.0,,0.0,0.0,1091.0,92397.0,34.358321000000004,-117.61826299999998,486.0,4253.0,1.0,0.0,0.0,10.0,0.0,,16.88,1.0,1.0,2.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,1.0,0.0,89.8,914.3,0.0,0.0,168.79999999999995,1083.1,2.0
50,3889-VWBID,1.0,,80.0,,1.0,1.0,,0.0,0.0,0.0,982.0,92592.0,33.507255,-117.029473,532.0,46171.0,1.0,1.0,3.0,25.0,3.0,1.0,33.63,1.0,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,89.05,2177.45,0.0,0.0,840.7500000000001,3018.2,1.0
51,2482-CZGBB,1.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,930.0,93066.0,34.297628,-119.014627,633.0,2966.0,1.0,0.0,0.0,2.0,,1.0,43.96,1.0,1.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,78.55,149.55,0.0,0.0,87.92,237.47000000000003,2.0
52,5707-ORNDZ,1.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,589.0,93251.0,,-119.73088500000001,677.0,302.0,1.0,0.0,0.0,20.0,4.0,1.0,29.29,1.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,85.8,1727.5,0.0,0.0,585.8,2313.3,1.0
53,8626-PTQGE,1.0,0.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1090.0,93287.0,35.710244,-118.881679,702.0,88.0,1.0,0.0,0.0,2.0,5.0,1.0,15.32,,1.0,2.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.6,131.65,0.0,0.0,,,
54,1583-IHQZE,1.0,0.0,68.0,0.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,66.0,,1.0,27.75,,1.0,2.0,11.0,,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,105.95,6975.25,0.0,0.0,1831.5,8806.75,2.0
55,5472-CVMDX,1.0,,79.0,0.0,1.0,0.0,,,0.0,0.0,772.0,94956.0,38.060264000000004,-122.830646,1073.0,1885.0,1.0,0.0,0.0,,0.0,1.0,43.34,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,80.85,751.65,0.0,0.0,390.06000000000006,1141.71,2.0
56,4299-OPXEJ,1.0,1.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,952.0,95206.0,37.902421999999994,-121.44002900000001,1151.0,49657.0,1.0,0.0,0.0,3.0,0.0,1.0,2.98,0.0,1.0,2.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,79.9,260.9,0.0,0.0,8.94,269.84,2.0
57,5499-ECUTN,1.0,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,618.0,95356.0,37.716186,-121.02583600000001,1224.0,26055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,8404-VIOMB,1.0,1.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,924.0,95728.0,,,1453.0,88.0,1.0,,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.1,971.3,0.0,,,971.3,1.0
59,7716-YTYHG,1.0,0.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,96007.0,40.448632,,1563.0,21418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3146-JTQHR,1.0,1.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,731.0,96074.0,39.884395,-122.58751299999999,1616.0,263.0,1.0,1.0,1.0,37.0,3.0,1.0,46.61,1.0,1.0,2.0,26.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,85.7,3171.15,0.0,0.0,1724.57,4895.72,
61,2812-SFXMJ,1.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,36.0,3.0,1.0,23.33,1.0,1.0,2.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,3186.7,,0.0,839.8799999999999,4026.58,
62,5144-PQCDZ,1.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
63,4672-FOTSD,1.0,1.0,65.0,0.0,1.0,0.0,,0.0,0.0,0.0,550.0,90005.0,34.059281,-118.30742,5.0,43019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
64,6999-CHVCF,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,550.0,90028.0,34.099869,-118.326843,27.0,30568.0,1.0,1.0,1.0,61.0,0.0,1.0,35.11,1.0,1.0,,17.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,104.4,6405.0,0.0,,2141.71,8546.71,
65,5343-SGUBI,1.0,1.0,78.0,0.0,1.0,1.0,,,0.0,0.0,508.0,90712.0,33.840524,-118.148403,135.0,30173.0,1.0,0.0,0.0,7.0,0.0,1.0,9.7,1.0,1.0,,17.0,1.0,1.0,,,,1.0,,1.0,0.0,1.0,1.0,94.7,673.1,0.0,0.0,67.89999999999999,741.0,
66,0813-TAXXS,1.0,1.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,871.0,90732.0,33.744119,-118.31448,143.0,21279.0,1.0,0.0,0.0,3.0,0.0,1.0,48.34,1.0,1.0,2.0,20.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.0,,0.0,0.0,145.02,382.77,1.0
67,4489-SNOJF,1.0,0.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,545.0,90802.0,33.752524,-118.21073700000001,150.0,38427.0,1.0,1.0,1.0,40.0,0.0,1.0,19.76,0.0,1.0,2.0,22.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4062.2,0.0,0.0,790.4000000000002,4852.6,
68,3173-WSSUE,1.0,1.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,,34.422519,-118.420717,,,1.0,0.0,0.0,1.0,0.0,1.0,7.23,0.0,,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,69.65,69.65,0.0,0.0,7.23,,2.0
69,7779-LGOVN,1.0,1.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,829.0,91770.0,34.065108,-118.08279099999999,277.0,61623.0,1.0,,,16.0,0.0,1.0,15.16,1.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,98.75,1587.55,0.0,0.0,242.56,1830.11,
70,0118-JPNOY,1.0,1.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,849.0,92126.0,32.886925,-117.152162,376.0,74232.0,1.0,1.0,1.0,10.0,0.0,1.0,11.12,0.0,1.0,2.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,92.5,934.1,0.0,100.0,111.2,1145.3,1.0
71,2495-INZWQ,1.0,1.0,71.0,0.0,1.0,,,0.0,0.0,0.0,50.0,93204.0,35.916942999999996,-120.129921,646.0,14697.0,1.0,,0.0,,0.0,1.0,46.11,1.0,1.0,2.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,90.5,1910.6,,0.0,1014.42,2925.02,1.0
72,9046-DQMTP,1.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,654.0,,34.956577,-119.750142,,,1.0,0.0,,,5.0,1.0,19.87,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,20.05,20.05,,0.0,19.87,39.92,1.0
73,3590-TCXTB,1.0,,73.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,689.0,93445.0,35.059695,-120.60474099999999,736.0,7435.0,1.0,1.0,1.0,,,1.0,16.94,0.0,,2.0,19.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,105.5,6205.5,0.0,0.0,982.52,7188.02,1.0
74,2725-KXXWT,1.0,1.0,79.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,71.0,0.0,1.0,44.66,1.0,1.0,2.0,8.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,,1.0,105.1,7548.1,0.0,0.0,3170.86,10718.96,1.0
75,2017-CCBLH,1.0,0.0,77.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
76,4971-PUYQO,1.0,0.0,65.0,0.0,1.0,0.0,,0.0,0.0,0.0,127.0,94514.0,37.83323,,959.0,10153.0,1.0,0.0,,14.0,4.0,1.0,16.36,1.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,78.95,1101.85,,0.0,,1330.89,1.0
77,9717-QEBGU,1.0,0.0,73.0,0.0,1.0,0.0,0.0,,0.0,0.0,,94608.0,37.83726,-122.287648,1025.0,24589.0,1.0,,0.0,15.0,4.0,1.0,17.19,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,55.0,757.1,0.0,0.0,,1014.95,1.0
