Customer ID,Count,Country,State,City,Zip Code,Latitude,Longitude,Population
0570-BFQHT,1.0,0.0,0.0,852.0,,37.820894,-122.369725,
8800-JOOCF,1.0,0.0,0.0,721.0,94304.0,37.386978000000006,-122.177746,1723.0
8883-ANODQ,1.0,0.0,0.0,88.0,94512.0,38.140719,-121.838298,138.0
1023-BQXZE,1.0,0.0,0.0,127.0,94514.0,37.83323,-121.60146100000001,10153.0
7596-IIWYC,1.0,0.0,0.0,533.0,94550.0,37.571748,-121.65956200000001,75929.0
3115-CZMZD,1.0,0.0,0.0,649.0,94558.0,38.489789,-122.27011,63947.0
4078-SAYYN,1.0,0.0,0.0,874.0,94583.0,37.766556,-121.97678400000001,44078.0
2884-GBPFB,1.0,0.0,0.0,769.0,94588.0,37.685052,-121.91206100000001,28568.0
0475-RIJEP,1.0,0.0,0.0,74.0,94704.0,37.871415999999996,-122.246597,21205.0
4355-CVPVS,1.0,0.0,0.0,74.0,94707.0,37.897753,-122.27939099999999,11889.0
8883-GRDWQ,1.0,0.0,0.0,74.0,94710.0,37.872902,-122.30370800000001,8157.0
2446-PLQVO,1.0,0.0,0.0,,,37.946616999999996,-122.563571,
1657-DYMBM,1.0,0.0,0.0,333.0,94933.0,38.010092,-122.68944199999999,1025.0
1342-JPNKI,1.0,0.0,0.0,345.0,95019.0,36.936228,-121.785559,4753.0
1618-CFHME,1.0,0.0,0.0,363.0,95020.0,37.03889,-121.52895500000001,49968.0
0848-ZGQIJ,1.0,0.0,0.0,858.0,95128.0,37.316146,-121.93628500000001,32804.0
6674-KVJHG,1.0,0.0,0.0,858.0,95135.0,37.28682,-121.723877,15798.0
1090-ESELR,1.0,0.0,0.0,365.0,95232.0,38.358464,-120.57930400000001,21.0
5286-YHCVC,1.0,0.0,0.0,209.0,95310.0,38.085839,-120.37855,2144.0
7839-NUIAA,1.0,0.0,0.0,304.0,92027.0,33.141265000000004,-116.967221,48690.0
4163-KIUHY,1.0,0.0,0.0,508.0,90712.0,33.840524,-118.148403,30173.0
2212-LYASK,1.0,0.0,0.0,352.0,95439.0,38.493888,-122.77714099999999,476.0
9823-EALYC,1.0,0.0,0.0,663.0,95464.0,39.12334,-122.83819799999999,2223.0
2165-VOEGB,1.0,0.0,0.0,63.0,,40.825486,-124.049485,
2612-PHGOX,1.0,0.0,0.0,539.0,95551.0,40.665952000000004,-124.240051,1447.0
9227-YBAXE,1.0,0.0,0.0,815.0,95562.0,40.485849,-124.163234,3284.0
7134-MJPDY,1.0,0.0,0.0,245.0,95618.0,38.544002,-121.68555900000001,648.0
7853-OETYL,1.0,0.0,0.0,569.0,95653.0,38.674276,-121.96186599999999,844.0
6242-MBHPK,1.0,0.0,0.0,767.0,95668.0,38.833554,-121.498102,901.0
6619-RPLQZ,1.0,0.0,0.0,1064.0,95692.0,39.043387,-121.40983700000001,3600.0
5982-FPVQN,1.0,0.0,0.0,792.0,95742.0,38.591134000000004,-121.161585,299.0
5244-IRFIH,1.0,0.0,0.0,151.0,95923.0,40.171312,-121.120605,86.0
8922-LIEGH,1.0,0.0,0.0,261.0,95935.0,39.381174,-121.21191,614.0
2868-SNELZ,1.0,0.0,0.0,334.0,95942.0,40.077028000000006,-121.49416799999999,1351.0
3841-CONLJ,1.0,0.0,0.0,378.0,,39.099204,-121.13796200000002,
7801-KICAO,1.0,0.0,0.0,314.0,92028.0,33.362575,-117.299644,42239.0
0196-JTUQI,1.0,0.0,0.0,524.0,96052.0,40.704293,-122.803899,1845.0
7124-UGSUR,1.0,0.0,0.0,722.0,96073.0,40.582399,-122.19551200000001,4931.0
7605-BDWDC,1.0,0.0,0.0,832.0,,40.923558,-122.059933,
0014-BMAQU,1.0,0.0,0.0,849.0,,32.957195,-117.202542,
7248-VZQLC,1.0,0.0,0.0,849.0,92130.0,32.957195,-117.202542,28201.0
4316-XCSLJ,1.0,0.0,0.0,849.0,92130.0,32.957195,-117.202542,28201.0
3780-YVMFA,1.0,0.0,0.0,849.0,92130.0,32.957195,-117.202542,28201.0
4781-ZXYGU,1.0,0.0,0.0,849.0,,32.957195,-117.202542,
7572-KPVKK,1.0,0.0,0.0,849.0,,32.898613,-117.202937,
7398-LXGYX,1.0,0.0,0.0,416.0,90254.0,33.865320000000004,-118.396336,18693.0
0799-DDIHE,1.0,0.0,0.0,119.0,90620.0,33.845706,-118.012204,44442.0
9128-CPXKI,1.0,0.0,0.0,119.0,,33.874224,-117.99336799999999,
5081-NWSUP,1.0,0.0,0.0,545.0,90813.0,33.781086,-118.199049,63136.0
7594-LZNWR,1.0,0.0,0.0,939.0,91030.0,34.110444,-118.156957,23984.0
9122-UMROB,1.0,0.0,0.0,366.0,91202.0,34.167926,-118.26753899999999,21990.0
6557-BZXLQ,1.0,0.0,0.0,366.0,,34.136306,-118.26036,
4727-MCYZG,1.0,0.0,0.0,811.0,,34.200175,-118.540958,
0661-KBKPA,1.0,0.0,0.0,972.0,91342.0,34.321621,-118.399841,81986.0
1544-JJMYL,1.0,0.0,0.0,120.0,91502.0,34.177267,-118.31003,11517.0
6178-KFNHS,1.0,0.0,0.0,672.0,91606.0,34.187599,-118.387125,45358.0
0480-BIXDE,1.0,0.0,0.0,186.0,91710.0,33.990646000000005,-117.663025,75319.0
6797-UCJHZ,1.0,0.0,0.0,192.0,91711.0,34.127621000000005,-117.717863,34716.0
4791-QRGMF,1.0,0.0,0.0,849.0,92117.0,32.825086,-117.199424,51213.0
6979-TNDEU,1.0,0.0,0.0,849.0,92117.0,32.825086,-117.199424,51213.0
1535-VTJOQ,1.0,0.0,0.0,849.0,92117.0,32.825086,-117.199424,51213.0
8241-JUIQO,1.0,0.0,0.0,849.0,,32.825086,-117.199424,
6754-WKSHP,1.0,0.0,0.0,849.0,92122.0,32.85723,-117.209774,34902.0
6954-OOYZZ,1.0,0.0,0.0,254.0,92239.0,33.889604999999996,-115.25700900000001,964.0
7136-RVDTZ,1.0,0.0,0.0,304.0,92027.0,33.141265000000004,-116.967221,48690.0
9693-XMUOB,1.0,0.0,0.0,314.0,92028.0,33.362575,-117.299644,42239.0
2455-USLMV,1.0,0.0,0.0,1091.0,92397.0,34.358321000000004,-117.61826299999998,4253.0
0701-TJSEF,1.0,0.0,0.0,647.0,,33.581045,-117.14719,
2075-PUEPR,1.0,0.0,0.0,679.0,92567.0,33.827690000000004,-117.102244,7344.0
4450-YOOHP,1.0,0.0,0.0,448.0,92606.0,33.703976000000004,-117.82417199999999,17621.0
3012-VFFMN,1.0,0.0,0.0,219.0,,33.600986999999996,-117.862734,
6077-BDPXA,1.0,0.0,0.0,605.0,92655.0,33.744439,-117.98588000000001,8660.0
4821-WQOYN,1.0,0.0,0.0,660.0,92661.0,33.601309,-117.902304,4242.0
9786-YWNHU,1.0,0.0,0.0,660.0,,33.62251,-117.927024,
4177-JPDFU,1.0,0.0,0.0,878.0,92706.0,33.765893,-117.881533,37879.0
1101-SSWAG,1.0,0.0,0.0,683.0,93022.0,34.404544,-119.302118,6503.0
7609-YBPXG,1.0,0.0,0.0,879.0,93101.0,34.419203,-119.710008,31727.0
0282-NVSJS,1.0,0.0,0.0,879.0,93110.0,34.437945,-119.77191,15757.0
1478-VPOAD,1.0,0.0,0.0,982.0,92592.0,33.507255,-117.029473,46171.0
6807-SIWJI,1.0,0.0,0.0,986.0,93270.0,35.939068,-119.04366599999999,5868.0
1157-BQCUW,1.0,0.0,0.0,106.0,93426.0,35.842889,-121.00486200000002,1363.0
4816-LXZYW,1.0,0.0,0.0,720.0,93591.0,34.598221,-117.79593,6787.0
3411-WLRSQ,1.0,0.0,0.0,201.0,93612.0,36.814539,-119.711868,33856.0
1335-MXCSE,1.0,0.0,0.0,237.0,93615.0,36.497895,-119.28548400000001,5519.0
8024-XNAFQ,1.0,0.0,0.0,273.0,93621.0,36.789213000000004,-119.14033799999999,506.0
4979-HPRFL,1.0,0.0,0.0,935.0,93665.0,36.959731,-120.65351899999999,343.0
4104-PVRPS,1.0,0.0,0.0,458.0,93928.0,35.930782,-121.189757,254.0
5032-USPKF,1.0,0.0,0.0,537.0,93932.0,35.989792,-121.05593300000001,538.0
2777-PHDEI,1.0,0.0,0.0,578.0,93933.0,36.689582,-121.758398,21759.0
7921-BEPCI,1.0,0.0,0.0,863.0,,36.125529,-120.864443,
3134-DSHVC,1.0,0.0,0.0,852.0,94123.0,37.800253999999995,-122.436975,22920.0
3677-TNKIO,1.0,0.0,0.0,852.0,94130.0,37.820894,-122.369725,1458.0
0774-IFUVM,1.0,0.0,0.0,868.0,94402.0,37.556634,-122.317723,23393.0
9948-YPTDG,1.0,0.0,0.0,213.0,94520.0,38.013825,-122.039144,36186.0
5567-GZKQY,1.0,0.0,0.0,649.0,94559.0,38.232389000000005,-122.32494399999999,26894.0
7748-UMTRK,1.0,0.0,0.0,292.0,94803.0,37.963995000000004,-122.288296,25399.0
6007-TCTST,1.0,0.0,0.0,873.0,94901.0,37.972662,-122.491452,40239.0
7852-LECYP,1.0,0.0,0.0,950.0,94970.0,37.921137,-122.65756200000001,781.0
4188-PCPIG,1.0,0.0,0.0,552.0,95032.0,37.233034,-121.947427,24443.0
6308-CQRBU,1.0,0.0,0.0,637.0,95039.0,36.863303,-121.781632,899.0
3982-JGSFD,1.0,0.0,0.0,858.0,95126.0,37.327069,-121.91681899999999,27023.0
0594-UFTUL,1.0,0.0,0.0,858.0,95127.0,37.375156,-121.79586699999999,60620.0
5440-VHLUL,1.0,0.0,0.0,25.0,95222.0,38.071327000000004,-120.632221,4264.0
9541-PWTWO,1.0,0.0,0.0,909.0,95250.0,38.244806,-120.417301,88.0
8564-LDKFL,1.0,0.0,0.0,58.0,95303.0,37.4695,-120.672724,809.0
5808-TOTXO,1.0,0.0,0.0,418.0,95323.0,37.605926000000004,-120.69955,1055.0
2388-LAESQ,1.0,0.0,0.0,934.0,,37.990574,-120.261821,
6925-BAYGL,1.0,0.0,0.0,304.0,,33.141265000000004,-116.967221,
9938-EKRGF,1.0,0.0,0.0,304.0,92027.0,33.141265000000004,-116.967221,48690.0
0111-KLBQG,1.0,0.0,0.0,107.0,95417.0,39.710591,-123.682799,176.0
2722-VOJQL,1.0,0.0,0.0,747.0,95466.0,39.094102,-123.500853,1113.0
2982-IHMFT,1.0,0.0,0.0,1062.0,95488.0,39.724433000000005,-123.767578,309.0
1228-FZFRV,1.0,0.0,0.0,358.0,95543.0,41.867908,-123.79414399999999,532.0
6407-UTSLV,1.0,0.0,0.0,749.0,95587.0,39.955587,-123.681175,200.0
8039-EQPIM,1.0,0.0,0.0,161.0,95608.0,38.626128,-121.328011,58830.0
4226-KKDON,1.0,0.0,0.0,191.0,95610.0,38.69508,-121.271616,43718.0
4124-MMETB,1.0,0.0,0.0,413.0,95638.0,38.313447,-121.12388600000001,1745.0
6994-KERXL,1.0,0.0,0.0,657.0,95658.0,38.883224,-121.15918,6096.0
1501-SGHBW,1.0,0.0,0.0,830.0,95678.0,38.759751,-121.288545,30614.0
1422-DGUBX,1.0,0.0,0.0,33.0,95703.0,38.983388,-120.98881399999999,1526.0
2275-RBYQS,1.0,0.0,0.0,835.0,95814.0,38.584505,-121.491956,16599.0
4703-MQYKT,1.0,0.0,0.0,835.0,95819.0,38.567594,-121.43750700000001,15975.0
7551-DACSP,1.0,0.0,0.0,,,38.685069,-121.543709,
9101-BWFSS,1.0,0.0,0.0,835.0,95838.0,38.646096,-121.44243300000001,34894.0
2302-OUZXB,1.0,0.0,0.0,125.0,95920.0,39.449794,-121.93637199999999,303.0
6784-XYJAE,1.0,0.0,0.0,199.0,95930.0,39.562239,-121.14836000000001,282.0
9696-RMYBA,1.0,0.0,0.0,788.0,95971.0,39.971228,-121.04116599999999,6189.0
9626-VFRGG,1.0,0.0,0.0,1012.0,95984.0,40.022184,-121.06238400000001,73.0
7883-ROJOC,1.0,0.0,0.0,3.0,96006.0,41.171578000000004,-120.91316100000002,615.0
2085-JVGAD,1.0,0.0,0.0,731.0,96074.0,39.884395,-122.58751299999999,263.0
1016-DJTSV,1.0,0.0,0.0,801.0,96080.0,40.186772,-122.388361,26438.0
7593-JNWRU,1.0,0.0,0.0,268.0,96109.0,40.012675,-120.10185700000001,1177.0
7270-BDIOA,1.0,0.0,0.0,915.0,96125.0,39.600599,-120.636358,348.0
1047-NNCBF,1.0,0.0,0.0,975.0,,39.241240000000005,-120.05476499999999,
5062-CJJKH,1.0,0.0,0.0,550.0,90007.0,34.027337,-118.28515,45025.0
6645-MXQJT,1.0,0.0,0.0,849.0,92121.0,32.898613,-117.202937,4258.0
1430-SFQSA,1.0,0.0,0.0,550.0,90028.0,34.099869,-118.326843,30568.0
8067-NIOYM,1.0,0.0,0.0,550.0,90039.0,34.110845,-118.25959499999999,29310.0
0582-AVCLN,1.0,0.0,0.0,235.0,90230.0,33.993990999999994,-118.39703999999999,31963.0
9971-ZWPBF,1.0,0.0,0.0,,,34.019323,-118.391902,
5884-FBCTL,1.0,0.0,0.0,625.0,90640.0,34.015217,-118.10996200000001,62425.0
8200-KLNYW,1.0,0.0,0.0,508.0,90713.0,33.847755,-118.112532,27563.0
6584-VQMYT,1.0,0.0,0.0,36.0,,34.128284,-118.04773200000001,
5843-TTHGI,1.0,0.0,0.0,148.0,91304.0,34.224377000000004,-118.63265600000001,49242.0
3729-OWRVL,1.0,0.0,0.0,948.0,91381.0,34.364153,-118.615583,9937.0
2957-LOLHO,1.0,0.0,0.0,169.0,91384.0,34.506627,-118.699048,22177.0
6339-DKLMK,1.0,0.0,0.0,1029.0,,34.178483,-118.43179099999999,
1135-LMECX,1.0,0.0,0.0,672.0,,34.207295,-118.40002199999999,
7180-PISOG,1.0,0.0,0.0,1054.0,91790.0,34.066964,-117.93700700000001,44099.0
3137-LUPIX,1.0,0.0,0.0,144.0,91906.0,32.673483000000004,-116.47286299999999,3133.0
6952-OMNWB,1.0,0.0,0.0,190.0,91915.0,32.605012,-116.97595,9278.0
4302-ZYFEL,1.0,0.0,0.0,942.0,91978.0,32.730264,-116.95096299999999,7863.0
4077-CROMM,1.0,0.0,0.0,100.0,92003.0,33.290907000000004,-117.202895,3849.0
1596-BBVTG,1.0,0.0,0.0,304.0,92029.0,33.079834000000005,-117.134275,17944.0
7217-JYHOQ,1.0,0.0,0.0,716.0,,33.384345,-117.07261899999999,
8884-FEEWR,1.0,0.0,0.0,1037.0,92084.0,33.22784,-117.200024,44692.0
1469-LBJQJ,1.0,0.0,0.0,849.0,92129.0,32.961064,-117.13491699999999,47224.0
8755-OGKNA,1.0,0.0,0.0,443.0,92210.0,33.537646,-116.29108899999999,3873.0
5501-TVMGM,1.0,0.0,0.0,255.0,92241.0,33.832799,-116.250973,5529.0
4182-BGSIQ,1.0,0.0,0.0,673.0,92258.0,33.906496000000004,-116.569499,732.0
3128-YOVTD,1.0,0.0,0.0,561.0,92356.0,34.508417,-116.856103,5256.0
3061-BCKYI,1.0,0.0,0.0,804.0,92373.0,34.003243,-117.13828600000001,31230.0
3211-AAPKX,1.0,0.0,0.0,834.0,92382.0,34.186211,-117.07683,5395.0
1197-BVMVG,1.0,0.0,0.0,1033.0,92394.0,34.567058,-117.362329,12083.0
2778-OCLGR,1.0,0.0,0.0,1091.0,92397.0,34.358321000000004,-117.61826299999998,4253.0
7439-DKZTW,1.0,0.0,0.0,845.0,92408.0,34.084909,-117.25810700000001,12149.0
0354-WYROK,1.0,0.0,0.0,824.0,92508.0,33.885498999999996,-117.324959,17147.0
3778-FOAQW,1.0,0.0,0.0,500.0,,33.705836,-117.31820400000001,
7766-CLTIC,1.0,0.0,0.0,741.0,,33.787298,-117.320676,
6595-YGXIT,1.0,0.0,0.0,982.0,92590.0,33.475493,-117.219551,3070.0
3889-VWBID,1.0,0.0,0.0,982.0,92592.0,33.507255,-117.029473,46171.0
3976-NLDEZ,1.0,0.0,0.0,448.0,92620.0,33.716136,-117.752574,26419.0
3181-MIZBN,1.0,0.0,0.0,219.0,92625.0,33.600986999999996,-117.862734,13422.0
7602-MVRMB,1.0,0.0,0.0,878.0,92705.0,33.766003999999995,-117.786763,44117.0
2482-CZGBB,1.0,0.0,0.0,930.0,93066.0,34.297628,-119.014627,2966.0
2607-DHDAK,1.0,0.0,0.0,203.0,,36.186867,-120.38779299999999,
7017-VFULY,1.0,0.0,0.0,,,35.846067,-119.00407299999999,
7032-LMBHI,1.0,0.0,0.0,,,36.217864,-120.08011699999999,
5707-ORNDZ,1.0,0.0,0.0,589.0,93251.0,35.38381,-119.73088500000001,302.0
6365-HITVU,1.0,0.0,0.0,1036.0,93277.0,36.303793,-119.375646,44741.0
8626-PTQGE,1.0,0.0,0.0,1090.0,93287.0,35.710244,-118.881679,88.0
0621-CXBKL,1.0,0.0,0.0,102.0,93516.0,34.957029999999996,-117.73045,2241.0
4598-ZADCK,1.0,0.0,0.0,720.0,93551.0,34.613476,-118.256358,34045.0
0942-KOWSM,1.0,0.0,0.0,720.0,93591.0,34.598221,-117.79593,6787.0
0214-JHPFW,1.0,0.0,0.0,411.0,93627.0,36.520537,-120.118055,152.0
4614-NUVZD,1.0,0.0,0.0,729.0,93648.0,36.622237,-119.521126,12587.0
9534-NSXEM,1.0,0.0,0.0,240.0,94014.0,37.691561,-122.445202,47453.0
4090-KPJIP,1.0,0.0,0.0,399.0,94019.0,37.45567,-122.407992,17929.0
6609-MXJHJ,1.0,0.0,0.0,541.0,94021.0,37.266388,-122.26308,148.0
2657-VPXTA,1.0,0.0,0.0,852.0,94104.0,37.791222,-122.40224099999999,384.0
1952-DVVSW,1.0,0.0,0.0,213.0,94519.0,37.990118,-122.012188,18650.0
2685-SREOM,1.0,0.0,0.0,233.0,94525.0,38.049292,-122.22841499999998,3193.0
2007-QVGAW,1.0,0.0,0.0,312.0,94533.0,38.287136,-122.02711000000001,77683.0
2696-NARTR,1.0,0.0,0.0,776.0,94569.0,38.035707,-122.196821,173.0
1472-TNCWL,1.0,0.0,0.0,1023.0,94590.0,38.104704999999996,-122.24738700000002,37218.0
1897-RCFUM,1.0,0.0,0.0,686.0,94601.0,37.776523,-122.219268,54876.0
7321-ZNSLA,1.0,0.0,0.0,870.0,,37.980269,-122.34263500000002,
8016-ZMGMO,1.0,0.0,0.0,873.0,,38.018065,-122.546024,
2869-ADAWR,1.0,0.0,0.0,221.0,,37.924014,-122.51169399999999,
5472-CVMDX,1.0,0.0,0.0,772.0,94956.0,38.060264000000004,-122.830646,1885.0
6862-CQUMB,1.0,0.0,0.0,104.0,95006.0,37.171727000000004,-122.14296100000001,10520.0
4816-OKWNX,1.0,0.0,0.0,633.0,95037.0,37.161544,-121.649371,41707.0
0932-YIXYU,1.0,0.0,0.0,858.0,95110.0,37.34667,-121.91001899999999,18197.0
4299-OPXEJ,1.0,0.0,0.0,952.0,95206.0,37.902421999999994,-121.44002900000001,49657.0
4441-NIHPT,1.0,0.0,0.0,952.0,95209.0,38.044523,-121.34804799999999,30814.0
1066-JKSGK,1.0,0.0,0.0,234.0,95313.0,37.435664,-121.04905600000001,1508.0
8865-TNMNX,1.0,0.0,0.0,600.0,95348.0,37.40122,-120.514191,23100.0
6214-EDAKZ,1.0,0.0,0.0,618.0,95355.0,37.672906,-120.94659399999999,47613.0
5499-ECUTN,1.0,0.0,0.0,618.0,95356.0,37.716186,-121.02583600000001,26055.0
0402-CQAJN,1.0,0.0,0.0,1081.0,95388.0,37.421299,-120.59958700000001,11463.0
6048-QBXKL,1.0,0.0,0.0,205.0,95426.0,38.838088,-122.73203000000001,1591.0
4070-OKWVH,1.0,0.0,0.0,93.0,95525.0,40.94338,-123.831799,1584.0
4378-BZYFP,1.0,0.0,0.0,310.0,95628.0,38.652065,-121.25441000000001,40750.0
2359-KMGLI,1.0,0.0,0.0,389.0,95636.0,38.636102,-120.522149,659.0
0795-GMVQO,1.0,0.0,0.0,396.0,95637.0,38.830739,-122.196202,228.0
9821-POOTN,1.0,0.0,0.0,547.0,95650.0,38.809175,-121.171375,11191.0
7682-AZNDK,1.0,0.0,0.0,756.0,95666.0,38.546999,-120.27111399999998,5501.0
8404-VIOMB,1.0,0.0,0.0,924.0,95728.0,39.279068,-120.414275,88.0
1763-KUAAW,1.0,0.0,0.0,295.0,95939.0,39.53222,-122.594879,587.0
1447-PJGGA,1.0,0.0,0.0,787.0,95970.0,39.424957,-122.03930700000001,495.0
6413-XKKPU,1.0,0.0,0.0,1069.0,95987.0,39.117537,-122.284654,4579.0
2386-OWURY,1.0,0.0,0.0,1097.0,,,-121.70606000000001,
7716-YTYHG,1.0,0.0,0.0,24.0,96007.0,40.448632,-122.306657,21418.0
5693-PIPCS,1.0,0.0,0.0,,96040.0,40.789799,-121.474529,397.0
1240-KNSEZ,1.0,0.0,0.0,524.0,96052.0,40.704293,-122.803899,1845.0
3146-JTQHR,1.0,0.0,0.0,731.0,96074.0,39.884395,-122.58751299999999,263.0
7966-YOTQW,1.0,0.0,0.0,913.0,96088.0,40.497440999999995,-121.827524,4231.0
6051-PTVNS,1.0,0.0,0.0,314.0,,33.362575,-117.299644,
4672-FOTSD,1.0,0.0,0.0,550.0,90005.0,34.059281,-118.30742,43019.0
6999-CHVCF,1.0,0.0,0.0,550.0,90028.0,34.099869,-118.326843,30568.0
3078-ZKNTS,1.0,0.0,0.0,550.0,90029.0,34.089953,-118.294824,41713.0
5647-URDKA,1.0,0.0,0.0,550.0,90044.0,33.952714,-118.292061,87383.0
6650-VJONK,1.0,0.0,0.0,266.0,90240.0,33.956228,-118.120993,24908.0
5839-SUYVZ,1.0,0.0,0.0,571.0,90263.0,34.037037,-118.705803,11.0
3055-MJDSB,1.0,0.0,0.0,712.0,90272.0,34.079449,-118.54830600000001,22548.0
5343-SGUBI,1.0,0.0,0.0,508.0,90712.0,33.840524,-118.148403,30173.0
0813-TAXXS,1.0,0.0,0.0,871.0,90732.0,33.744119,-118.31448,21279.0
4489-SNOJF,1.0,0.0,0.0,545.0,90802.0,33.752524,-118.21073700000001,38427.0
8073-IJDCM,1.0,0.0,0.0,545.0,90808.0,33.823943,-118.11133500000001,37417.0
6769-DYBQN,1.0,0.0,0.0,629.0,,34.2112,-118.230625,
2789-HQBOU,1.0,0.0,0.0,730.0,91107.0,34.159007,-118.08735300000001,32369.0
8915-NNTRC,1.0,0.0,0.0,866.0,91108.0,34.122671000000004,-118.11291100000001,13158.0
3173-WSSUE,1.0,0.0,0.0,150.0,,34.422519,-118.420717,
5553-AOINX,1.0,0.0,0.0,169.0,91384.0,34.506627,-118.699048,22177.0
0691-NIKRI,1.0,0.0,0.0,1029.0,91411.0,34.178470000000004,-118.45947199999999,23646.0
6432-TWQLB,1.0,0.0,0.0,120.0,,34.188339,-118.30094199999999,
6295-OSINB,1.0,0.0,0.0,288.0,,34.079934,-118.046695,
1814-WFGVS,1.0,0.0,0.0,774.0,,34.083086,-117.737997,
7779-LGOVN,1.0,0.0,0.0,829.0,91770.0,34.065108,-118.08279099999999,61623.0
9137-UIYPG,1.0,0.0,0.0,849.0,,32.787836,-117.232358,
4236-UJPWO,1.0,0.0,0.0,849.0,,32.787836,-117.232376,
8473-VUVJN,1.0,0.0,0.0,849.0,92109.0,32.787836,-117.232376,46086.0
1452-UZOSF,1.0,0.0,0.0,849.0,92109.0,32.787836,-117.232376,46086.0
0118-JPNOY,1.0,0.0,0.0,849.0,92126.0,32.886925,-117.152162,74232.0
8593-WHYHV,1.0,0.0,0.0,849.0,92126.0,32.886925,-117.152162,74232.0
7874-ECPQJ,1.0,0.0,0.0,849.0,,32.886925,-117.152162,
6349-JDHQP,1.0,0.0,0.0,849.0,92126.0,32.886925,-117.152162,74232.0
