,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,ID,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Category
23,2424-WVHPL,1.0,1.0,54.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,618.5,92129.0,32.961064,-119.82692066666667,379.0,47224.0,1.0,0.0,0.0,20.0,0.0,1.0,44.44,1.0,0.8182431382324333,2.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.55,1842.8,0.0,120.0,1374.817881442324,2851.6,3.0,1
24,4342-HFXWS,1.0,0.0,65.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,87.0,93606.0,36.798882,-120.01951100000001,794.0,807.0,1.0,0.0,3.111853654274041,9.007374314209432,0.0,1.0,2.37,1.0,1.0,0.3587336790555136,20.0,1.0,1.0,0.20419461800969738,0.0,1.0,1.0,0.008427291972176933,1.0,1.0,1.0,0.0,110.0,4874.8,0.0,0.0,109.02,4983.8200000000015,1.0,1
25,1866-NXPSP,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,902.0,93662.0,36.545322,-119.64228100000001,835.0,26213.0,1.0,0.3791369398810783,1.0,7.0,0.0,1.0,21.91,1.0,1.0,0.0,11.0,0.0,0.2497964982391996,0.0,0.23973786660239843,1.0,1.0,0.0,1.0,0.0,1.0,0.0,95.6,644.35,0.0,0.31044434524442177,153.37,797.72,,1
26,2135-DQWAQ,1.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,944.0,93675.0,36.719141,-119.20267700000001,843.0,3146.0,1.0,0.0,0.0,4.0,0.0,1.0,36.93,0.0,1.0,2.0,18.155725386387456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.802947831064698,78.85,292.8,0.0,0.0,147.72,440.52,3.0,5
27,9115-YQHGA,1.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,10.0,0.0,1.0,5.46,0.0,1.0,2.0,24.0,0.0,1.0,0.0,0.7367016339782645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.85,688.65,0.0,30.0,54.6,773.25,,1
28,5792-JALQC,1.0,1.0,75.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,36.92,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,72.78436893668037,73.55,0.0,0.0,36.92,110.47,2.0,4
29,8883-ANODQ,1.0,1.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,94512.0,38.140719,-121.838298,957.0,138.0,1.0,0.0,0.0,35.0,0.0,1.0,20.83,1.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.52845059953959,99.05,3395.8,0.0,0.0,846.6211355913797,5382.02044349912,,5
30,1023-BQXZE,1.0,1.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127.0,94514.0,37.83323,-121.60146100000001,959.0,10153.0,1.0,0.0,0.0,2.0,5.0,1.0,26.62,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40606787727842647,0.0,1.0,44.95,85.15,0.0,0.0,53.24,138.39,2.0,5
31,7596-IIWYC,1.0,1.0,73.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,537.3333333333334,94550.0,37.571748,-121.65956200000001,982.0,75929.0,1.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,1.0000000755948573,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.35,1359.7,0.0,0.0,0.0,1359.7,1.0,1
32,4078-SAYYN,1.0,0.5,65.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,874.0,94583.0,37.766556,-121.97678400000001,1006.0,44078.0,1.0,0.0,1.36283813287746,4.0,1.213956828734602,1.0,49.5,1.0,0.9416710376182568,2.0,23.0,0.0,0.0590562967268249,0.0,0.10627113448936361,0.0,1.0,1.0,1.0,0.0,1.0,0.0,65.28671188727834,424.45,0.0,0.0,198.0,622.45,2.0,1
33,2884-GBPFB,1.0,1.0,75.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,769.0,94588.0,37.685052,-121.91206100000001,1010.0,28568.0,1.0,1.0,1.0,27.0,0.0,1.0,10.6,1.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.5,1893.95,0.0,0.0,286.2,2180.15,1.0,1
34,4355-CVPVS,1.0,0.0,68.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.0,94707.0,37.897753,-119.95303316666667,1038.0,11889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3
35,8883-GRDWQ,1.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,94710.0,37.872902,-122.30370800000001,1041.0,8157.0,1.0,0.0,0.0,8.0,5.0,1.0,42.93,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8129143229666594,0.0,1.0,0.0,92.1,729.95,0.0,0.0,343.44,5178.954439602291,1.0,1
36,1657-DYMBM,1.0,1.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,333.0,94933.0,38.010092,-122.68944199999999,1059.0,1025.0,1.0,0.20591359848588175,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0000000408730565,0.0,1.0,0.0,43.65,1151.5045137246466,0.0,0.0,0.0,526.95,1.0,1
37,1618-CFHME,1.0,0.6666666666666666,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,363.0,95020.0,37.03889,-121.52895500000001,1095.0,49968.0,1.0,0.0,0.0,32.62024111742814,0.0,1.0,3.96,0.0,1.0,2.0,27.0,0.0,0.0,0.8965337408138448,0.0,1.0,1.0,0.0,0.9999999092560113,0.0,0.0,0.0,89.7,1047.7,0.0,0.0,584.9083160306153,1091.26,,3
38,5130-IEKQT,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,17.0,1.0069815089302658,1.0,28.896076061955693,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.45,1622.45,0.0,0.0,479.06,2101.51,3.0,1
39,6674-KVJHG,1.0,0.0,73.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,858.0,95135.0,37.28682,-121.723877,1141.0,15798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,1090-ESELR,1.0,0.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,365.0,95232.0,36.62381083333333,-120.57930400000001,1169.0,21.0,1.0,1.0,1.0,3.0,5.0,0.4941396242364303,3.29,0.16137897671444953,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7178844127265952,0.0,80.4,224.05,0.0,0.0,9.87,129.44180819045548,2.0,3
41,5286-YHCVC,1.0,1.0,61.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,209.0,95310.0,38.085839,-120.37855,1191.0,2144.0,1.0,0.0,0.0,21.0,0.0,1.0,34.62,0.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.05,1236.15,0.0,0.0,727.02,2193.0072581508657,1.0,1
42,4163-KIUHY,1.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,508.0,90712.0,33.840524,-118.148403,135.0,30173.0,1.0,0.43472531255653424,0.0,46.0,0.0,1.0,6.13,0.0,1.0,2.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.23388394253111336,79.33265238128226,3615.975802447095,0.0,0.0,281.98,4706.18,2.0,1
43,5889-JTMUL,1.0,1.0,74.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0,15.0,0.0,1.0,45.25,0.25286435488974524,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,85.6,1345.55,0.0,0.0,678.75,2024.3,1.0,1
44,2165-VOEGB,1.0,1.0,76.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,63.0,92800.16666666667,34.9648895,-124.049485,651.5,24270.833333333332,1.0,0.0,0.0,16.0,0.0,1.0,19.18,1.0,1.0,2.0,22.0,0.0,0.0,0.0,0.12681012935013197,1.0,0.0,0.0,1.0,0.1885165764888964,1.0,0.0,86.6,1281.0,0.0,0.0,896.5831513415878,1587.88,3.0,2
45,2612-PHGOX,1.0,0.0,75.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,539.0,95551.0,40.665952000000004,-120.906379,1340.0,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3
46,7134-MJPDY,1.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,245.0,95618.0,38.544002,-121.68555900000001,1376.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1
47,1282-IHQAC,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,2.2711312692265713,2.0,0.0,1.0,19.27,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09857194107025347,1.0,0.0,93.85,170.85,0.0,0.0,664.7540627527758,209.39,,5
48,5244-IRFIH,1.0,0.6666666666666666,65.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,151.0,95923.0,40.171312,-121.120605,1504.0,86.0,1.0,0.0,0.02309589413852403,22.0,4.0,1.0,40.18,1.0,1.0,2.0,8.0,0.0,0.0,0.05076769477399003,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,82.77535522616445,2082.95,0.0,100.0,883.96,3066.91,,1
49,2868-SNELZ,1.0,1.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,334.0,95942.0,40.077028000000006,-118.9556535,1517.0,1351.0,1.0,0.09546967688057363,0.0,15.0,4.0,1.0,22.73642285229992,1.0,1.0,0.7599569268820683,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.65,1146.65,0.0,0.0,695.7,1842.35,3.0,3
50,7801-KICAO,1.0,0.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,314.0,92028.0,33.362575,-117.299644,328.0,42239.0,1.0,0.0,0.0,3.0,0.0,1.0,30.14,0.0737730078789815,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7634765402715656,45.0,127.1,0.0,0.0,90.42,227.52,3.0,1
51,0196-JTUQI,1.0,1.0,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,524.0,96052.0,40.704293,-119.89523766666667,1599.0,1845.0,1.0,1.0,0.0,12.0,4.0,1.0,6.97,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,80.45,950.2,0.0,0.0,83.64,1033.84,2.0,1
52,0014-BMAQU,1.0,1.0,76.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,849.0,94319.0,32.957195,-120.61619766666666,999.8333333333334,51922.5,1.0,1.0,0.0,13.0,4.0,1.0,1.47,0.0,1.0,2.0,5.0,0.0,0.574911127894545,0.0,0.47602783174728464,0.0,1.0,0.0,1.0,0.0,1.0,0.6610555820140239,89.05,1169.35,0.0,0.0,19.11,1188.4599999999996,,1
53,7248-VZQLC,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,92130.0,34.5257815,-117.202542,380.0,28201.0,1.0,0.0,0.18703777888689047,23.0,4.0,1.0,31.17,0.0,1.0,2.0,21.43678089149956,0.0,0.22798109796631927,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.17165646734099826,94.75,2293.6,0.0,0.0,716.9100000000002,5393.159645579625,2.0,1
54,4316-XCSLJ,1.0,0.0,80.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,849.0,92130.0,34.5257815,-117.202542,380.0,28201.0,1.0,0.12513380377576983,1.0,17.0,3.329703907840036,1.0,36.82,1.0,1.0,2.3540105987454725,6.0,0.07713788158145246,0.0,1.0,0.0,0.0,0.0965488810087687,0.0,1.0,0.0,1.0,0.0,85.35,1463.45,0.0,0.0,625.94,2089.390000000001,1.0,1
55,4781-ZXYGU,1.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,93307.33333333333,32.957195,-117.202542,739.5,17319.5,1.0,0.0,0.42731856509194754,1.0,0.4388887624312024,1.000000015845286,23.10342216618062,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,0.6258223196342513,0.0,1.0,0.0,1.0,0.0,79.1,79.1,0.0,0.0,275.75947926705845,121.4,3.0,1
56,7572-KPVKK,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,93538.0,32.898613,-117.202937,787.5,15734.0,1.0,0.0,0.0,1.0,5.0,1.0,39.78,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.15,50.15,0.0,0.0,39.78,89.93,2.0,1
57,7398-LXGYX,1.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,416.0,90254.0,33.865320000000004,-118.396336,80.0,18693.0,1.0,0.0,0.0,1.0,5.0,1.0,34.51,0.0,1.0,1.6703170857202954,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5843137886107269,0.0,73.1947146994482,69.6,0.0,0.0,34.51,104.11,1.0,1
58,7594-LZNWR,1.0,1.0,76.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,939.0,91030.0,34.110444,-118.156957,170.0,23984.0,1.0,1.0,1.0,32.0,0.0,1.0,26.85742955585977,1.0,0.692329660826818,2.0,10.0,0.0,0.6613757314975904,0.0,0.0,0.0,1.0,1.0,1.0,0.980492185050936,0.0,0.0,85.3,2661.1,0.0,0.0,1587.2,4248.3,,1
59,9122-UMROB,1.0,0.8333333333333334,70.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,366.0,91202.0,34.167926,-118.26753899999999,181.0,21990.0,1.0,1.0,1.0,14.880386641699001,0.0,0.0,0.0,0.13507673219570465,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8458958774344043,0.0,44.85,2572.95,12.07,0.0,292.0511812388424,2560.88,2.0,3
60,6557-BZXLQ,1.0,1.0,71.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,366.0,93747.16666666667,34.136306,-118.26036,850.6666666666666,4460.833333333333,1.0,0.0,0.0,1.0,5.0,0.9999999588607935,15.28,0.0,1.0,0.9998845628556213,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.1,45.1,0.0,0.0,15.28,60.33875904862676,2.0,3
61,4727-MCYZG,1.0,1.0,75.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,811.0,94767.16666666667,34.200175,-121.2946395,1140.8333333333333,25137.5,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,1.0,1.0,0.0,0.0,0.5006719989043918,0.0,1.0,0.0,1.0,0.0,43.3,43.3,0.0,0.0,0.0,43.3,3.0,5
62,0661-KBKPA,1.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,972.0,91342.0,34.321621,-118.399841,205.0,81986.0,1.0,0.0,0.0,38.0,0.0,1.0,26.1,0.1921397717181336,1.0,1.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,57.15,2250.65,0.0,0.0,991.8,3242.4500000000007,1.0,3
63,1544-JJMYL,1.0,0.0,65.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,294.8333333333333,91502.0,34.177267,-118.31003,232.0,11517.0,1.0,0.8714634308890932,2.779143025374351,35.0,0.0,1.0,15.98,1.0,0.9528397132276081,1.9090163304967973,22.0,1.0,1.0,0.0,1.0,1.0,0.1787192245824191,0.0,1.0,0.0,1.0,0.0,100.5,3653.35,0.0,0.0,559.3000000000002,4212.65,1.0,3
64,6178-KFNHS,1.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,672.0,91606.0,34.600066,-118.387125,240.0,45358.0,1.0,0.0,0.0,1.0,5.0,1.0,15.24,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0020285448807331134,45.1,45.1,0.0,0.0,15.24,60.34,1.0,1
65,0480-BIXDE,1.0,1.0,71.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,186.0,91710.0,33.990646000000005,-117.663025,246.0,75319.0,1.0,1.0,1.0,30.0,0.0,1.0,4.65,0.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.4,1527.5,0.0,0.0,386.15570503520985,1092.512523511213,3.0,3
66,6797-UCJHZ,1.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,192.0,91711.0,34.127621000000005,-117.717863,247.0,34716.0,1.0,0.5337843792664055,0.0,5.0,5.0,1.0,12.27,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.95,335.0555909443671,0.0,0.0,61.35,439.75,3.0,3
