,Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Category
53,2135-DQWAQ,1.0,Female,65.0,No,Yes,No,No,,United States,California,Squaw Valley,93675.0,36.719141,-119.20267700000001,3146.0,Q3,No,0.0,4.0,None,Yes,36.93,No,Yes,Fiber Optic,,No,,No,No,Yes,No,No,Yes,Month-to-Month,Yes,,78.85,292.8,0.0,0.0,147.72,440.52,3.0,Other
54,8207-VVMYB,,Female,66.0,No,,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8207-VVMYB,1.0,,,,,,,,United States,California,Fresno,93706.0,36.654614,-119.903674,35790.0,Q3,No,,55.0,,Yes,37.38,Yes,Yes,,7.0,,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.0,5509.3,0.0,100.0,,7665.200000000002,3.0,
56,7469-LKBCI,1.0,Male,,No,Yes,Yes,No,0.0,United States,California,Jolon,93928.0,35.930782,-121.189757,254.0,Q3,Yes,1.0,20.0,None,Yes,5.37,No,Yes,Fiber Optic,24.0,,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,1463.5,0.0,0.0,107.4,1570.9,1.0,
57,5016-ETTFF,1.0,Male,65.0,No,Yes,No,No,,United States,California,San Francisco,94102.0,37.7795,-122.419233,28998.0,Q3,No,0.0,9.0,None,Yes,48.71,Yes,Yes,,,No,No,Yes,No,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,100.5,918.6,0.0,0.0,438.39,1356.99,,
58,9115-YQHGA,1.0,Male,69.0,No,Yes,No,No,0.0,,,,,,,,Q3,No,0.0,10.0,None,Yes,5.46,No,Yes,Fiber Optic,24.0,No,Yes,No,,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,,30.0,54.6,773.25,,Competitor
59,5792-JALQC,1.0,Male,75.0,No,Yes,Yes,,0.0,,,,,,,,Q3,No,0.0,1.0,None,Yes,36.92,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,73.55,0.0,,36.92,110.47,2.0,Price
60,8800-JOOCF,1.0,Female,,,,No,No,0.0,United States,California,Palo Alto,94304.0,37.386978000000006,-122.177746,1723.0,Q3,No,0.0,4.0,None,Yes,6.68,Yes,Yes,Cable,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,360.1,0.0,0.0,26.72,386.82000000000005,1.0,
61,8883-ANODQ,1.0,Male,71.0,No,Yes,No,No,0.0,United States,California,Birds Landing,94512.0,38.140719,-121.838298,138.0,Q3,No,0.0,35.0,None,Yes,20.83,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,,99.05,3395.8,0.0,,,,,Other
62,1023-BQXZE,1.0,Male,80.0,No,Yes,No,No,0.0,United States,California,Byron,94514.0,37.83323,-121.60146100000001,10153.0,Q3,No,0.0,2.0,Offer E,Yes,26.62,No,Yes,DSL,11.0,No,No,No,No,,,No,Yes,,No,Credit Card,44.95,85.15,0.0,0.0,53.24,138.39,2.0,Other
63,3722-WPXTK,1.0,Male,,No,,No,No,0.0,,,,,,,,Q3,No,0.0,8.0,None,,,No,Yes,Fiber Optic,,Yes,,No,Yes,Yes,,Yes,Yes,,No,Credit Card,100.3,832.35,0.0,0.0,92.56,924.91,,
64,7596-IIWYC,,Male,73.0,No,Yes,Yes,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
65,7596-IIWYC,1.0,,,,,,,,United States,California,,94550.0,37.571748,-121.65956200000001,75929.0,Q3,Yes,2.0,44.0,None,,,,,Cable,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,1359.7,0.0,0.0,0.0,1359.7,1.0,Competitor
66,3115-CZMZD,1.0,Male,77.0,No,Yes,,,,United States,California,Napa,94558.0,38.489789,,63947.0,Q3,Yes,,62.0,None,Yes,7.11,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,0.0,0.0,440.82,6824.17,,
67,5590-YRFJT,1.0,Female,76.0,No,,Yes,No,0.0,,,,,,,,Q3,,1.0,33.0,None,Yes,33.19,Yes,Yes,Cable,15.0,No,Yes,No,No,No,No,,Yes,,Yes,Bank Withdrawal,80.6,2656.5,0.0,0.0,1095.27,3751.77,,
68,4078-SAYYN,1.0,,65.0,No,Yes,,No,0.0,United States,California,San Ramon,94583.0,37.766556,-121.97678400000001,44078.0,Q3,No,,4.0,,Yes,49.5,Yes,,Fiber Optic,23.0,No,,No,,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,424.45,0.0,,198.0,622.45,2.0,Competitor
69,2884-GBPFB,,Male,75.0,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
70,2884-GBPFB,1.0,,,,,,,,United States,California,Pleasanton,94588.0,37.685052,-121.91206100000001,28568.0,Q3,Yes,1.0,27.0,None,Yes,10.6,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0.0,0.0,286.2,2180.15,1.0,Competitor
71,0475-RIJEP,1.0,Male,75.0,No,Yes,No,No,0.0,United States,California,Berkeley,94704.0,,,21205.0,Q3,No,0.0,8.0,Offer E,Yes,40.45,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0.0,,,1143.0,1.0,
72,4355-CVPVS,1.0,Female,68.0,No,Yes,Yes,,0.0,United States,California,Berkeley,94707.0,37.897753,,11889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attitude
73,4355-CVPVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Attitude
74,8883-GRDWQ,1.0,Female,71.0,No,Yes,No,No,0.0,United States,California,Berkeley,94710.0,37.872902,-122.30370800000001,8157.0,Q3,No,0.0,8.0,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0.0,343.44,,1.0,Competitor
75,1657-DYMBM,1.0,Male,77.0,No,Yes,No,No,0.0,United States,California,Forest Knolls,94933.0,38.010092,-122.68944199999999,1025.0,Q3,,0.0,12.0,None,No,0.0,No,Yes,DSL,10.0,No,No,Yes,Yes,No,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,43.65,,0.0,0.0,0.0,526.95,1.0,Competitor
76,1618-CFHME,1.0,,68.0,No,Yes,No,No,0.0,United States,California,Gilroy,95020.0,37.03889,-121.52895500000001,49968.0,Q3,No,0.0,,None,Yes,3.96,No,Yes,Fiber Optic,27.0,No,No,,No,Yes,Yes,No,,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0.0,,1091.26,,Attitude
77,5130-IEKQT,1.0,Male,74.0,No,Yes,Yes,No,0.0,,,,,,,,Q3,Yes,1.0,17.0,,Yes,,Yes,Yes,Cable,16.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.45,1622.45,0.0,0.0,479.06,2101.51,3.0,Competitor
78,0848-ZGQIJ,1.0,Male,65.0,No,Yes,Yes,No,0.0,United States,California,San Jose,95128.0,37.316146,-121.93628500000001,32804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0848-ZGQIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
80,6674-KVJHG,1.0,Female,73.0,No,Yes,Yes,,0.0,United States,California,San Jose,95135.0,37.28682,-121.723877,15798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
81,6674-KVJHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
82,1090-ESELR,1.0,Female,74.0,No,Yes,Yes,No,0.0,United States,California,Glencoe,95232.0,,-120.57930400000001,21.0,Q3,Yes,1.0,3.0,Offer E,,3.29,,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,80.4,224.05,0.0,0.0,9.87,,2.0,Attitude
83,5286-YHCVC,,Male,,No,Yes,No,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
84,5286-YHCVC,1.0,,,,,,,,United States,California,Columbia,95310.0,38.085839,-120.37855,2144.0,Q3,No,0.0,21.0,None,Yes,34.62,No,Yes,DSL,14.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0.0,727.02,,1.0,Competitor
85,7839-NUIAA,1.0,Female,76.0,No,Yes,No,No,0.0,United States,California,Escondido,92027.0,33.141265000000004,-116.967221,48690.0,Q3,No,0.0,16.0,None,Yes,38.75,Yes,Yes,Fiber Optic,16.0,,No,No,No,Yes,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0.0,,620.0,2149.2,,
86,4163-KIUHY,1.0,Female,73.0,No,Yes,No,No,0.0,United States,California,Lakewood,90712.0,33.840524,-118.148403,30173.0,Q3,,0.0,46.0,None,Yes,6.13,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,,,,0.0,0.0,281.98,4706.18,2.0,Competitor
87,2212-LYASK,1.0,Female,70.0,No,,Yes,No,0.0,United States,California,,95439.0,38.493888,-122.77714099999999,476.0,Q3,Yes,1.0,,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24.0,No,Yes,,No,No,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,,1640.84,7768.44,1.0,
88,9823-EALYC,1.0,Male,75.0,No,Yes,Yes,No,0.0,United States,California,Nice,95464.0,39.12334,-122.83819799999999,2223.0,Q3,Yes,1.0,7.0,Offer E,Yes,13.63,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,,95.41,772.11,,
89,5889-JTMUL,1.0,Male,74.0,No,Yes,Yes,No,0.0,,,,,,,,Q3,Yes,1.0,15.0,None,Yes,45.25,,Yes,Cable,22.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0.0,0.0,678.75,2024.3,1.0,Competitor
90,2165-VOEGB,1.0,Male,76.0,No,,No,No,0.0,United States,California,Bayside,,,-124.049485,,Q3,No,0.0,16.0,None,Yes,19.18,Yes,Yes,Fiber Optic,22.0,No,No,No,,Yes,No,No,Yes,,Yes,Bank Withdrawal,86.6,1281.0,0.0,0.0,,1587.88,3.0,Dissatisfaction
91,2612-PHGOX,1.0,Female,75.0,No,Yes,,No,,United States,California,Loleta,95551.0,40.665952000000004,,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attitude
92,2612-PHGOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Attitude
93,9227-YBAXE,1.0,Female,74.0,No,Yes,No,No,,United States,California,Rio Dell,95562.0,,-124.163234,3284.0,Q3,No,,1.0,None,No,0.0,No,Yes,Cable,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,25.2,25.2,0.0,0.0,,25.2,1.0,
94,7134-MJPDY,1.0,Female,73.0,No,Yes,No,No,0.0,United States,California,Davis,95618.0,38.544002,-121.68555900000001,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Competitor
95,7134-MJPDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Competitor
